word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
givre,gi-vre,Zi-vR°,5.14,5,ZivR°,5,gi-Zi.vre-vR°,1.0 0.91176,0.91176,93 34,34
givrer,gi-vrer,Zi-vRe,1.35,6,ZivRe,5,gi-Zi.vrer-vRe,1.0 1.0,1.0,93 10,10
givré,gi-vré,Zi-vRe,2.23,5,ZivRe,5,gi-Zi.vré-vRe,1.0 1.0,1.0,93 5,5
glabre,gla-bre,gla-bR°,2.64,6,glabR°,6,gla-gla.bre-bR°,1.0 0.9,0.9,15 50,15
glace,gla-ce,gla-s°,91.01,5,glas°,5,gla-gla.ce-s°,1.0 0.87863,0.87863,15 379,15
glacer,gla-cer,gla-se,25.74,6,glase,5,gla-gla.cer-se,1.0 0.66019,0.66019,15 103,15
glacial,gla-cial,gla-sjal,13.92,7,glasjal,7,gla-gla.cial-sjal,1.0 1.0,1.0,15 6,6
glacier,gla-cier,gla-sje,3.72,7,glasje,6,gla-gla.cier-sje,1.0 0.93939,0.93939,15 33,15
glacis,gla-cis,gla-si,3.58,6,glasi,5,gla-gla.cis-si,1.0 0.55556,0.55556,15 9,9
glacière,gla-ciè-re,gla-sje-R°,2.91,8,glasjeR°,8,gla-gla.ciè-sje.re-R°,1.0 1.0 0.95577,0.95577,15 3 927,3
glacé,gla-cé,gla-se,40.27,5,glase,5,gla-gla.cé-se,1.0 1.0,1.0,15 78,15
gladiateur,gla-dia-teur,gla-dja-t2R,1.62,10,gladjat2R,9,gla-gla.dia-dja.teur-t2R,1.0 1.0 1.0,1.0,15 28 113,15
glaire,glai-re,gle-R°,1.35,6,gleR°,5,glai-gle.re-R°,1.0 0.95577,0.95577,5 927,5
glaireux,glai-reux,gle-R2,1.42,8,gleR2,5,glai-gle.reux-R2,1.0 1.0,1.0,5 27,5
glaise,glai-se,gle-z°,8.85,6,glez°,5,glai-gle.se-z°,1.0 0.55833,0.55833,5 240,5
glaiseux,glai-seux,gle-z2,1.15,8,glez2,5,glai-gle.seux-z2,1.0 1.0,1.0,5 4,4
glaive,glai-ve,gle-v°,4.39,6,glev°,5,glai-gle.ve-v°,1.0 0.80676,0.80676,5 207,5
gland,gland,gl@,5.27,5,gl@,3,gland-gl@,1.0,1.0,1,1
glande,glan-de,gl@-d°,4.66,6,gl@d°,5,glan-gl@.de-d°,1.0 0.93114,0.93114,3 334,3
glander,glan-der,gl@-de,2.57,7,gl@de,5,glan-gl@.der-de,1.0 0.91367,0.91367,3 139,3
glaner,gla-ner,gla-ne,4.93,6,glane,5,gla-gla.ner-ne,1.0 0.92486,0.92486,15 173,15
glapir,gla-pir,gla-piR,6.76,6,glapiR,6,gla-gla.pir-piR,1.0 1.0,1.0,15 8,8
glas,glas,gla,4.05,4,gla,3,glas-gla,1.0,1.0,2,2
glass,glass,glas,1.28,5,glas,4,glass-glas,1.0,1.0,1,1
glauque,glau-que,glo-k°,9.32,7,glok°,5,glau-glo.que-k°,1.0 0.92717,0.92717,1 357,1
glaviot,gla-viot,gla-vjo,1.35,7,glavjo,6,gla-gla.viot-vjo,1.0 1.0,1.0,15 1,1
glavioter,gla-vio-ter,gla-vjo-te,1.22,9,glavjote,8,gla-gla.vio-vjo.ter-te,1.0 1.0 0.87168,0.87168,15 19 452,15
glaçon,gla-çon,gla-s&,5.47,6,glas&,5,gla-gla.çon-s&,1.0 1.0,1.0,15 13,13
glissade,gli-ssa-de,gli-sa-d°,4.26,8,glisad°,7,gli-gli.ssa-sa.de-d°,1.0 0.95238 0.93114,0.93114,15 42 334,15
glissant,gli-ssant,gli-s@,8.24,8,glis@,5,gli-gli.ssant-s@,1.0 1.0,1.0,15 33,15
glisse,gli-sse,gli-s°,1.55,6,glis°,5,gli-gli.sse-s°,1.0 0.89503,0.89503,15 181,15
glissement,gli-sse-ment,gli-s°-m@,7.5,10,glis°m@,7,gli-gli.sse-s°.ment-m@,1.0 0.89503 1.0,0.89503,15 181 304,15
glisser,gli-sser,gli-se,229.32,7,glise,5,gli-gli.sser-se,1.0 0.93913,0.93913,15 115,15
glissière,gli-ssiè-re,gli-sje-R°,1.96,9,glisjeR°,8,gli-gli.ssiè-sje.re-R°,1.0 1.0 0.95577,0.95577,15 2 927,2
global,glo-bal,glo-bal,2.57,6,global,6,glo-glo.bal-bal,1.0 1.0,1.0,13 12,12
globe,glo-be,glo-b°,11.89,5,glob°,5,glo-glo.be-b°,1.0 0.67416,0.67416,13 89,13
globule,glo-bu-le,glo-by-l°,1.28,7,globyl°,7,glo-glo.bu-by.le-l°,1.0 1.0 0.89398,0.89398,13 80 349,13
globuleux,glo-bu-leux,glo-by-l2,4.8,9,globyl2,7,glo-glo.bu-by.leux-l2,1.0 1.0 1.0,1.0,13 80 20,13
gloire,gloi-re,glwa-R°,50.88,6,glwaR°,6,gloi-glwa.re-R°,1.0 0.95577,0.95577,1 927,1
glorieux,glo-rieux,glo-Rj2,18.31,8,gloRj2,6,glo-glo.rieux-Rj2,1.0 1.0,1.0,13 8,8
glorifier,glo-ri-fier,glo-Ri-fje,3.65,9,gloRifje,8,glo-glo.ri-Ri.fier-fje,1.0 1.0 0.97872,0.97872,13 252 47,13
gloriole,glo-rio-le,glo-Rjo-l°,1.69,8,gloRjol°,8,glo-glo.rio-Rjo.le-l°,1.0 1.0 0.89398,0.89398,13 9 349,9
glotte,glo-tte,glo-t°,2.03,6,glot°,5,glo-glo.tte-t°,1.0 0.99149,0.99149,13 235,13
glouglou,glou-glou,glu-glu,1.22,8,gluglu,6,glou-glu.glou-glu,1.0 1.0,1.0,5 5,5
glousser,glou-sser,glu-se,5.61,8,gluse,5,glou-glu.sser-se,1.0 0.93913,0.93913,5 115,5
glouton,glou-ton,glu-t&,1.69,7,glut&,5,glou-glu.ton-t&,1.0 1.0,1.0,5 57,5
glu,glu,gly,2.57,3,gly,3,glu-gly,0.8,0.8,5,5
gluant,glu-ant,gly-@,15.2,6,gly@,4,glu-gly.ant-@,0.8 1.0,0.8,5 26,5
glycine,gly-ci-ne,gli-si-n°,4.26,7,glisin°,7,gly-gli.ci-si.ne-n°,1.0 1.0 0.90145,0.90145,1 225 345,1
glèbe,glè-be,gle-b°,0.95,5,gleb°,5,glè-gle.be-b°,1.0 0.67416,0.67416,1 89,1
gniard,gniard,NaR,1.15,6,NaR,3,gniard-NaR,1.0,1.0,1,1
gnole,gno-le,No-l°,1.55,5,Nol°,4,gno-No.le-l°,0.94118 0.89398,0.89398,17 349,17
gnome,gno-me,gno-m°,2.03,5,gnom°,5,gno-gno.me-m°,0.05882 0.89423,0.05882,17 312,17
gnon,gnon,N&,1.82,4,N&,2,gnon-N&,1.0,1.0,16,16
gnouf,gnouf,Nuf,1.01,5,Nuf,3,gnouf-Nuf,1.0,1.0,1,1
go,go,go,2.7,2,go,2,go-go,1.0,1.0,82,82
goal,goal,gol,1.55,4,gol,3,goal-gol,1.0,1.0,1,1
gobelet,go-be-let,go-b°-le,4.46,7,gob°le,6,go-go.be-b°.let-le,1.0 0.67416 1.0,0.67416,82 89 29,29
gober,go-ber,go-be,5.68,5,gobe,4,go-go.ber-be,1.0 0.48333,0.48333,82 60,60
godasse,go-da-sse,go-da-s°,8.92,7,godas°,6,go-go.da-da.sse-s°,1.0 1.0 0.89503,0.89503,82 78 181,78
goder,go-der,go-de,1.62,5,gode,4,go-go.der-de,1.0 0.91367,0.91367,82 139,82
godet,go-det,go-de,7.5,5,gode,4,go-go.det-de,1.0 1.0,1.0,82 4,4
godiche,go-di-che,go-di-S°,0.95,7,godiS°,6,go-go.di-di.che-S°,1.0 1.0 0.93191,0.93191,82 292 235,82
godille,go-di-lle,go-di-j°,0.88,7,godij°,6,go-go.di-di.lle-j°,1.0 1.0 0.30303,0.30303,82 292 165,82
godillot,go-di-llot,go-di-jo,3.24,8,godijo,6,go-go.di-di.llot-jo,1.0 1.0 0.75,0.75,82 292 4,4
gogo,go-go,go-go,1.96,4,gogo,4,go-go.go-go,1.0 1.0,1.0,82 82,82
goguenard,go-gue-nard,go-g°-naR,6.15,9,gog°naR,7,go-go.gue-g°.nard-naR,1.0 0.87654 1.0,0.87654,82 81 14,14
gogues,go-gues,go-g°,2.57,6,gog°,4,go-go.gues-g°,1.0 1.0,1.0,82 1,1
goguette,go-gue-tte,go-ge-t°,1.35,8,goget°,6,go-go.gue-ge.tte-t°,1.0 0.12346 0.99149,0.12346,82 81 235,81
goinfrer,goin-frer,gw5-fRe,1.62,8,gw5fRe,6,goin-gw5.frer-fRe,1.0 1.0,1.0,1 3,1
golf,golf,golf,7.3,4,golf,4,golf-golf,1.0,1.0,1,1
golfe,gol-fe,gol-f°,6.49,5,golf°,5,gol-gol.fe-f°,1.0 0.39394,0.39394,3 33,3
gomina,go-mi-na,go-mi-na,1.01,6,gomina,6,go-go.mi-mi.na-na,1.0 1.0 1.0,1.0,82 314 200,82
gominer,go-mi-ner,go-mi-ne,1.82,7,gomine,6,go-go.mi-mi.ner-ne,1.0 1.0 0.92486,0.92486,82 314 173,82
gomme,go-mme,go-m°,9.93,5,gom°,4,go-go.mme-m°,1.0 0.875,0.875,82 24,24
gommer,go-mmer,go-me,4.73,6,gome,4,go-go.mmer-me,1.0 0.57143,0.57143,82 21,21
gommé,go-mmé,go-me,0.88,5,gome,4,go-go.mmé-me,1.0 1.0,1.0,82 12,12
gond,gond,g&,2.97,4,g&,2,gond-g&,1.0,1.0,1,1
gondole,gon-do-le,g&-do-l°,4.93,7,g&dol°,6,gon-g&.do-do.le-l°,1.0 0.9403 0.89398,0.89398,19 134 349,19
gondoler,gon-do-ler,g&-do-le,2.7,8,g&dole,6,gon-g&.do-do.ler-le,1.0 0.9403 0.97396,0.9403,19 134 192,19
gondolier,gon-do-lier,g&-do-lje,1.15,9,g&dolje,7,gon-g&.do-do.lier-lje,1.0 0.9403 1.0,0.9403,19 134 44,19
gonflable,gon-fla-ble,g&-fla-bl°,0.95,9,g&flabl°,8,gon-g&.fla-fla.ble-bl°,1.0 1.0 0.95161,0.95161,19 25 186,19
gonflement,gon-fle-ment,g&-fl°-m@,1.15,10,g&fl°m@,7,gon-g&.fle-fl°.ment-m@,1.0 0.61111 1.0,0.61111,19 18 304,18
gonfler,gon-fler,g&-fle,47.57,7,g&fle,5,gon-g&.fler-fle,1.0 1.0,1.0,19 11,11
gonflé,gon-flé,g&-fle,12.64,6,g&fle,5,gon-g&.flé-fle,1.0 1.0,1.0,19 13,13
gong,gong,g&g,3.65,4,g&g,3,gong-g&g,1.0,1.0,1,1
gonze,gon-ze,g&-z°,6.89,5,g&z°,4,gon-g&.ze-z°,1.0 0.76,0.76,19 25,19
gonzesse,gon-ze-sse,g&-ze-s°,15.61,8,g&zes°,6,gon-g&.ze-ze.sse-s°,1.0 0.2 0.89503,0.2,19 25 181,19
goret,go-ret,go-Re,1.28,5,goRe,4,go-go.ret-Re,1.0 1.0,1.0,82 9,9
gorge,gor-ge,goR-Z°,86.82,5,goRZ°,5,gor-goR.ge-Z°,1.0 0.97749,0.97749,11 311,11
gorgeon,gor-geon,goR-Z&,1.01,7,goRZ&,5,gor-goR.geon-Z&,1.0 1.0,1.0,11 5,5
gorger,gor-ger,goR-Ze,8.04,6,goRZe,5,gor-goR.ger-Ze,1.0 0.93651,0.93651,11 126,11
gorgée,gor-gée,goR-Ze,20.27,6,goRZe,5,gor-goR.gée-Ze,1.0 1.0,1.0,11 5,5
gorille,go-ri-lle,go-Ri-j°,2.77,7,goRij°,6,go-go.ri-Ri.lle-j°,1.0 1.0 0.30303,0.30303,82 252 165,82
gosier,go-sier,go-zje,4.93,6,gozje,5,go-go.sier-zje,1.0 0.92308,0.92308,82 13,13
gosse,go-sse,go-s°,61.76,5,gos°,4,go-go.sse-s°,1.0 0.89503,0.89503,82 181,82
gothique,go-thi-que,go-ti-k°,6.55,8,gotik°,6,go-go.thi-ti.que-k°,1.0 1.0 0.92717,0.92717,82 3 357,3
gouache,goua-che,gwa-S°,1.55,7,gwaS°,5,goua-gwa.che-S°,1.0 0.93191,0.93191,1 235,1
gouaille,gou-a-ille,gu-a-j°,1.49,8,guaj°,5,gou-gu.a-a.ille-j°,1.0 1.0 0.89024,0.89024,55 874 82,55
gouailleur,gou-a-illeur,gu-a-j2R,1.28,10,guaj2R,6,gou-gu.a-a.illeur-j2R,1.0 1.0 1.0,1.0,55 874 7,7
goualante,gou-a-lan-te,gu-a-l@-t°,1.08,9,gual@t°,7,gou-gu.a-a.lan-l@.te-t°,1.0 1.0 1.0 0.88848,0.88848,55 874 50 538,50
gouape,gou-a-pe,gu-a-p°,1.08,6,guap°,5,gou-gu.a-a.pe-p°,1.0 1.0 0.81119,0.81119,55 874 143,55
goudron,gou-dron,gu-dR&,7.64,7,gudR&,5,gou-gu.dron-dR&,1.0 1.0,1.0,55 3,3
goudronner,gou-dro-nner,gu-dRo-ne,1.01,10,gudRone,7,gou-gu.dro-dRo.nner-ne,1.0 0.88235 1.0,0.88235,55 17 86,17
goudronné,gou-dro-nné,gu-dRo-ne,3.04,9,gudRone,7,gou-gu.dro-dRo.nné-ne,1.0 0.88235 1.0,0.88235,55 17 27,17
gouffre,gou-ffre,gu-fR°,13.38,7,gufR°,5,gou-gu.ffre-fR°,1.0 1.0,1.0,55 4,4
gouge,gou-ge,gu-Z°,1.01,5,guZ°,4,gou-gu.ge-Z°,1.0 0.97749,0.97749,55 311,55
gougnafier,gou-gna-fier,gu-Na-fje,1.96,10,guNafje,7,gou-gu.gna-Na.fier-fje,1.0 1.0 0.97872,0.97872,55 12 47,12
gouine,gou-i-ne,gu-i-n°,0.88,6,guin°,5,gou-gu.i-i.ne-n°,1.0 0.99539 0.90145,0.90145,55 217 345,55
goujat,gou-jat,gu-Za,2.09,6,guZa,4,gou-gu.jat-Za,1.0 1.0,1.0,55 1,1
goujon,gou-jon,gu-Z&,1.35,6,guZ&,4,gou-gu.jon-Z&,1.0 1.0,1.0,55 8,8
goulag,gou-lag,gu-lag,1.01,6,gulag,5,gou-gu.lag-lag,1.0 1.0,1.0,55 1,1
goulot,gou-lot,gu-lo,10.81,6,gulo,4,gou-gu.lot-lo,1.0 1.0,1.0,55 19,19
goulu,gou-lu,gu-ly,1.55,5,guly,4,gou-gu.lu-ly,1.0 1.0,1.0,55 113,55
goulument,gou-lu-ment,gu-ly-m@,2.7,9,gulym@,6,gou-gu.lu-ly.ment-m@,1.0 1.0 1.0,1.0,55 113 304,55
goulée,gou-lée,gu-le,2.64,6,gule,4,gou-gu.lée-le,1.0 1.0,1.0,55 11,11
goupiller,gou-pi-ller,gu-pi-je,1.69,9,gupije,6,gou-gu.pi-pi.ller-je,1.0 1.0 0.66667,0.66667,55 223 63,55
goupillon,gou-pi-llon,gu-pi-j&,1.62,9,gupij&,6,gou-gu.pi-pi.llon-j&,1.0 1.0 0.75,0.75,55 223 28,28
gourance,gou-ran-ce,gu-R@-s°,1.28,8,guR@s°,6,gou-gu.ran-R@.ce-s°,1.0 1.0 0.87863,0.87863,55 43 379,43
gourbi,gour-bi,guR-bi,2.91,6,guRbi,5,gour-guR.bi-bi,1.0 1.0,1.0,12 176,12
gourd,gourd,guR,2.7,5,guR,3,gourd-guR,1.0,1.0,1,1
gourde,gour-de,guR-d°,4.59,6,guRd°,5,gour-guR.de-d°,1.0 0.93114,0.93114,12 334,12
gourdin,gour-din,guR-d5,2.84,7,guRd5,5,gour-guR.din-d5,1.0 1.0,1.0,12 23,12
gourer,gou-rer,gu-Re,6.28,6,guRe,4,gou-gu.rer-Re,1.0 0.99415,0.99415,55 171,55
gourmand,gour-mand,guR-m@,9.86,8,guRm@,5,gour-guR.mand-m@,1.0 1.0,1.0,12 4,4
gourmet,gour-met,guR-me,1.55,7,guRme,5,gour-guR.met-me,1.0 1.0,1.0,12 4,4
gourmette,gour-me-tte,guR-me-t°,2.43,9,guRmet°,7,gour-guR.me-me.tte-t°,1.0 0.09615 0.99149,0.09615,12 312 235,12
gourou,gou-rou,gu-Ru,1.42,6,guRu,4,gou-gu.rou-Ru,1.0 1.0,1.0,55 59,55
gousse,gou-sse,gu-s°,1.28,6,gus°,4,gou-gu.sse-s°,1.0 0.89503,0.89503,55 181,55
gousset,gou-sset,gu-se,2.23,7,guse,4,gou-gu.sset-se,1.0 1.0,1.0,55 3,3
gout,gout,gu,141.82,4,gu,2,gout-gu,1.0,1.0,4,4
gouter,gou-ter,gu-te,7.84,6,gute,4,gou-gu.ter-te,1.0 0.87168,0.87168,55 452,55
goutte,gou-tte,gu-t°,64.32,6,gut°,4,gou-gu.tte-t°,1.0 0.99149,0.99149,55 235,55
goutter,gou-tter,gu-te,2.36,7,gute,4,gou-gu.tter-te,1.0 1.0,1.0,55 26,26
gouttière,gou-ttiè-re,gu-tje-R°,10.95,9,gutjeR°,7,gou-gu.ttiè-tje.re-R°,1.0 1.0 0.95577,0.95577,55 1 927,1
gouvernail,gou-ver-nail,gu-veR-naj,1.69,10,guveRnaj,8,gou-gu.ver-veR.nail-naj,1.0 0.67059 1.0,0.67059,55 170 1,1
gouvernant,gou-ver-nant,gu-veR-n@,2.09,10,guveRn@,7,gou-gu.ver-veR.nant-n@,1.0 0.67059 1.0,0.67059,55 170 28,28
gouverne,gou-ver-ne,gu-veR-n°,0.88,8,guveRn°,7,gou-gu.ver-veR.ne-n°,1.0 0.67059 0.90145,0.67059,55 170 345,55
gouverner,gou-ver-ner,gu-veR-ne,8.78,9,guveRne,7,gou-gu.ver-veR.ner-ne,1.0 0.67059 0.92486,0.67059,55 170 173,55
gouverneur,gou-ver-neur,gu-veR-n2R,18.38,10,guveRn2R,8,gou-gu.ver-veR.neur-n2R,1.0 0.67059 1.0,0.67059,55 170 16,16
goéland,go-é-land,go-e-l@,2.91,7,goel@,5,go-go.é-e.land-l@,1.0 0.9983 0.66667,0.66667,82 589 3,3
goémon,go-é-mon,go-e-m&,0.88,6,goem&,5,go-go.é-e.mon-m&,1.0 0.9983 0.975,0.975,82 589 40,40
grabat,gra-bat,gRa-ba,2.09,6,gRaba,5,gra-gRa.bat-ba,1.0 1.0,1.0,67 7,7
grace,gra-ce,gRa-s°,78.85,5,gRas°,5,gra-gRa.ce-s°,1.0 0.87863,0.87863,67 379,67
gracier,gra-cier,gRa-sje,1.22,7,gRasje,6,gra-gRa.cier-sje,1.0 0.93939,0.93939,67 33,33
gracieux,gra-cieux,gRa-sj2,15.81,8,gRasj2,6,gra-gRa.cieux-sj2,1.0 1.0,1.0,67 16,16
gracile,gra-ci-le,gRa-si-l°,2.5,7,gRasil°,7,gra-gRa.ci-si.le-l°,1.0 1.0 0.89398,0.89398,67 225 349,67
grade,gra-de,gRa-d°,8.18,5,gRad°,5,gra-gRa.de-d°,1.0 0.93114,0.93114,67 334,67
gradin,gra-din,gRa-d5,5.07,6,gRad5,5,gra-gRa.din-d5,1.0 1.0,1.0,67 23,23
gradé,gra-dé,gRa-de,8.45,5,gRade,5,gra-gRa.dé-de,1.0 1.0,1.0,67 636,67
graffiti,gra-ffi-ti,gRa-fi-ti,4.19,8,gRafiti,7,gra-gRa.ffi-fi.ti-ti,1.0 0.96667 1.0,0.96667,67 30 454,30
grailler,gra-iller,gRa-je,2.64,8,gRaje,5,gra-gRa.iller-je,1.0 1.0,1.0,67 48,48
graillon,gra-illon,gRa-j&,1.22,8,gRaj&,5,gra-gRa.illon-j&,1.0 1.0,1.0,67 11,11
grain,grain,gR5,35.95,5,gR5,3,grain-gR5,1.0,1.0,1,1
graine,grai-ne,gRe-n°,13.51,6,gRen°,5,grai-gRe.ne-n°,1.0 0.90145,0.90145,7 345,7
graisse,grai-sse,gRe-s°,18.31,7,gRes°,5,grai-gRe.sse-s°,1.0 0.89503,0.89503,7 181,7
graisser,grai-sser,gRe-se,4.53,8,gRese,5,grai-gRe.sser-se,1.0 0.93913,0.93913,7 115,7
graisseux,grai-sseux,gRe-s2,5.07,9,gRes2,5,grai-gRe.sseux-s2,1.0 1.0,1.0,7 7,7
graissé,grai-ssé,gRe-se,1.08,7,gRese,5,grai-gRe.ssé-se,1.0 1.0,1.0,7 44,7
graminée,gra-mi-née,gRa-mi-ne,1.89,8,gRamine,7,gra-gRa.mi-mi.née-ne,1.0 1.0 1.0,1.0,67 314 10,10
grammaire,gra-mmai-re,gRa-me-R°,6.01,9,gRameR°,7,gra-gRa.mmai-me.re-R°,1.0 1.0 0.95577,0.95577,67 2 927,2
gramme,gra-mme,gRa-m°,4.93,6,gRam°,5,gra-gRa.mme-m°,1.0 0.875,0.875,67 24,24
gramophone,gra-mo-pho-ne,gRa-mo-fo-n°,1.08,10,gRamofon°,9,gra-gRa.mo-mo.pho-fo.ne-n°,1.0 0.9661 1.0 0.90145,0.90145,67 177 23 345,23
grand,grand,gR@,5.81,5,gR@,3,grand-gR@,1.0,1.0,1,1
grandement,gran-de-ment,gR@-d°-m@,2.84,10,gR@d°m@,7,gran-gR@.de-d°.ment-m@,1.0 0.93114 1.0,0.93114,8 334 304,8
grandeur,gran-deur,gR@-d2R,28.38,8,gR@d2R,6,gran-gR@.deur-d2R,1.0 1.0,1.0,8 31,8
grandiose,gran-dio-se,gR@-djo-z°,10.0,9,gR@djoz°,8,gran-gR@.dio-djo.se-z°,1.0 1.0 0.55833,0.55833,8 9 240,8
grandir,gran-dir,gR@-diR,46.69,7,gR@diR,6,gran-gR@.dir-diR,1.0 1.0,1.0,8 25,8
grange,gran-ge,gR@-Z°,46.01,6,gR@Z°,5,gran-gR@.ge-Z°,1.0 0.97749,0.97749,8 311,8
granit,gra-nit,gRa-nit,10.07,6,gRanit,6,gra-gRa.nit-nit,1.0 0.5,0.5,67 2,2
granuleux,gra-nu-leux,gRa-ny-l2,1.55,9,gRanyl2,7,gra-gRa.nu-ny.leux-l2,1.0 0.96629 1.0,0.96629,67 89 20,20
graphique,gra-phi-que,gRa-fi-k°,0.88,9,gRafik°,7,gra-gRa.phi-fi.que-k°,1.0 1.0 0.92717,0.92717,67 10 357,10
grappe,gra-ppe,gRa-p°,12.3,6,gRap°,5,gra-gRa.ppe-p°,1.0 0.94444,0.94444,67 18,18
grappiller,gra-ppi-ller,gRa-pi-je,0.95,10,gRapije,7,gra-gRa.ppi-pi.ller-je,1.0 1.0 0.66667,0.66667,67 2 63,2
gras,gras,gRa,5.61,4,gRa,3,gras-gRa,1.0,1.0,1,1
gratifier,gra-ti-fier,gRa-ti-fje,4.26,9,gRatifje,8,gra-gRa.ti-ti.fier-fje,1.0 1.0 0.97872,0.97872,67 454 47,47
gratin,gra-tin,gRa-t5,2.16,6,gRat5,5,gra-gRa.tin-t5,1.0 1.0,1.0,67 45,45
gratis,gra-tis,gRa-tis,3.11,6,gRatis,6,gra-gRa.tis-tis,1.0 0.42857,0.42857,67 28,28
gratitude,gra-ti-tu-de,gRa-ti-ty-d°,8.38,9,gRatityd°,9,gra-gRa.ti-ti.tu-ty.de-d°,1.0 1.0 0.99177 0.93114,0.93114,67 454 243 334,67
grattement,gra-tte-ment,gRa-t°-m@,1.49,10,gRat°m@,7,gra-gRa.tte-t°.ment-m@,1.0 0.99149 1.0,0.99149,67 235 304,67
gratter,gra-tter,gRa-te,38.51,7,gRate,5,gra-gRa.tter-te,1.0 1.0,1.0,67 26,26
grattoir,gra-ttoir,gRa-twaR,1.49,8,gRatwaR,7,gra-gRa.ttoir-twaR,1.0 1.0,1.0,67 4,4
gratuit,gra-tuit,gRa-t8i,13.11,7,gRat8i,6,gra-gRa.tuit-t8i,1.0 1.0,1.0,67 2,2
gratuité,gra-tui-té,gRa-t8i-te,1.69,8,gRat8ite,8,gra-gRa.tui-t8i.té-te,1.0 1.0 1.0,1.0,67 7 473,7
gravats,gra-vats,gRa-va,4.12,7,gRava,5,gra-gRa.vats-va,1.0 1.0,1.0,67 2,2
grave,gra-ve,gRa-v°,93.78,5,gRav°,5,gra-gRa.ve-v°,1.0 0.80676,0.80676,67 207,67
graveleux,gra-ve-leux,gRa-v°-l2,1.35,9,gRav°l2,7,gra-gRa.ve-v°.leux-l2,1.0 0.80676 1.0,0.80676,67 207 20,20
gravement,gra-ve-ment,gRa-v°-m@,19.73,9,gRav°m@,7,gra-gRa.ve-v°.ment-m@,1.0 0.80676 1.0,0.80676,67 207 304,67
graver,gra-ver,gRa-ve,18.38,6,gRave,5,gra-gRa.ver-ve,1.0 0.32353,0.32353,67 170,67
graveur,gra-veur,gRa-v2R,1.08,7,gRav2R,6,gra-gRa.veur-v2R,1.0 1.0,1.0,67 12,12
gravier,gra-vier,gRa-vje,15.41,7,gRavje,6,gra-gRa.vier-vje,1.0 0.92857,0.92857,67 14,14
gravillon,gra-vi-llon,gRa-vi-j&,1.22,9,gRavij&,7,gra-gRa.vi-vi.llon-j&,1.0 0.99526 0.75,0.75,67 211 28,28
gravir,gra-vir,gRa-viR,17.16,6,gRaviR,6,gra-gRa.vir-viR,1.0 1.0,1.0,67 15,15
graviter,gra-vi-ter,gRa-vi-te,1.08,8,gRavite,7,gra-gRa.vi-vi.ter-te,1.0 0.99526 0.87168,0.87168,67 211 452,67
gravité,gra-vi-té,gRa-vi-te,17.16,7,gRavite,7,gra-gRa.vi-vi.té-te,1.0 0.99526 1.0,0.99526,67 211 473,67
gravosse,gra-vo-sse,gRa-vo-s°,1.42,8,gRavos°,7,gra-gRa.vo-vo.sse-s°,1.0 0.80583 0.89503,0.80583,67 103 181,67
gravure,gra-vu-re,gRa-vy-R°,10.0,7,gRavyR°,7,gra-gRa.vu-vy.re-R°,1.0 1.0 0.95577,0.95577,67 7 927,7
gravé,gra-vé,gRa-ve,2.57,5,gRave,5,gra-gRa.vé-ve,1.0 1.0,1.0,67 78,67
grec,grec,gRek,29.46,4,gRek,4,grec-gRek,1.0,1.0,1,1
greffe,gre-ffe,gRe-f°,5.41,6,gRef°,5,gre-gRe.ffe-f°,0.34043 1.0,0.34043,47 15,15
greffer,gre-ffer,gRe-fe,2.3,7,gRefe,5,gre-gRe.ffer-fe,0.34043 0.91667,0.34043,47 24,24
greffier,gre-ffier,gRe-fje,3.65,8,gRefje,6,gre-gRe.ffier-fje,0.34043 1.0,0.34043,47 1,1
grelot,gre-lot,gR°-lo,4.66,6,gR°lo,5,gre-gR°.lot-lo,0.65957 1.0,0.65957,47 19,19
grelottant,gre-lo-ttant,gR°-lo-t@,2.16,10,gR°lot@,7,gre-gR°.lo-lo.ttant-t@,0.65957 0.97382 1.0,0.65957,47 191 4,4
grelotter,gre-lo-tter,gR°-lo-te,10.27,9,gR°lote,7,gre-gR°.lo-lo.tter-te,0.65957 0.97382 1.0,0.65957,47 191 26,26
greluche,gre-lu-che,gR°-ly-S°,1.01,8,gR°lyS°,7,gre-gR°.lu-ly.che-S°,0.65957 1.0 0.93191,0.65957,47 113 235,47
grenade,gre-na-de,gR°-na-d°,12.97,7,gR°nad°,7,gre-gR°.na-na.de-d°,0.65957 1.0 0.93114,0.65957,47 200 334,47
grenadier,gre-na-dier,gR°-na-dje,4.05,9,gR°nadje,8,gre-gR°.na-na.dier-dje,0.65957 1.0 1.0,0.65957,47 200 17,17
grenadine,gre-na-di-ne,gR°-na-di-n°,3.99,9,gR°nadin°,9,gre-gR°.na-na.di-di.ne-n°,0.65957 1.0 1.0 0.90145,0.65957,47 200 292 345,47
grenat,gre-nat,gR°-na,3.85,6,gR°na,5,gre-gR°.nat-na,0.65957 1.0,0.65957,47 7,7
grenier,gre-nier,gR°-nje,24.39,7,gR°nje,6,gre-gR°.nier-nje,0.65957 1.0,0.65957,47 30,30
grenouille,gre-nou-ille,gR°-nu-j°,10.47,10,gR°nuj°,7,gre-gR°.nou-nu.ille-j°,0.65957 1.0 0.89024,0.65957,47 33 82,33
