,word,freq,len,,
5095,carnassiers,1.15,11,,
5096,carnaval,5.68,8,,
5097,carnet,24.66,6,,
5098,carnets,7.16,7,,
5099,carnivore,0.47,9,,
5100,carotte,3.72,7,,
5101,carottes,5.34,8,,
5102,carpe,2.77,5,,
5103,carpes,1.08,6,,
5104,carpette,2.09,8,,
5105,carre,35.07,5,,
5106,carreau,13.51,7,,
5107,carreaux,28.18,8,,
5108,carree,15,6,,
5109,carrees,3.98,7,,
5110,carrefour,30.34,9,,
5111,carrefours,5.61,10,,
5112,carrelage,12.36,9,,
5113,carrele,1.62,7,,
5114,carrelee,1.01,8,,
5115,carreles,0.27,8,,
5116,carrement,16.55,9,,
5117,carres,14.26,6,,
5118,carriere,33.04,8,,
5119,carrieres,3.11,9,,
5120,carriole,8.38,8,,
5121,carrioles,2.09,9,,
5122,carrosse,3.72,8,,
5123,carrosserie,5.61,11,,
5124,carrousel,2.36,9,,
5125,carrure,4.39,7,,
5126,cars,3.99,4,,
5127,cartable,9.32,8,,
5128,cartables,1.96,9,,
5129,carte,60.95,5,,
5130,cartel,0.61,6,,
5131,cartels,0.2,7,,
5132,cartes,50.47,6,,
5133,cartesienne,0.2,11,,
5134,cartographe,0.27,11,,
5135,carton,34.8,6,,
5136,cartons,10.07,7,,
5137,cartouche,2.91,9,,
5138,cartoucherie,0.07,12,,
5139,cartouches,6.62,10,,
5140,cartouchieres,1.69,13,,
5141,cas,217.36,3,,
5142,casaque,2.16,7,,
5143,cascade,7.64,7,,
5144,cascadent,0.2,9,,
5145,cascaderent,0.07,11,,
5146,cascades,4.33,8,,
5147,cascadeur,0.14,9,,
5148,cascadeurs,0.14,10,,
5149,case,10.07,4,,
5150,casemate,1.55,8,,
5151,casemates,1.62,9,,
5152,caser,3.78,5,,
5153,caserne,12.03,7,,
5154,casernes,4.46,8,,
5155,cases,5.07,5,,
5156,cash,0.68,4,,
5157,casier,4.46,6,,
5158,casiers,3.65,7,,
5159,casino,9.8,6,,
5160,casinos,1.01,7,,
5161,casque,24.73,6,,
5162,casquee,1.08,7,,
5163,casquer,1.89,7,,
5164,casqueront,0.07,10,,
5165,casques,11.23,7,,
5166,casquette,34.39,9,,
5167,casquettes,4.19,10,,
5168,cassa,4.73,5,,
5169,cassables,0.07,9,,
5170,cassaient,1.89,9,,
5171,cassait,3.78,7,,
5172,cassant,3.86,7,,
5173,cassants,0.27,8,,
5174,cassations,0.07,10,,
5175,casse,45.2,5,,
5176,cassee,12.36,6,,
5177,cassees,3.99,7,,
5178,cassent,2.5,7,,
5179,casser,30.14,6,,
5180,cassera,0.81,7,,
5181,casserai,0.74,8,,
5182,casserais,0.41,9,,
5183,casserole,16.22,9,,
5184,casseroles,6.62,10,,
5185,casses,8.31,6,,
5186,cassette,4.05,8,,
5187,cassettes,2.36,9,,
5188,casseur,1.76,7,,
5189,casseurs,1.28,8,,
5190,cassez,1.08,6,,
5191,cassis,3.18,6,,
5192,cassons,0.07,7,,
5193,cassoulet,1.62,9,,
5194,cassure,2.5,7,,
5195,cassures,1.28,8,,
5196,castagnettes,2.5,12,,
5197,castel,1.08,6,,
5198,casting,0.2,7,,
5199,castor,1.08,6,,
5200,castration,1.28,10,,
5201,castres,0.07,7,,
5202,cataclysme,4.26,10,,
5203,cataclysmes,1.01,11,,
5204,catacombes,1.76,10,,
5205,catalogue,5.81,9,,
5206,catalogues,1.55,10,,
5207,catalyseur,0.14,10,,
5208,catapultes,0.47,10,,
5209,cataracte,2.5,9,,
5210,cataractes,1.01,10,,
5211,catastrophe,22.91,11,,
5212,catastrophes,7.23,12,,
5213,catastrophique,3.24,14,,
5214,catch,0.88,5,,
5215,catcheur,0.27,8,,
5216,catechisme,4.8,10,,
5217,categorie,8.31,9,,
5218,categories,4.93,10,,
5219,categorique,4.8,11,,
5220,categoriquement,1.69,15,,
5221,cathedrale,18.65,10,,
5222,cathedrales,4.25,11,,
5223,cathodique,0.07,10,,
5224,catholicisme,2.43,12,,
5225,catholique,27.23,10,,
5226,catholiques,13.78,11,,
5227,catin,1.28,5,,
5228,catins,0.2,6,,
5229,caucasienne,0.34,11,,
5230,cauchemar,19.66,9,,
5231,cauchemars,6.96,10,,
5232,causa,1.35,5,,
5233,causaient,2.57,9,,
5234,causait,6.55,7,,
5235,causant,3.25,7,,
5236,causants,0.2,8,,
5237,cause,210.47,5,,
5238,causee,1.49,6,,
5239,causent,2.36,7,,
5240,causer,18.31,6,,
5241,causera,0.2,7,,
5242,causerait,0.61,9,,
5243,causerie,1.01,8,,
5244,causeries,1.08,9,,
5245,causes,15.27,6,,
5246,causette,1.62,8,,
5247,causez,0.54,6,,
5248,causions,1.01,8,,
5249,caustique,1.22,9,,
5250,caution,2.23,7,,
5251,cautionner,0.07,10,,
5252,cavalcade,2.43,9,,
5253,cavalcades,1.28,10,,
5254,cavale,6.29,6,,
5255,cavaler,3.04,7,,
5256,cavalerie,12.5,9,,
5257,cavaleries,0.2,10,,
5258,cavalier,15.88,8,,
5259,cavaliere,2.84,9,,
5260,cavaliers,20.81,9,,
5261,cave,45.74,4,,
5262,caveau,5.14,6,,
5263,caverne,6.82,7,,
5264,cavernes,3.72,8,,
5265,caverneuse,1.35,10,,
5266,caverneux,1.28,9,,
5267,caves,15.68,5,,
5268,caviar,4.26,6,,
5269,cavite,1.49,6,,
5270,ce,5395.13,2,,
5271,ceci,53.78,4,,
5272,cecite,3.65,6,,
5273,ceda,4.32,4,,
5274,cedaient,1.69,8,,
5275,cedait,6.28,6,,
5276,cedant,3.18,6,,
5277,cede,18.31,4,,
5278,cedent,1.28,6,,
5279,ceder,20.54,5,,
5280,cedera,1.15,6,,
5281,cedez,0.2,5,,
5282,cedre,2.16,5,,
5283,cedres,1.69,6,,
5284,ceindre,0.41,7,,
5285,ceintura,0.14,8,,
5286,ceinture,34.26,8,,
5287,ceintures,3.04,9,,
5288,ceinturon,5.88,9,,
5289,ceinturons,1.35,10,,
5290,cela,741.82,4,,
5291,celebrait,1.49,9,,
5292,celebration,1.96,11,,
5293,celebre,30.81,7,,
5294,celebree,1.35,8,,
5295,celebrer,5.74,8,,
5296,celebres,8.85,8,,
5297,celebrite,3.51,9,,
5298,celebrites,1.28,10,,
5299,celebrons,0.47,9,,
5300,celeri,0.81,6,,
5301,celerite,0.88,8,,
5302,celeste,5.81,7,,
5303,celestes,1.49,8,,
5304,celibat,1.35,7,,
5305,celibataire,5.68,11,,
5306,celibataires,3.25,12,,
5307,celle,299.46,5,,
5308,celles,107.97,6,,
5309,cellier,2.97,7,,
5310,celliers,0.68,8,,
5311,cellophane,2.43,10,,
5312,cellulaire,1.62,10,,
5313,cellule,35.34,7,,
5314,cellules,10.95,8,,
5315,cellulite,1.08,9,,
5316,celluloid,3.38,9,,
5317,celte,0.88,5,,
5318,celtes,0.61,6,,
5319,celui,319.19,5,,
5320,cendre,11.08,6,,
5321,cendrees,0.34,8,,
5322,cendres,17.77,7,,
5323,cendrier,10.95,8,,
5324,cendriers,3.78,9,,
5325,cendrillon,0.07,10,,
5326,cense,4.53,5,,
5327,censee,1.76,6,,
5328,censees,0.61,7,,
5329,censes,1.22,6,,
5330,censeur,1.08,7,,
5331,censure,3.18,7,,
5332,cent,157.1,4,,
5333,centaine,10.54,8,,
5334,centaines,31.35,9,,
5335,centenaire,2.36,10,,
5336,centenaires,1.69,11,,
5337,centieme,3.92,8,,
5338,centime,1.49,7,,
5339,centimes,4.19,8,,
5340,centimetre,5.95,10,,
5341,centimetres,21.89,11,,
5342,central,22.29,7,,
5343,centrale,20.07,8,,
5344,centrales,1.89,9,,
5345,centre,80.68,6,,
5346,centres,4.46,7,,
5347,centrifuge,2.03,10,,
5348,centuple,1.08,8,,
5349,cepe,0.27,4,,
5350,cependant,153.24,9,,
5351,ceramique,2.7,9,,
5352,cerceau,1.96,7,,
5353,cercle,43.72,6,,
5354,cerclees,1.89,8,,
5355,cercles,11.89,7,,
5356,cercueil,19.26,8,,
5357,cercueils,2.91,9,,
5358,cereales,1.62,8,,
5359,cerebral,1.08,8,,
5360,cerebrale,2.23,9,,
5361,cerebrales,0.07,10,,
5362,ceremonial,4.73,10,,
5363,ceremonie,23.92,9,,
5364,ceremonies,7.03,10,,
5365,ceremonieux,1.89,11,,
5366,cerf,20.27,4,,
5367,cerfeuil,0.95,8,,
5368,cerfs,5.27,5,,
5369,cerise,4.53,6,,
5370,cerises,6.76,7,,
5371,cerisier,1.49,8,,
5372,cerisiers,2.03,9,,
5373,cernaient,1.49,9,,
5374,cernait,2.3,7,,
5375,cerne,7.57,5,,
5376,cernee,3.32,6,,
5377,cernees,1.22,7,,
5378,cernent,1.08,7,,
5379,cerner,2.91,6,,
5380,cernes,9.66,6,,
5381,certain,109.05,7,,
5382,certaine,76.01,8,,
5383,certainement,59.93,12,,
5384,certaines,59.46,9,,
5385,certains,134.6,8,,
5386,certes,69.66,6,,
5387,certificat,7.3,10,,
5388,certificats,2.64,11,,
5389,certitude,37.09,9,,
5390,certitudes,4.8,10,,
5391,cerveau,28.92,7,,
5392,cerveaux,1.96,8,,
5393,cervelas,0.27,8,,
5394,cervelet,0.47,8,,
5395,cervelle,14.05,8,,
5396,cervelles,1.76,9,,
5397,cesarienne,0.61,10,,
5398,cessa,16.28,5,,
5399,cessai,2.16,6,,
5400,cessaient,4.53,9,,
5401,cessais,1.28,7,,
5402,cessait,18.18,7,,
5403,cessant,6.01,7,,
5404,cessantes,0.27,9,,
5405,cessat,1.28,6,,
5406,cesse,157.77,5,,
5407,cessent,6.49,7,,
5408,cesser,21.01,6,,
5409,cessera,1.76,7,,
5410,cesserait,1.96,9,,
5411,cesseras,0.34,8,,
5412,cesserent,4.19,9,,
5413,cesses,0.54,6,,
5414,cessez,1.82,6,,
5415,cessons,0.81,7,,
5416,cet,497.5,3,,
5417,cette,2320.68,5,,
5418,ceux,309.86,4,,
5419,chacal,1.55,6,,
5420,chacals,1.01,7,,
5421,chacun,187.84,6,,
5422,chacune,35.95,7,,
5423,chagrin,41.49,7,,
5424,chagrine,1.82,8,,
5425,chagrins,5.75,8,,
5426,chahut,2.3,6,,
5427,chahutait,0.34,9,,
5428,chahutant,0.47,9,,
5429,chahutent,0.2,9,,
5430,chahuter,1.22,8,,
5431,chaine,43.24,6,,
5432,chaines,14.53,7,,
5433,chainette,2.16,9,,
5434,chainons,0.2,8,,
5435,chair,95.61,5,,
5436,chairs,10.88,6,,
5437,chaise,86.35,6,,
5438,chaises,31.96,7,,
5439,chaland,1.49,7,,
5440,chalands,1.62,8,,
5441,chale,9.32,5,,
5442,chales,2.77,6,,
5443,chalet,7.16,6,,
5444,chaleur,112.23,7,,
5445,chaleureuse,4.32,11,,
5446,chaleureusement,1.89,15,,
5447,chaleureuses,1.01,12,,
5448,chaleureux,6.22,10,,
5449,chaleurs,3.99,8,,
5450,challenger,0.41,10,,
5451,chaloupe,1.89,8,,
5452,chalumeau,2.36,9,,
5453,chalutier,1.28,9,,
5454,chalutiers,1.89,10,,
5455,chamade,1.35,7,,
5456,chamailler,1.08,10,,
5457,chamailles,0.27,10,,
5458,chamaillez,0.07,10,,
5459,chamanes,0.07,8,,
5460,chamanisme,0.14,10,,
5461,chamarre,0.95,8,,
5462,chambranle,4.12,10,,
5463,chambre,381.22,7,,
5464,chambree,1.69,8,,
5465,chambrees,0.27,9,,
5466,chambres,33.51,8,,
5467,chambrette,2.5,10,,
5468,chameau,5.41,7,,
5469,chameaux,4.73,8,,
5470,chamelier,0.27,9,,
5471,chamois,2.57,7,,
5472,champ,51.76,5,,
5473,champagne,31.62,9,,
5474,champetre,4.66,9,,
5475,champetres,1.35,10,,
5476,champignon,3.99,10,,
5477,champignons,8.99,11,,
5478,champion,10.81,8,,
5479,championnat,2.57,11,,
5480,championnats,0.41,12,,
5481,championne,1.08,10,,
5482,champions,2.97,9,,
5483,champs,52.97,6,,
5484,chance,114.05,6,,
5485,chancela,1.08,8,,
5486,chancelait,1.69,10,,
5487,chancelant,1.49,10,,
5488,chancelante,1.08,11,,
5489,chancelantes,0.27,12,,
5490,chanceler,1.22,9,,
5491,chancelier,1.69,10,,
5492,chanceliers,0.2,11,,
5493,chancelle,1.28,9,,
5494,chancellerie,1.69,12,,
5495,chancelleries,1.01,13,,
5496,chances,22.3,7,,
5497,chanceuse,0.27,9,,
5498,chanceux,0.74,8,,
5499,chandail,11.42,8,,
5500,chandails,2.77,9,,
5501,chandelier,1.82,10,,
5502,chandeliers,2.3,11,,
5503,chandelle,7.91,9,,
5504,chandelles,4.66,10,,
5505,change,112.5,6,,
5506,changea,12.43,7,,
5507,changeaient,4.12,11,,
5508,changeais,1.89,9,,
5509,changeait,18.11,9,,
5510,changeant,8.04,9,,
5511,changeante,1.96,10,,
5512,changeants,1.01,10,,
5513,changee,6.96,7,,
5514,changement,26.28,10,,
5515,changements,10.14,11,,
5516,changent,5.34,8,,
5517,changeons,0.68,9,,
5518,changer,72.3,7,,
5519,changera,5.07,8,,
5520,changerai,0.74,9,,
5521,changerais,0.88,10,,
5522,changerait,4.32,10,,
5523,changeras,0.81,9,,
5524,changerez,0.07,9,,
5525,changeront,1.01,10,,
5526,changes,4.19,7,,
5527,changez,1.28,7,,
5528,chanson,26.15,7,,
5529,chansonnette,1.69,12,,
5530,chansonniers,1.01,12,,
5531,chansons,20.41,8,,
5532,chant,28.38,5,,
5533,chanta,6.62,6,,
5534,chantage,7.43,8,,
5535,chantaient,8.24,10,,
5536,chantais,1.22,8,,
5537,chantait,22.57,8,,
5538,chantant,13.11,8,,
5539,chantante,3.24,9,,
5540,chante,24.6,6,,
5541,chantee,1.01,7,,
5542,chantent,7.7,8,,
5543,chanter,34.26,7,,
5544,chantera,0.68,8,,
5545,chanterai,0.41,9,,
5546,chantes,2.09,7,,
5547,chanteur,9.19,8,,
5548,chanteurs,4.93,9,,
5549,chanteuse,4.39,9,,
5550,chanteuses,1.55,10,,
5551,chantez,0.74,7,,
5552,chantier,15.14,8,,
5553,chantiers,7.36,9,,
5554,chantonna,2.43,9,,
5555,chantonnait,3.65,11,,
5556,chantonnant,2.77,11,,
5557,chantonne,2.5,9,,
5558,chantonnent,0.34,11,,
5559,chantonner,2.23,10,,
5560,chantons,0.54,8,,
5561,chants,13.65,6,,
5562,chaos,10.2,5,,
5563,chaotique,1.89,9,,
5564,chapardait,0.14,10,,
5565,chapeau,72.91,7,,
5566,chapeaute,0.48,9,,
5567,chapeautes,0.27,10,,
5568,chapeaux,15.14,8,,
5569,chapelet,9.73,8,,
5570,chapelets,3.18,9,,
5571,chapelle,32.36,8,,
5572,chapelles,3.51,9,,
5573,chaperon,1.22,8,,
5574,chapiteau,1.96,9,,
5575,chapiteaux,1.49,10,,
5576,chapitre,36.22,8,,
5577,chapitree,0.14,9,,
5578,chapitres,2.84,9,,
5579,chaque,486.35,6,,
5580,char,7.91,4,,
5581,charabia,1.42,8,,
5582,charades,0.47,8,,
5583,charbon,21.96,7,,
5584,charbonneux,2.5,11,,
5585,charbonnier,1.96,11,,
5586,charbonniers,1.01,12,,
5587,charbons,2.64,8,,
5588,charcuterie,4.32,11,,
5589,charcutier,2.7,10,,
5590,chardon,1.01,7,,
5591,chardons,2.36,8,,
5592,charentaises,2.23,12,,
5593,charge,87.84,6,,
5594,chargea,4.46,7,,
5595,chargeai,1.35,8,,
5596,chargeaient,2.43,11,,
5597,chargeait,7.16,9,,
5598,chargeant,1.82,9,,
5599,chargee,15.34,7,,
5600,chargees,6.56,8,,
5601,chargement,5.68,10,,
5602,chargent,2.03,8,,
5603,charger,10.2,7,,
5604,chargera,0.95,8,,
5605,chargerai,0.68,9,,
5606,chargerait,1.08,10,,
5607,chargerent,1.15,10,,
5608,chargerons,0.14,10,,
5609,charges,25.94,7,,
5610,chargeur,2.77,8,,
5611,chargeurs,0.95,9,,
5612,chargez,0.54,7,,
5613,chariot,8.45,7,,
5614,chariots,5.68,8,,
5615,charitable,2.7,10,,
5616,charitables,1.08,11,,
5617,charite,14.32,7,,
5618,charlatan,0.47,9,,
5619,charlotte,0.54,9,,
5620,charmaient,0.41,10,,
5621,charmait,1.01,8,,
5622,charmant,21.62,8,,
5623,charmante,14.32,9,,
5624,charmantes,3.38,10,,
5625,charmants,3.58,9,,
5626,charme,46.36,6,,
5627,charmes,9.8,7,,
5628,charmeur,1.56,8,,
5629,charnel,3.99,7,,
5630,charnelle,4.46,9,,
5631,charnelles,1.62,10,,
5632,charnier,3.04,8,,
5633,charniere,1.08,9,,
5634,charnu,1.28,6,,
5635,charnue,2.23,7,,
5636,charnues,1.69,8,,
5637,charognards,1.62,11,,
5638,charogne,5.07,8,,
5639,charognes,2.09,9,,
5640,charpente,4.19,9,,
5641,charpentes,1.22,10,,
5642,charpentier,1.82,11,,
5643,charpentiers,1.28,12,,
5644,charretier,1.01,10,,
5645,charrette,16.82,9,,
5646,charrettes,4.12,10,,
5647,charriais,0.14,9,,
5648,charriait,1.35,9,,
5649,charriant,1.83,9,,
5650,charrie,2.91,7,,
5651,charrier,3.11,8,,
5652,charries,0.61,8,,
5653,charrue,3.38,7,,
5654,charrues,0.95,8,,
5655,chars,19.66,5,,
5656,charte,1.82,6,,
5657,chassa,4.46,6,,
5658,chassaient,2.03,10,,
5659,chassait,7.3,8,,
5660,chassant,3.11,8,,
5661,chasse,73.79,6,,
5662,chassee,3.11,7,,
5663,chassees,0.88,8,,
5664,chassent,0.88,8,,
5665,chasser,20.81,7,,
5666,chassera,0.61,8,,
5667,chasses,10.54,7,,
5668,chasseur,23.58,8,,
5669,chasseurs,17.43,9,,
5670,chassez,0.61,7,,
5671,chassis,4.46,7,,
5672,chaste,4.32,6,,
5673,chastete,3.92,8,,
5674,chat,59.26,4,,
5675,chataignes,1.62,10,,
5676,chataignier,1.76,11,,
5677,chataigniers,1.62,12,,
5678,chatain,2.36,7,,
5679,chatains,2.43,8,,
5680,chateau,63.38,7,,
5681,chateaux,10.74,8,,
5682,chatelain,1.69,9,,
5683,chatelaine,1.01,10,,
5684,chatelains,1.49,10,,
5685,chatie,1.28,6,,
5686,chatier,1.89,7,,
5687,chatiment,7.5,9,,
5688,chatiments,1.62,10,,
5689,chatoiement,1.01,11,,
5690,chaton,2.5,6,,
5691,chatons,2.16,7,,
5692,chatouillait,1.55,12,,
5693,chatouillat,0.14,11,,
5694,chatouille,1.01,10,,
5695,chatouillee,0.41,11,,
5696,chatouiller,1.69,11,,
5697,chatouilles,0.2,11,,
5698,chatouilleux,0.74,12,,
5699,chatoyaient,0.14,11,,
5700,chatoyant,1.08,9,,
5701,chats,38.11,5,,
5702,chatte,29.12,6,,
5703,chattes,4.26,7,,
5704,chaud,104.19,5,,
5705,chaude,47.77,6,,
5706,chaudement,2.64,10,,
5707,chaudes,13.59,7,,
5708,chaudiere,3.11,9,,
5709,chaudron,4.26,8,,
5710,chaudrons,1.55,9,,
5711,chauds,8.58,6,,
5712,chauffage,6.08,9,,
5713,chauffaient,1.01,11,,
5714,chauffait,3.72,9,,
5715,chauffante,0.34,10,,
5716,chauffard,0.47,9,,
5717,chauffe,8.44,7,,
5718,chauffee,2.91,8,,
5719,chauffer,10.14,8,,
5720,chaufferie,0.81,10,,
5721,chauffes,1.62,8,,
5722,chauffeur,44.19,9,,
5723,chauffeurs,5,10,,
5724,chaume,4.86,6,,
5725,chaumes,2.23,7,,
5726,chaumiere,1.08,9,,
5727,chaumieres,1.69,10,,
5728,chaussa,1.28,7,,
5729,chausse,6.29,7,,
5730,chaussee,25.13,8,,
5731,chaussees,2.43,9,,
5732,chausser,1.42,8,,
5733,chausses,4.12,8,,
5734,chaussette,4.39,10,,
5735,chaussettes,18.45,11,,
5736,chausseur,0.41,9,,
5737,chaussons,5.34,9,,
5738,chaussure,8.78,9,,
5739,chaussures,47.7,10,,
5740,chauve,14.6,6,,
5741,chauves,1.69,7,,
5742,chauvin,4.26,7,,
5743,chaux,7.36,5,,
5744,chavirait,1.08,9,,
5745,chavire,2.44,7,,
5746,chavirement,0.2,11,,
5747,chavirer,2.36,8,,
5748,chef,172.57,4,,
5749,chefs,33.38,5,,
5750,cheftaines,0.27,10,,
5751,chemin,197.5,6,,
5752,cheminant,1.42,9,,
5753,chemine,2.3,7,,
5754,cheminee,36.28,8,,
5755,cheminees,7.84,9,,
5756,cheminement,4.86,11,,
5757,cheminements,1.22,12,,
5758,cheminer,2.23,8,,
5759,cheminot,1.01,8,,
5760,cheminots,1.49,9,,
5761,chemins,33.92,7,,
5762,chemise,74.59,7,,
5763,chemises,16.82,8,,
5764,chemisette,2.77,10,,
5765,chemisettes,1.35,11,,
5766,chemisier,6.76,9,,
5767,chemisiers,1.22,10,,
5768,chenal,3.65,6,,
5769,chene,16.49,5,,
5770,chenes,7.03,6,,
5771,chenil,2.77,6,,
5772,chenille,2.5,8,,
5773,chenilles,3.18,9,,
5774,cheptel,1.35,7,,
5775,cheque,6.01,6,,
5776,cheques,3.85,7,,
5777,chequier,0.61,8,,
5778,cher,110.74,4,,
5779,chercha,27.03,7,,
5780,cherchai,4.93,8,,
5781,cherchaient,11.76,11,,
5782,cherchais,15.34,9,,
5783,cherchait,52.5,9,,
5784,cherchant,31.62,9,,
5785,cherche,91.22,7,,
5786,cherchee,2.03,8,,
5787,cherchent,12.09,9,,
5788,chercher,172.36,8,,
5789,cherchera,1.01,9,,
5790,chercherai,0.74,10,,
5791,chercherais,0.54,11,,
5792,chercherait,1.69,11,,
5793,chercherent,2.03,11,,
5794,cherches,5.81,8,,
5795,chercheur,2.03,9,,
5796,chercheurs,2.37,10,,
5797,cherchez,7.36,8,,
5798,cherchiez,0.74,9,,
5799,cherchions,2.03,10,,
5800,cherchons,2.03,9,,
5801,chere,35.68,5,,
5802,cheres,5.88,6,,
5803,cheri,22.64,5,,
5804,cherie,32.03,6,,
5805,cheries,1.15,7,,
5806,cherif,6.69,6,,
5807,cherir,1.15,6,,
5808,cheris,2.71,6,,
5809,cherissait,1.15,10,,
5810,chers,13.99,5,,
5811,cherubins,1.01,9,,
5812,chetif,3.65,6,,
5813,chetive,1.89,7,,
5814,cheval,110.27,6,,
5815,chevalerie,2.09,10,,
5816,chevalet,4.93,8,,
5817,chevalets,1.28,9,,
5818,chevalier,21.89,9,,
5819,chevaliere,2.43,10,,
5820,chevaliers,14.26,10,,
5821,chevaline,1.01,9,,
5822,chevauchaient,1.62,13,,
5823,chevauchait,1.69,11,,
5824,chevauchant,2.77,11,,
5825,chevauche,1.42,9,,
5826,chevauchee,2.97,10,,
5827,chevauchees,1.69,11,,
5828,chevauchent,1.69,11,,
5829,chevaucher,2.16,10,,
5830,chevaux,68.99,7,,
5831,chevelu,2.36,7,,
5832,chevelues,0.34,9,,
5833,chevelure,25.07,9,,
5834,chevelures,2.43,10,,
5835,chevelus,1.15,8,,
5836,chevet,18.51,6,,
5837,cheveu,7.5,6,,
5838,cheveux,263.18,7,,
5839,cheville,8.99,8,,
5840,chevilles,13.18,9,,
5841,chevre,10.14,6,,
5842,chevreau,2.36,8,,
5843,chevreaux,1.01,9,,
5844,chevrefeuille,2.16,13,,
5845,chevres,10.47,7,,
5846,chevreuil,2.97,9,,
5847,chevreuils,2.16,10,,
5848,chevron,0.41,7,,
5849,chevronne,0.54,9,,
5850,chevronnes,0.54,10,,
5851,chevrons,2.09,8,,
5852,chevrotais,0.07,10,,
5853,chevrotante,1.15,11,,
5854,chez,680.54,4,,
5855,chialait,0.74,8,,
5856,chialant,0.74,8,,
5857,chiale,3.51,6,,
5858,chialent,0.14,8,,
5859,chialer,6.28,7,,
5860,chialerais,0.2,10,,
5861,chialerait,0.07,10,,
5862,chialeras,0.07,9,,
5863,chiales,0.47,7,,
5864,chiant,1.35,6,,
5865,chiante,1.08,7,,
5866,chic,17.98,4,,
5867,chicanait,0.07,9,,
5868,chicanent,0.07,9,,
5869,chichement,1.42,10,,
5870,chicoree,1.42,8,,
5871,chicots,2.91,7,,
5872,chics,1.82,5,,
5873,chien,117.64,5,,
5874,chiendent,2.16,9,,
5875,chienne,11.55,7,,
5876,chiennes,0.88,8,,
5877,chiens,54.53,6,,
5878,chiffon,10.41,7,,
5879,chiffonner,0.34,10,,
5880,chiffonnier,1.62,11,,
5881,chiffonniers,1.35,12,,
5882,chiffons,8.58,8,,
5883,chiffre,13.51,7,,
5884,chiffres,20.41,8,,
5885,chignon,11.76,7,,
5886,chignons,1.01,8,,
5887,chili,0.07,5,,
5888,chiliennes,0.14,10,,
5889,chimere,2.23,7,,
5890,chimeres,3.31,8,,
5891,chimerique,1.15,10,,
5892,chimeriques,1.08,11,,
5893,chimie,5,6,,
5894,chimiotherapie,0.14,14,,
5895,chimique,1.96,8,,
5896,chimiques,2.64,9,,
5897,chimiste,1.15,8,,
5898,chimpanze,1.15,9,,
5899,chimpanzes,0.54,10,,
5900,chinait,0.14,7,,
5901,chinois,31.21,7,,
5902,chinoise,6.36,8,,
5903,chinoiserie,0.2,11,,
5904,chinoises,3.79,9,,
5905,chiot,1.49,5,,
5906,chiots,1.22,6,,
5907,chipee,0.14,6,,
5908,chiper,0.95,6,,
5909,chipotais,0.07,9,,
5910,chipotait,0.34,9,,
5911,chipotant,0.07,9,,
5912,chips,0.95,5,,
5913,chiquaient,0.14,10,,
5914,chiquant,0.47,8,,
5915,chique,3.58,6,,
5916,chiquenaude,1.15,11,,
5917,chiquer,1.35,7,,
5918,chiques,0.07,7,,
5919,chiromancienne,0.07,14,,
5920,chirurgicale,1.01,12,,
5921,chirurgie,2.03,9,,
5922,chirurgien,6.89,10,,
5923,chirurgiens,1.55,11,,
5924,chlore,0.81,6,,
5925,chloroforme,0.41,11,,
5926,chloroformer,0.07,12,,
5927,chlorophyllien,0.07,14,,
5928,choc,38.65,4,,
5929,chocolat,32.7,8,,
5930,chocolats,4.26,9,,
5931,chocs,7.23,5,,
5932,choeur,24.86,6,,
5933,choeurs,1.82,7,,
5934,choisi,47.71,6,,
5935,choisie,7.03,7,,
5936,choisies,2.5,8,,
5937,choisimes,0.2,9,,
5938,choisir,35,7,,
5939,choisira,1.01,8,,
5940,choisirai,0.47,9,,
5941,choisirais,0.74,10,,
5942,choisirait,1.22,10,,
5943,choisis,13.92,7,,
5944,choisissaient,1.08,13,,
5945,choisissait,6.15,11,,
5946,choisissant,3.24,11,,
5947,choisisse,1.15,9,,
5948,choisissent,1.96,11,,
5949,choisissez,1.55,10,,
5950,choisissons,0.47,11,,
5951,choisit,16.01,7,,
5952,choix,51.42,5,,
5953,cholera,2.36,7,,
5954,cholesterol,0.41,11,,
5955,chomage,5.41,7,,
5956,chome,0.61,5,,
5957,chomeur,2.16,7,,
5958,chomeurs,2.09,8,,
5959,chope,3.37,5,,
5960,choper,1.28,6,,
5961,chopine,2.09,7,,
5962,choquait,2.23,8,,
5963,choquant,1.08,8,,
5964,choque,7.16,6,,
5965,choquee,2.36,7,,
5966,choquer,3.04,7,,
5967,chorale,1.76,7,,
5968,choregraphie,0.54,12,,
5969,choregraphiques,0.07,15,,
5970,choristes,1.08,9,,
5971,chose,695.2,5,,
5972,choses,362.43,6,,
5973,chou,13.99,4,,
5974,chouchou,1.49,8,,
5975,chouchoutage,0.14,12,,
5976,choucroute,2.64,10,,
5977,chouette,18.31,8,,
5978,chouettes,2.64,9,,
5979,chouia,2.09,6,,
5980,choute,0.27,6,,
5981,choux,7.64,5,,
5982,choyes,0.28,6,,
5983,chretien,12.23,8,,
5984,chretienne,11.08,10,,
5985,chretiennes,3.04,11,,
5986,chretiens,11.96,9,,
5987,chretiente,2.7,10,,
5988,christ,2.57,6,,
5989,christianisme,4.32,13,,
5990,chrome,3.72,6,,
5991,chromee,1.28,7,,
5992,chromes,1.89,7,,
5993,chromosomes,0.68,11,,
5994,chroniquais,0.07,11,,
5995,chronique,10.61,9,,
