,word,pron,phono,segm,pseg,gpmatch
2976,dépêchent,depES,de.pES,.d.é.p.ê.ch.e.n.t,.d.e.p.E.S.#.#.#,(d-d.é-e.p-p.ê-E.ch-S.e-#.n-#.t-#)
2977,dépêcher,depeSe,de.pe.Se,.d.é.p.ê.ch.er,.d.e.p.e.S.e,(d-d.é-e.p-p.ê-e.ch-S.er-e)
2978,dépêchons,depES§,de.pE.S§,.d.é.p.ê.ch.on.s,.d.e.p.E.S.§.#,(d-d.é-e.p-p.ê-E.ch-S.on-§.s-#)
2979,dépens,dep@,de.p@,.d.é.p.en.s,.d.e.p.@.#,(d-d.é-e.p-p.en-@.s-#)
2980,dépense,dep@s,de.p@s,.d.é.p.en.s.e,.d.e.p.@.s.#,(d-d.é-e.p-p.en-@.s-s.e-#)
2981,déplace,deplas,de.plas,.d.é.p.l.a.c.e,.d.e.p.l.a.s.#,(d-d.é-e.p-p.l-l.a-a.c-s.e-#)
2982,déplacement,deplasm@,de.plas.m@,.d.é.p.l.a.c.e.m.en.t,.d.e.p.l.a.s.#.m.@.#,(d-d.é-e.p-p.l-l.a-a.c-s.e-#.m-m.en-@.t-#)
2983,déplacements,deplasm@,de.plas.m@,.d.é.p.l.a.c.e.m.en.t.s,.d.e.p.l.a.s.#.m.@.#.#,(d-d.é-e.p-p.l-l.a-a.c-s.e-#.m-m.en-@.t-#.s-#)
2984,déplacer,deplase,de.pla.se,.d.é.p.l.a.c.er,.d.e.p.l.a.s.e,(d-d.é-e.p-p.l-l.a-a.c-s.er-e)
2985,déplie,depli,de.pli,.d.é.p.l.i.e,.d.e.p.l.i.#,(d-d.é-e.p-p.l-l.i-i.e-#)
2986,déplora,deploRa,de.plo.Ra,.d.é.p.l.o.r.a,.d.e.p.l.o.R.a,(d-d.é-e.p-p.l-l.o-o.r-R.a-a)
2987,déplorable,deploRabl*,de.plo.Ra.bl*,.d.é.p.l.o.r.a.b.l.e,.d.e.p.l.o.R.a.b.l.*,(d-d.é-e.p-p.l-l.o-o.r-R.a-a.b-b.l-l.e-*)
2988,déployé,deplwaje,de.plwa.je,.d.é.p.l.oy.é,.d.e.p.l.waj.e,(d-d.é-e.p-p.l-l.oy-waj.é-e)
2989,dépoilée,depwale,de.pwa.le,.d.é.p.oi.l.é.e,.d.e.p.wa.l.e.#,(d-d.é-e.p-p.oi-wa.l-l.é-e.e-#)
2990,dépose,depOz,de.pOz,.d.é.p.o.s.e,.d.e.p.O.z.#,(d-d.é-e.p-p.o-O.s-z.e-#)
2991,déposer,depOze,de.pO.ze,.d.é.p.o.s.er,.d.e.p.O.z.e,(d-d.é-e.p-p.o-O.s-z.er-e)
2992,depuis,d*p8i,d*.p8i,.d.e.p.u.i.s,.d.*.p.8.i.#,(d-d.e-*.p-p.u-8.i-i.s-#)
2993,depuis,d*p8i,d*.p8i,.d.e.p.u.i.s,.d.*.p.8.i.#,(d-d.e-*.p-p.u-8.i-i.s-#)
2994,déraciné,deRasine,de.Ra.si.ne,.d.é.r.a.c.i.n.é,.d.e.R.a.s.i.n.e,(d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e)
2995,déraciné,deRasine,de.Ra.si.ne,.d.é.r.a.c.i.n.é,.d.e.R.a.s.i.n.e,(d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e)
2996,déracinés,deRasine,de.Ra.si.ne,.d.é.r.a.c.i.n.é.s,.d.e.R.a.s.i.n.e.#,(d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e.s-#)
2997,déraille,deRAj,de.RAj,.d.é.r.a.ill.e,.d.e.R.A.j.#,(d-d.é-e.r-R.a-A.ill-j.e-#)
2998,déraillement,deRAjm@,de.RAj.m@,.d.é.r.a.ill.e.m.en.t,.d.e.R.A.j.#.m.@.#,(d-d.é-e.r-R.a-A.ill-j.e-#.m-m.en-@.t-#)
2999,dérailleur,deRAj9R,de.RA.j9R,.d.é.r.a.ill.eu.r,.d.e.R.A.j.9.R,(d-d.é-e.r-R.a-A.ill-j.eu-9.r-R)
3000,dérange,deR@Z,de.R@Z,.d.é.r.an.g.e,.d.e.R.@.Z.#,(d-d.é-e.r-R.an-@.g-Z.e-#)
3001,dérangé,deR@Ze,de.R@.Ze,.d.é.r.an.g.é,.d.e.R.@.Z.e,(d-d.é-e.r-R.an-@.g-Z.é-e)
3002,dérangées,deR@Ze,de.R@.Ze,.d.é.r.an.g.é.e.s,.d.e.R.@.Z.e.#.#,(d-d.é-e.r-R.an-@.g-Z.é-e.e-#.s-#)
3003,déranger,deR@Ze,de.R@.Ze,.d.é.r.an.g.er,.d.e.R.@.Z.e,(d-d.é-e.r-R.an-@.g-Z.er-e)
3004,dérangez,deR@Ze,de.R@.Ze,.d.é.r.an.g.ez,.d.e.R.@.Z.e,(d-d.é-e.r-R.an-@.g-Z.ez-e)
3005,dérape,deRap,de.Rap,.d.é.r.a.p.e,.d.e.R.a.p.#,(d-d.é-e.r-R.a-a.p-p.e-#)
3006,dérapé,deRape,de.Ra.pe,.d.é.r.a.p.é,.d.e.R.a.p.e,(d-d.é-e.r-R.a-a.p-p.é-e)
3007,dernier,dERnje,dER.nje,.d.e.r.n.i.er,.d.E.R.n.j.e,(d-d.e-E.r-R.n-n.i-j.er-e)
3008,dernier,dERnje,dER.nje,.d.e.r.n.i.er,.d.E.R.n.j.e,(d-d.e-E.r-R.n-n.i-j.er-e)
3009,dernière,dERnjER,dER.njER,.d.e.r.n.i.è.r.e,.d.E.R.n.j.E.R.#,(d-d.e-E.r-R.n-n.i-j.è-E.r-R.e-#)
3010,dernière,dERnjER,dER.njER,.d.e.r.n.i.è.r.e,.d.E.R.n.j.E.R.#,(d-d.e-E.r-R.n-n.i-j.è-E.r-R.e-#)
3011,dernières,dERnjER,dER.njER,.d.e.r.n.i.è.r.e.s,.d.E.R.n.j.E.R.#.#,(d-d.e-E.r-R.n-n.i-j.è-E.r-R.e-#.s-#)
3012,dernières,dERnjER,dER.njER,.d.e.r.n.i.è.r.e.s,.d.E.R.n.j.E.R.#.#,(d-d.e-E.r-R.n-n.i-j.è-E.r-R.e-#.s-#)
3013,derniers,dERnje,dER.nje,.d.e.r.n.i.er.s,.d.E.R.n.j.e.#,(d-d.e-E.r-R.n-n.i-j.er-e.s-#)
3014,déroulement,deRulm@,de.Rul.m@,.d.é.r.ou.l.e.m.en.t,.d.e.R.u.l.#.m.@.#,(d-d.é-e.r-R.ou-u.l-l.e-#.m-m.en-@.t-#)
3015,derrière,dERjER,dE.RjER,.d.e.rr.i.è.r.e,.d.E.R.j.E.R.#,(d-d.e-E.rr-R.i-j.è-E.r-R.e-#)
3016,derrière,dERjER,dE.RjER,.d.e.rr.i.è.r.e,.d.E.R.j.E.R.#,(d-d.e-E.rr-R.i-j.è-E.r-R.e-#)
3017,derrière,dERjER,dE.RjER,.d.e.rr.i.è.r.e,.d.E.R.j.E.R.#,(d-d.e-E.rr-R.i-j.è-E.r-R.e-#)
3018,derrières,dERjER,dE.RjER,.d.e.rr.i.è.r.e.s,.d.E.R.j.E.R.#.#,(d-d.e-E.rr-R.i-j.è-E.r-R.e-#.s-#)
3019,des,dE,dE,.d.e.s,.d.E.#,(d-d.e-E.s-#)
3020,dés,de,de,.d.é.s,.d.e.#,(d-d.é-e.s-#)
3021,dès,dE,dE,.d.è.s,.d.E.#,(d-d.è-E.s-#)
3022,désagréable,dezagReabl*,de.za.gRe.a.bl*,.d.é.s.a.g.r.é.a.b.l.e,.d.e.z.a.g.R.e.a.b.l.*,(d-d.é-e.s-z.a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*)
3023,descend,des@,de.s@,.d.e.sc.en.d,.d.e.s.@.#,(d-d.e-e.sc-s.en-@.d-#)
3024,descendait,des@dE,de.s@.dE,.d.e.sc.en.d.ai.t,.d.e.s.@.d.E.#,(d-d.e-e.sc-s.en-@.d-d.ai-E.t-#)
3025,descendant,des@d@,de.s@.d@,.d.e.sc.en.d.an.t,.d.e.s.@.d.@.#,(d-d.e-e.sc-s.en-@.d-d.an-@.t-#)
3026,descendent,des@d,de.s@d,.d.e.sc.en.d.e.n.t,.d.e.s.@.d.#.#.#,(d-d.e-e.sc-s.en-@.d-d.e-#.n-#.t-#)
3027,descendez,des@de,de.s@.de,.d.e.sc.en.d.ez,.d.e.s.@.d.e,(d-d.e-e.sc-s.en-@.d-d.ez-e)
3028,descendit,des@di,de.s@.di,.d.e.sc.en.d.i.t,.d.e.s.@.d.i.#,(d-d.e-e.sc-s.en-@.d-d.i-i.t-#)
3029,descendre,des@dR*,de.s@.dR*,.d.e.sc.en.d.r.e,.d.e.s.@.d.R.*,(d-d.e-e.sc-s.en-@.d-d.r-R.e-*)
3030,descente,des@t,de.s@t,.d.e.sc.en.t.e,.d.e.s.@.t.#,(d-d.e-e.sc-s.en-@.t-t.e-#)
3031,désert,dezER,de.zER,.d.é.s.e.r.t,.d.e.z.E.R.#,(d-d.é-e.s-z.e-E.r-R.t-#)
3032,désert,dezER,de.zER,.d.é.s.e.r.t,.d.e.z.E.R.#,(d-d.é-e.s-z.e-E.r-R.t-#)
3033,déserte,dezERt*,de.zER.t*,.d.é.s.e.r.t.e,.d.e.z.E.R.t.*,(d-d.é-e.s-z.e-E.r-R.t-t.e-*)
3034,désespéré,dezEspeRe,de.zEs.pe.Re,.d.é.s.e.s.p.é.r.é,.d.e.z.E.s.p.e.R.e,(d-d.é-e.s-z.e-E.s-s.p-p.é-e.r-R.é-e)
3035,désespéré,dezEspeRe,de.zEs.pe.Re,.d.é.s.e.s.p.é.r.é,.d.e.z.E.s.p.e.R.e,(d-d.é-e.s-z.e-E.s-s.p-p.é-e.r-R.é-e)
3036,désespoir,dezEspwaR,de.zEs.pwaR,.d.é.s.e.s.p.oi.r,.d.e.z.E.s.p.wa.R,(d-d.é-e.s-z.e-E.s-s.p-p.oi-wa.r-R)
3037,déshabilla,dezabija,de.za.bi.ja,.d.é.s.h.a.b.ill.a,.d.e.z.#.a.b.ij.a,(d-d.é-e.s-z.h-#.a-a.b-b.ill-ij.a-a)
3038,déshabille,dezabij,de.za.bij,.d.é.s.h.a.b.ill.e,.d.e.z.#.a.b.ij.#,(d-d.é-e.s-z.h-#.a-a.b-b.ill-ij.e-#)
3039,déshydrater,dezidRate,de.zi.dRa.te,.d.é.s.h.y.d.r.a.t.er,.d.e.z.#.i.d.R.a.t.e,(d-d.é-e.s-z.h-#.y-i.d-d.r-R.a-a.t-t.er-e)
3040,désigne,deziN,de.ziN,.d.é.s.i.gn.e,.d.e.z.i.N.#,(d-d.é-e.s-z.i-i.gn-N.e-#)
3041,désignent,deziN,de.ziN,.d.é.s.i.gn.e.n.t,.d.e.z.i.N.#.#.#,(d-d.é-e.s-z.i-i.gn-N.e-#.n-#.t-#)
3042,désire,deziR,de.ziR,.d.é.s.i.r.e,.d.e.z.i.R.#,(d-d.é-e.s-z.i-i.r-R.e-#)
3043,désirer,deziRe,de.zi.Re,.d.é.s.i.r.er,.d.e.z.i.R.e,(d-d.é-e.s-z.i-i.r-R.er-e)
3044,désirons,deziR§,de.zi.R§,.d.é.s.i.r.on.s,.d.e.z.i.R.§.#,(d-d.é-e.s-z.i-i.r-R.on-§.s-#)
3045,désobéissant,dezobeis@,de.zo.be.i.s@,.d.é.s.o.b.é.i.ss.an.t,.d.e.z.o.b.e.i.s.@.#,(d-d.é-e.s-z.o-o.b-b.é-e.i-i.ss-s.an-@.t-#)
3046,désolé,dezole,de.zo.le,.d.é.s.o.l.é,.d.e.z.o.l.e,(d-d.é-e.s-z.o-o.l-l.é-e)
3047,désolé,dezole,de.zo.le,.d.é.s.o.l.é,.d.e.z.o.l.e,(d-d.é-e.s-z.o-o.l-l.é-e)
3048,désolée,dezole,de.zo.le,.d.é.s.o.l.é.e,.d.e.z.o.l.e.#,(d-d.é-e.s-z.o-o.l-l.é-e.e-#)
3049,désordre,dezoRdR*,de.zoR.dR*,.d.é.s.o.r.d.r.e,.d.e.z.o.R.d.R.*,(d-d.é-e.s-z.o-o.r-R.d-d.r-R.e-*)
3050,désormais,dezoRmE,de.zoR.mE,.d.é.s.o.r.m.ai.s,.d.e.z.o.R.m.E.#,(d-d.é-e.s-z.o-o.r-R.m-m.ai-E.s-#)
3051,dessaler,desale,de.sa.le,.d.e.ss.a.l.er,.d.e.s.a.l.e,(d-d.e-e.ss-s.a-a.l-l.er-e)
3052,desséchée,deseSe,de.se.Se,.d.e.ss.é.ch.é.e,.d.e.s.e.S.e.#,(d-d.e-e.ss-s.é-e.ch-S.é-e.e-#)
3053,desserra,desERa,de.sE.Ra,.d.e.ss.e.rr.a,.d.e.s.E.R.a,(d-d.e-e.ss-s.e-E.rr-R.a-a)
3054,desserrez,deseRe,de.se.Re,.d.e.ss.e.rr.ez,.d.e.s.e.R.e,(d-d.e-e.ss-s.e-e.rr-R.ez-e)
3055,dessert,desER,de.sER,.d.e.ss.e.r.t,.d.e.s.E.R.#,(d-d.e-e.ss-s.e-E.r-R.t-#)
3056,desserts,desER,de.sER,.d.e.ss.e.r.t.s,.d.e.s.E.R.#.#,(d-d.e-e.ss-s.e-E.r-R.t-#.s-#)
3057,dessin,des5,de.s5,.d.e.ss.in,.d.e.s.5,(d-d.e-e.ss-s.in-5)
3058,dessina,desina,de.si.na,.d.e.ss.i.n.a,.d.e.s.i.n.a,(d-d.e-e.ss-s.i-i.n-n.a-a)
3059,dessinai,desinE,de.si.nE,.d.e.ss.i.n.ai,.d.e.s.i.n.E,(d-d.e-e.ss-s.i-i.n-n.ai-E)
3060,dessinais,desinE,de.si.nE,.d.e.ss.i.n.ai.s,.d.e.s.i.n.E.#,(d-d.e-e.ss-s.i-i.n-n.ai-E.s-#)
3061,dessinateur,desinat9R,de.si.na.t9R,.d.e.ss.i.n.a.t.eu.r,.d.e.s.i.n.a.t.9.R,(d-d.e-e.ss-s.i-i.n-n.a-a.t-t.eu-9.r-R)
3062,dessine,desin,de.sin,.d.e.ss.i.n.e,.d.e.s.i.n.#,(d-d.e-e.ss-s.i-i.n-n.e-#)
3063,dessiné,desine,de.si.ne,.d.e.ss.i.n.é,.d.e.s.i.n.e,(d-d.e-e.ss-s.i-i.n-n.é-e)
3064,dessinée,desine,de.si.ne,.d.e.ss.i.n.é.e,.d.e.s.i.n.e.#,(d-d.e-e.ss-s.i-i.n-n.é-e.e-#)
3065,dessinées,desine,de.si.ne,.d.e.ss.i.n.é.e.s,.d.e.s.i.n.e.#.#,(d-d.e-e.ss-s.i-i.n-n.é-e.e-#.s-#)
3066,dessinent,desin,de.sin,.d.e.ss.i.n.e.n.t,.d.e.s.i.n.#.#.#,(d-d.e-e.ss-s.i-i.n-n.e-#.n-#.t-#)
3067,dessiner,desine,de.si.ne,.d.e.ss.i.n.er,.d.e.s.i.n.e,(d-d.e-e.ss-s.i-i.n-n.er-e)
3068,dessinera,desinRa,de.sin.Ra,.d.e.ss.i.n.e.r.a,.d.e.s.i.n.#.R.a,(d-d.e-e.ss-s.i-i.n-n.e-#.r-R.a-a)
3069,dessineras,desinRa,de.sin.Ra,.d.e.ss.i.n.e.r.a.s,.d.e.s.i.n.#.R.a.#,(d-d.e-e.ss-s.i-i.n-n.e-#.r-R.a-a.s-#)
3070,dessins,des5,de.s5,.d.e.ss.in.s,.d.e.s.5.#,(d-d.e-e.ss-s.in-5.s-#)
3071,dessous,d*su,d*.su,.d.e.ss.ou.s,.d.*.s.u.#,(d-d.e-*.ss-s.ou-u.s-#)
3072,dessous,d*su,d*.su,.d.e.ss.ou.s,.d.*.s.u.#,(d-d.e-*.ss-s.ou-u.s-#)
3073,dessus,d*sy,d*.sy,.d.e.ss.u.s,.d.*.s.y.#,(d-d.e-*.ss-s.u-y.s-#)
3074,dessus,d*sy,d*.sy,.d.e.ss.u.s,.d.*.s.y.#,(d-d.e-*.ss-s.u-y.s-#)
3075,destinataire,dEstinatER,dEs.ti.na.tER,.d.e.s.t.i.n.a.t.ai.r.e,.d.E.s.t.i.n.a.t.E.R.#,(d-d.e-E.s-s.t-t.i-i.n-n.a-a.t-t.ai-E.r-R.e-#)
3076,destination,dEstinasj§,dEs.ti.na.sj§,.d.e.s.t.i.n.a.t.i.on,.d.E.s.t.i.n.a.s.j.§,(d-d.e-E.s-s.t-t.i-i.n-n.a-a.t-s.i-j.on-§)
3077,destiné,dEstine,dEs.ti.ne,.d.e.s.t.i.n.é,.d.E.s.t.i.n.e,(d-d.e-E.s-s.t-t.i-i.n-n.é-e)
3078,destinée,dEstine,dEs.ti.ne,.d.e.s.t.i.n.é.e,.d.E.s.t.i.n.e.#,(d-d.e-E.s-s.t-t.i-i.n-n.é-e.e-#)
3079,détache,detaS,de.taS,.d.é.t.a.ch.e,.d.e.t.a.S.#,(d-d.é-e.t-t.a-a.ch-S.e-#)
3080,détachée,detaSe,de.ta.Se,.d.é.t.a.ch.é.e,.d.e.t.a.S.e.#,(d-d.é-e.t-t.a-a.ch-S.é-e.e-#)
3081,détachent,detaS,de.taS,.d.é.t.a.ch.e.n.t,.d.e.t.a.S.#.#.#,(d-d.é-e.t-t.a-a.ch-S.e-#.n-#.t-#)
3082,détail,detaj,de.taj,.d.é.t.a.il,.d.e.t.a.j,(d-d.é-e.t-t.a-a.il-j)
3083,détails,detaj,de.taj,.d.é.t.a.il.s,.d.e.t.a.j.#,(d-d.é-e.t-t.a-a.il-j.s-#)
3084,détale,detal,de.tal,.d.é.t.a.l.e,.d.e.t.a.l.#,(d-d.é-e.t-t.a-a.l-l.e-#)
3085,détalé,detale,de.ta.le,.d.é.t.a.l.é,.d.e.t.a.l.e,(d-d.é-e.t-t.a-a.l-l.é-e)
3086,déterminé,detERmine,de.tER.mi.ne,.d.é.t.e.r.m.i.n.é,.d.e.t.E.R.m.i.n.e,(d-d.é-e.t-t.e-E.r-R.m-m.i-i.n-n.é-e)
3087,détestaient,detEstE,de.tEs.tE,.d.é.t.e.s.t.ai.e.n.t,.d.e.t.E.s.t.E.#.#.#,(d-d.é-e.t-t.e-E.s-s.t-t.ai-E.e-#.n-#.t-#)
3088,détestait,detEstE,de.tEs.tE,.d.é.t.e.s.t.ai.t,.d.e.t.E.s.t.E.#,(d-d.é-e.t-t.e-E.s-s.t-t.ai-E.t-#)
3089,déteste,detEst*,de.tEs.t*,.d.é.t.e.s.t.e,.d.e.t.E.s.t.*,(d-d.é-e.t-t.e-E.s-s.t-t.e-*)
3090,détester,detEste,de.tEs.te,.d.é.t.e.s.t.er,.d.e.t.E.s.t.e,(d-d.é-e.t-t.e-E.s-s.t-t.er-e)
3091,détritus,detRity,de.tRi.ty,.d.é.t.r.i.t.u.s,.d.e.t.R.i.t.y.#,(d-d.é-e.t-t.r-R.i-i.t-t.u-y.s-#)
3092,détruire,detR8iR,de.tR8iR,.d.é.t.r.u.i.r.e,.d.e.t.R.8.i.R.#,(d-d.é-e.t-t.r-R.u-8.i-i.r-R.e-#)
3093,détruisent,detR8iz,de.tR8iz,.d.é.t.r.u.i.s.e.n.t,.d.e.t.R.8.i.z.#.#.#,(d-d.é-e.t-t.r-R.u-8.i-i.s-z.e-#.n-#.t-#)
3094,détruite,detR8it,de.tR8it,.d.é.t.r.u.i.t.e,.d.e.t.R.8.i.t.#,(d-d.é-e.t-t.r-R.u-8.i-i.t-t.e-#)
3095,détruits,detR8i,de.tR8i,.d.é.t.r.u.i.t.s,.d.e.t.R.8.i.#.#,(d-d.é-e.t-t.r-R.u-8.i-i.t-#.s-#)
3096,deux,d2,d2,.d.eu.x,.d.2.#,(d-d.eu-2.x-#)
3097,deuxième,d2zjEm,d2.zjEm,.d.eu.x.i.è.m.e,.d.2.z.j.E.m.#,(d-d.eu-2.x-z.i-j.è-E.m-m.e-#)
3098,deuxième,d2zjEm,d2.zjEm,.d.eu.x.i.è.m.e,.d.2.z.j.E.m.#,(d-d.eu-2.x-z.i-j.è-E.m-m.e-#)
3099,devait,d*vE,d*.vE,.d.e.v.ai.t,.d.*.v.E.#,(d-d.e-*.v-v.ai-E.t-#)
3100,dévale,deval,de.val,.d.é.v.a.l.e,.d.e.v.a.l.#,(d-d.é-e.v-v.a-a.l-l.e-#)
3101,dévalé,devale,de.va.le,.d.é.v.a.l.é,.d.e.v.a.l.e,(d-d.é-e.v-v.a-a.l-l.é-e)
3102,devant,d*v@,d*.v@,.d.e.v.an.t,.d.*.v.@.#,(d-d.e-*.v-v.an-@.t-#)
3103,devant,d*v@,d*.v@,.d.e.v.an.t,.d.*.v.@.#,(d-d.e-*.v-v.an-@.t-#)
3104,devant,d*v@,d*.v@,.d.e.v.an.t,.d.*.v.@.#,(d-d.e-*.v-v.an-@.t-#)
3105,devant,d*v@,d*.v@,.d.e.v.an.t,.d.*.v.@.#,(d-d.e-*.v-v.an-@.t-#)
3106,devanture,d*v@tyR,d*.v@.tyR,.d.e.v.an.t.u.r.e,.d.*.v.@.t.y.R.#,(d-d.e-*.v-v.an-@.t-t.u-y.r-R.e-#)
3107,devantures,d*v@tyR,d*.v@.tyR,.d.e.v.an.t.u.r.e.s,.d.*.v.@.t.y.R.#.#,(d-d.e-*.v-v.an-@.t-t.u-y.r-R.e-#.s-#)
3108,développement,devlopm@,de.vlop.m@,.d.é.v.e.l.o.pp.e.m.en.t,.d.e.v.#.l.o.p.#.m.@.#,(d-d.é-e.v-v.e-#.l-l.o-o.pp-p.e-#.m-m.en-@.t-#)
3109,développer,devlope,de.vlo.pe,.d.é.v.e.l.o.pp.er,.d.e.v.#.l.o.p.e,(d-d.é-e.v-v.e-#.l-l.o-o.pp-p.er-e)
3110,devenait,d*v*nE,d*.v*.nE,.d.e.v.e.n.ai.t,.d.*.v.*.n.E.#,(d-d.e-*.v-v.e-*.n-n.ai-E.t-#)
3111,devenir,d*vniR,d*v.niR,.d.e.v.e.n.i.r,.d.*.v.#.n.i.R,(d-d.e-*.v-v.e-#.n-n.i-i.r-R)
3112,devenu,d*v*ny,d*.v*.ny,.d.e.v.e.n.u,.d.*.v.*.n.y,(d-d.e-*.v-v.e-*.n-n.u-y)
3113,devenue,d*v*ny,d*.v*.ny,.d.e.v.e.n.u.e,.d.*.v.*.n.y.#,(d-d.e-*.v-v.e-*.n-n.u-y.e-#)
3114,devenus,d*v*ny,d*.v*.ny,.d.e.v.e.n.u.s,.d.*.v.*.n.y.#,(d-d.e-*.v-v.e-*.n-n.u-y.s-#)
3115,déverse,devERs*,de.vER.s*,.d.é.v.e.r.s.e,.d.e.v.E.R.s.*,(d-d.é-e.v-v.e-E.r-R.s-s.e-*)
3116,devez,d*ve,d*.ve,.d.e.v.ez,.d.*.v.e,(d-d.e-*.v-v.ez-e)
3117,deviendra,d*vj5dRa,d*.vj5.dRa,.d.e.v.i.en.d.r.a,.d.*.v.j.5.d.R.a,(d-d.e-*.v-v.i-j.en-5.d-d.r-R.a-a)
3118,devienne,d*vjEn,d*.vjEn,.d.e.v.i.enn.e,.d.*.v.j.En.#,(d-d.e-*.v-v.i-j.enn-En.e-#)
3119,deviennent,d*vjEn,d*.vjEn,.d.e.v.i.enn.e.n.t,.d.*.v.j.En.#.#.#,(d-d.e-*.v-v.i-j.enn-En.e-#.n-#.t-#)
3120,deviens,d*vj5,d*.vj5,.d.e.v.i.en.s,.d.*.v.j.5.#,(d-d.e-*.v-v.i-j.en-5.s-#)
3121,devient,d*vj5,d*.vj5,.d.e.v.i.en.t,.d.*.v.j.5.#,(d-d.e-*.v-v.i-j.en-5.t-#)
3122,devine,d*vin,d*.vin,.d.e.v.i.n.e,.d.*.v.i.n.#,(d-d.e-*.v-v.i-i.n-n.e-#)
3123,deviné,d*vine,d*.vi.ne,.d.e.v.i.n.é,.d.*.v.i.n.e,(d-d.e-*.v-v.i-i.n-n.é-e)
3124,deviner,d*vine,d*.vi.ne,.d.e.v.i.n.er,.d.*.v.i.n.e,(d-d.e-*.v-v.i-i.n-n.er-e)
3125,devines,d*vin,d*.vin,.d.e.v.i.n.e.s,.d.*.v.i.n.#.#,(d-d.e-*.v-v.i-i.n-n.e-#.s-#)
3126,devinette,d*vinEt,d*.vi.nEt,.d.e.v.i.n.e.tt.e,.d.*.v.i.n.E.t.#,(d-d.e-*.v-v.i-i.n-n.e-E.tt-t.e-#)
3127,devinettes,d*vinEt,d*.vi.nEt,.d.e.v.i.n.e.tt.e.s,.d.*.v.i.n.E.t.#.#,(d-d.e-*.v-v.i-i.n-n.e-E.tt-t.e-#.s-#)
3128,devinrent,d*v5R,d*.v5R,.d.e.v.in.r.e.n.t,.d.*.v.5.R.#.#.#,(d-d.e-*.v-v.in-5.r-R.e-#.n-#.t-#)
3129,devint,d*v5,d*.v5,.d.e.v.in.t,.d.*.v.5.#,(d-d.e-*.v-v.in-5.t-#)
3130,devise,d*viz,d*.viz,.d.e.v.i.s.e,.d.*.v.i.z.#,(d-d.e-*.v-v.i-i.s-z.e-#)
3131,dévisse,devis,de.vis,.d.é.v.i.ss.e,.d.e.v.i.s.#,(d-d.é-e.v-v.i-i.ss-s.e-#)
3132,devoir,d*vwaR,d*.vwaR,.d.e.v.oi.r,.d.*.v.wa.R,(d-d.e-*.v-v.oi-wa.r-R)
3133,devoir,d*vwaR,d*.vwaR,.d.e.v.oi.r,.d.*.v.wa.R,(d-d.e-*.v-v.oi-wa.r-R)
3134,devoirs,d*vwaR,d*.vwaR,.d.e.v.oi.r.s,.d.*.v.wa.R.#,(d-d.e-*.v-v.oi-wa.r-R.s-#)
3135,dévora,devoRa,de.vo.Ra,.d.é.v.o.r.a,.d.e.v.o.R.a,(d-d.é-e.v-v.o-o.r-R.a-a)
3136,dévorait,devoRE,de.vo.RE,.d.é.v.o.r.ai.t,.d.e.v.o.R.E.#,(d-d.é-e.v-v.o-o.r-R.ai-E.t-#)
3137,dévorant,devoR@,de.vo.R@,.d.é.v.o.r.an.t,.d.e.v.o.R.@.#,(d-d.é-e.v-v.o-o.r-R.an-@.t-#)
3138,dévore,devoR,de.voR,.d.é.v.o.r.e,.d.e.v.o.R.#,(d-d.é-e.v-v.o-o.r-R.e-#)
3139,dévorent,devoR,de.voR,.d.é.v.o.r.e.n.t,.d.e.v.o.R.#.#.#,(d-d.é-e.v-v.o-o.r-R.e-#.n-#.t-#)
3140,dévorer,devoRe,de.vo.Re,.d.é.v.o.r.er,.d.e.v.o.R.e,(d-d.é-e.v-v.o-o.r-R.er-e)
3141,dévoreront,devoRR§,de.voR.R§,.d.é.v.o.r.e.r.on.t,.d.e.v.o.R.#.R.§.#,(d-d.é-e.v-v.o-o.r-R.e-#.r-R.on-§.t-#)
3142,devra,d*vRa,d*.vRa,.d.e.v.r.a,.d.*.v.R.a,(d-d.e-*.v-v.r-R.a-a)
3143,devrais,d*vRE,d*.vRE,.d.e.v.r.ai.s,.d.*.v.R.E.#,(d-d.e-*.v-v.r-R.ai-E.s-#)
3144,devrait,d*vRE,d*.vRE,.d.e.v.r.ai.t,.d.*.v.R.E.#,(d-d.e-*.v-v.r-R.ai-E.t-#)
3145,devrez,d*vRe,d*.vRe,.d.e.v.r.ez,.d.*.v.R.e,(d-d.e-*.v-v.r-R.ez-e)
3146,devrions,d*vRij§,d*.vRi.j§,.d.e.v.r.i.on.s,.d.*.v.R.ij.§.#,(d-d.e-*.v-v.r-R.i-ij.on-§.s-#)
3147,devront,d*vR§,d*.vR§,.d.e.v.r.on.t,.d.*.v.R.§.#,(d-d.e-*.v-v.r-R.on-§.t-#)
3148,diable,djAbl*,djA.bl*,.d.i.a.b.l.e,.d.j.A.b.l.*,(d-d.i-j.a-A.b-b.l-l.e-*)
3149,diamant,djam@,dja.m@,.d.i.a.m.an.t,.d.j.a.m.@.#,(d-d.i-j.a-a.m-m.an-@.t-#)
