,word,orthosyll,syll,freq,pron,len,phlen
7509,couloir,cou-loir,ku-lwaR,104.53,kulwaR,7,6
7510,coulpe,coul-pe,kulp,0.14,kulp,6,4
7511,coulure,cou-lu-re,ku-lyR,0.41,kulyR,7,5
7512,coulé,cou-lé,ku-le,2.43,kule,5,4
7513,coulée,cou-lée,ku-le,9.8,kule,6,4
7514,countries,coun-tries,kaw-ntRi,0.07,kawntRi,9,7
7515,country,coun-try,kaw-ntRi,0.07,kawntRi,7,7
7516,coup,coup,ku,837.7,ku,4,2
7517,coupable,cou-pa-ble,ku-pabl,23.58,kupabl,8,6
7519,coupage,cou-pa-ge,ku-paZ,0.2,kupaZ,7,5
7520,coupant,cou-pant,ku-p@,6.69,kup@,7,4
7521,coupe,cou-pe,kup,42.23,kup,5,3
7522,coupelle,cou-pel-le,ku-pEl,0.61,kupEl,8,5
7523,couper,cou-per,ku-pe,140.88,kupe,6,4
7524,couperet,cou-pe-ret,ku-p°-RE,2.09,kup°RE,8,6
7525,couperose,cou-pe-ro-se,ku-p°-Roz,0.88,kup°Roz,9,7
7526,couperosé,cou-pe-ro-sé,ku-p°-Ro-ze,1.28,kup°Roze,9,8
7527,coupeur,cou-peur,ku-p9R,0.41,kup9R,7,5
7528,couple,cou-ple,kupl,63.99,kupl,6,4
7529,coupler,cou-pler,ku-ple,0.95,kuple,7,5
7530,couplet,cou-plet,ku-plE,5.34,kuplE,7,5
7531,couplé,cou-plé,ku-ple,0.07,kuple,6,5
7532,coupole,cou-po-le,ku-pOl,8.92,kupOl,7,5
7533,coupon,cou-pon,ku-p§,2.09,kup§,6,4
7534,coupure,cou-pu-re,ku-pyR,11.08,kupyR,7,5
7535,coupé,cou-pé,ku-pe,26.96,kupe,5,4
7536,coupée,cou-pée,ku-pe,1.35,kupe,6,4
7537,cour,cour,kuR,150.14,kuR,4,3
7538,courage,cou-ra-ge,ku-RaZ,70.34,kuRaZ,7,5
7539,courageux,cou-ra-geux,ku-Ra-Z2,11.96,kuRaZ2,9,6
7540,couramment,cou-ram-ment,ku-Ra-m@,3.11,kuRam@,10,6
7541,courant,cou-rant,ku-R@,79.73,kuR@,7,4
7542,courante,cou-ran-te,ku-R@t,0.41,kuR@t,8,5
7543,courbatu,cour-ba-tu,kuR-ba-ty,0.54,kuRbaty,8,7
7544,courbature,cour-ba-tu-re,kuR-ba-tyR,1.62,kuRbatyR,10,8
7545,courbaturé,cour-ba-tu-ré,kuR-ba-ty-Re,0.07,kuRbatyRe,10,9
7546,courbe,cour-be,kuRb,5.14,kuRb,6,4
7547,courber,cour-ber,kuR-be,19.66,kuRbe,7,5
7548,courbette,cour-bet-te,kuR-bEt,2.7,kuRbEt,9,6
7549,courbure,cour-bu-re,kuR-byR,2.5,kuRbyR,8,6
7550,courbé,cour-bé,kuR-be,6.08,kuRbe,6,5
7551,courette,cou-ret-te,ku-REt,2.09,kuREt,8,5
7552,coureur,cou-reur,ku-R9R,8.31,kuR9R,7,5
7553,courge,cour-ge,kuRZ,0.88,kuRZ,6,4
7554,courgette,cour-get-te,kuR-ZEt,0.41,kuRZEt,9,6
7555,courir,cou-rir,ku-RiR,263.38,kuRiR,6,5
7556,courlis,cour-lis,kuR-li,0.47,kuRli,7,5
7557,couronne,cou-ron-ne,ku-ROn,20.61,kuROn,8,5
7559,couronner,cou-ron-ner,ku-Ro-ne,14.86,kuRone,9,6
7560,couronné,cou-ron-né,ku-Ro-ne,1.49,kuRone,8,6
7561,courre,cour-re,kuR,2.91,kuR,6,3
7562,courrier,cour-rier,ku-Rje,24.46,kuRje,8,5
7564,courroie,cour-roie,ku-Rwa,5.61,kuRwa,8,5
7565,courroux,cour-roux,ku-Ru,2.09,kuRu,8,4
7566,cours,cours,kuR,176.76,kuR,5,3
7567,course,cour-se,kuRs,81.22,kuRs,6,4
7568,courser,cour-ser,kuR-se,2.5,kuRse,7,5
7569,coursier,cour-sier,kuR-sje,2.64,kuRsje,8,6
7570,coursive,cour-si-ve,kuR-siv,3.38,kuRsiv,8,6
7571,court,court,kuR,8.72,kuR,5,3
7572,courtage,cour-ta-ge,kuR-taZ,0.27,kuRtaZ,8,6
7573,courtaud,cour-taud,kuR-to,1.15,kuRto,8,5
7574,courtement,cour-te-ment,kuR-t°-m@,0.2,kuRt°m@,10,7
7576,courtier,cour-tier,kuR-tje,1.76,kuRtje,8,6
7578,courtine,cour-ti-ne,kuR-tin,2.43,kuRtin,8,6
7579,courtisan,cour-ti-san,kuR-ti-z@,6.82,kuRtiz@,9,7
7581,courtiser,cour-ti-ser,kuR-ti-ze,2.5,kuRtize,9,7
7582,courtois,cour-tois,kuR-twa,9.73,kuRtwa,8,6
7584,courtoisie,cour-toi-sie,kuR-twa-zi,8.18,kuRtwazi,10,8
7585,couru,cou-ru,ku-Ry,1.55,kuRy,5,4
7586,couscous,cous-cous,kus-kus,3.24,kuskus,8,6
7588,cousette,cou-set-te,ku-zEt,0.68,kuzEt,8,5
7589,cousin,cou-sin,ku-z5,89.93,kuz5,6,4
7590,cousinage,cou-si-na-ge,ku-zi-naZ,0.88,kuzinaZ,9,7
7591,coussin,cous-sin,ku-s5,22.7,kus5,7,4
7592,coussinet,cous-si-net,ku-si-nE,0.88,kusinE,9,6
7593,cousu,cou-su,ku-zy,2.5,kuzy,5,4
7594,couteau,cou-teau,ku-to,52.64,kuto,7,4
7595,coutelas,cou-te-las,ku-t°-la,1.22,kut°la,8,6
7596,coutelier,cou-te-lier,ku-tE-lje,0.2,kutElje,9,7
7598,coutil,cou-til,ku-ti,1.28,kuti,6,4
7599,coutume,cou-tu-me,ku-tym,25.14,kutym,7,5
7600,coutumier,cou-tu-mier,ku-ty-mje,6.15,kutymje,9,7
7601,couture,cou-tu-re,ku-tyR,10.54,kutyR,7,5
7602,couturier,cou-tu-rier,ku-ty-Rje,10.27,kutyRje,9,7
7603,couturé,cou-tu-ré,ku-ty-Re,0.54,kutyRe,7,6
7604,couvaison,cou-vai-son,ku-vE-z§,0.2,kuvEz§,9,6
7605,couvent,cou-vent,ku-v@,26.15,kuv@,7,4
7606,couventine,cou-ven-ti-ne,ku-v@-tin,0.41,kuv@tin,10,7
7607,couver,cou-ver,ku-ve,12.03,kuve,6,4
7608,couvercle,cou-ver-cle,ku-vERkl,22.09,kuvERkl,9,7
7609,couvert,cou-vert,ku-vER,25.14,kuvER,7,5
7610,couverture,cou-ver-tu-re,ku-vER-tyR,62.03,kuvERtyR,10,8
7611,couvet,cou-vet,ku-vE,0.14,kuvE,6,4
7612,couveuse,cou-veu-se,ku-v2z,0.95,kuv2z,8,5
7613,couvrant,cou-vrant,ku-vR@,2.64,kuvR@,8,5
7614,couvreur,cou-vreur,ku-vR9R,1.01,kuvR9R,8,6
7615,couvrir,cou-vrir,ku-vRiR,133.51,kuvRiR,7,6
7616,couvée,cou-vée,ku-ve,1.42,kuve,6,4
7617,coxalgie,coxal-gie,kOk-sal-Zi,0.07,kOksalZi,8,8
7618,coxalgique,coxal-gi-que,kOk-sal-Zik,0.07,kOksalZik,10,9
7619,coyote,coyo-te,ko-jOt,0.47,kojOt,6,5
7620,coéquipier,co-équi-pier,ko-e-ki-pje,0.47,koekipje,10,8
7622,coïncider,coïn-ci-der,ko-5-si-de,7.09,ko5side,9,7
7623,coït,coït,ko-it,3.38,koit,4,4
7624,coût,coût,ku,1.35,ku,4,2
7625,coûtant,coû-tant,ku-t@,0.07,kut@,7,4
7626,coûter,coû-ter,ku-te,48.11,kute,6,4
7628,coûteux,coû-teux,ku-t2,5.07,kut2,7,4
7629,crabe,cra-be,kRab,12.36,kRab,5,4
7630,crabillon,cra-bil-lon,kRa-bi-j§,0.2,kRabij§,9,7
7631,crac,crac,kRak,6.01,kRak,4,4
7632,crachat,cra-chat,kRa-Sa,3.72,kRaSa,7,5
7633,crachement,cra-che-ment,kRa-S°-m@,0.68,kRaS°m@,10,7
7634,cracher,cra-cher,kRa-Se,45.81,kRaSe,7,5
7635,cracheur,cra-cheur,kRa-S9R,1.08,kRaS9R,8,6
7636,crachin,cra-chin,kRa-S5,2.03,kRaS5,7,5
7637,crachiner,cra-chi-ner,kRa-Si-ne,0.2,kRaSine,9,7
7638,crachoir,cra-choir,kRa-SwaR,0.61,kRaSwaR,8,7
7639,crachotant,cra-cho-tant,kRa-So-t@,0.41,kRaSot@,10,7
7641,crachoter,cra-cho-ter,kRa-So-te,2.3,kRaSote,9,7
7642,crachoteux,cra-cho-teux,kRa-So-t2,0.2,kRaSot2,10,7
7644,craché,cra-ché,kRa-Se,1.62,kRaSe,6,5
7645,crack,cra-ck,kRak,0.88,kRak,5,4
7646,cracker,cra-cker,kRa-kER,0.27,kRakER,7,6
7647,cracra,cra-cra,kRa-kRa,0.54,kRakRa,6,6
7648,crade,cra-de,kRad,1.55,kRad,5,4
7649,cradingue,cra-din-gue,kRa-d5g,1.42,kRad5g,9,6
7650,crado,cra-do,kRa-do,1.22,kRado,5,5
7651,craie,craie,kRE,10.68,kRE,5,3
7652,craignos,crai-gnos,kRE-Nos,0.74,kRENos,8,6
7653,craindre,crain-dre,kR5dR,108.31,kR5dR,8,5
7654,crainte,crain-te,kR5t,52.64,kR5t,7,4
7655,craintif,crain-tif,kR5-tif,8.31,kR5tif,8,6
7657,cramer,cra-mer,kRa-me,2.97,kRame,6,5
7658,cramoisi,cra-moi-si,kRa-mwa-zi,4.26,kRamwazi,8,8
7659,cramouille,cra-mouil-le,kRa-muj,0.47,kRamuj,10,6
7660,crampe,cram-pe,kR@p,6.01,kR@p,6,4
7661,crampette,cram-pet-te,kR@-pEt,0.14,kR@pEt,9,6
7662,crampon,cram-pon,kR@-p§,1.15,kR@p§,7,5
7663,cramponner,cram-pon-ner,kR@-po-ne,13.45,kR@pone,10,7
7664,cran,cran,kR@,8.11,kR@,4,3
7665,cranter,cran-ter,kR@-te,0.34,kR@te,7,5
7666,craonnais,craon-nais,kRa-o-nE,0.61,kRaonE,9,6
7667,crapahuter,cra-pa-hu-ter,kRa-pa-y-te,0.47,kRapayte,10,8
7668,crapaud,cra-paud,kRa-po,9.19,kRapo,7,5
7669,crapoteux,cra-po-teux,kRa-po-t2,0.41,kRapot2,9,7
7671,craps,craps,kRap,0.07,kRap,5,4
7672,crapule,cra-pu-le,kRa-pyl,3.45,kRapyl,7,6
7673,crapulerie,cra-pu-le-rie,kRa-py-l°-Ri,0.27,kRapyl°Ri,10,9
7674,crapuleux,cra-pu-leux,kRa-py-l2,2.36,kRapyl2,9,7
7675,craquant,cra-quant,kRa-k@,3.45,kRak@,8,5
7676,craque,cra-que,kRak,0.81,kRak,6,4
7677,craqueler,cra-que-ler,kRa-k°-le,2.36,kRak°le,9,7
7678,craquelure,cra-que-lu-re,kRa-k°-lyR,1.15,kRak°lyR,10,8
7679,craquelé,cra-que-lé,kRa-k°-le,2.57,kRak°le,8,7
7680,craquement,cra-que-ment,kRa-k°-m@,13.45,kRak°m@,10,7
7681,craquer,cra-quer,kRa-ke,37.16,kRake,7,5
7683,craquée,cra-quée,kRa-ke,0.07,kRake,7,5
7684,crash,cra-sh,kRaS,0.07,kRaS,5,4
7685,craspec,cras-pec,kRas-pEk,0.07,kRaspEk,7,7
7686,crasse,cras-se,kRas,13.45,kRas,6,4
7687,crasseux,cras-seux,kRa-s2,11.01,kRas2,8,5
7688,crassier,cras-sier,kRa-sje,0.07,kRasje,8,6
7689,crassula,cras-su-la,kRa-sy-la,0.14,kRasyla,8,7
7690,crataegus,cra-tae-gus,kRa-te-gys,0.07,kRategys,9,8
7691,cratère,cra-tè-re,kRa-tER,4.66,kRatER,7,6
7692,cravache,cra-va-che,kRa-vaS,3.72,kRavaS,8,6
7693,cravacher,cra-va-cher,kRa-va-Se,0.88,kRavaSe,9,7
7694,cravant,cra-vant,kRa-v@,0.27,kRav@,7,5
7695,cravatage,cra-va-ta-ge,kRa-va-taZ,0.07,kRavataZ,9,8
7696,cravate,cra-va-te,kRa-vat,34.12,kRavat,7,6
7697,cravater,cra-va-ter,kRa-va-te,3.31,kRavate,8,7
7698,cravateur,cra-va-teur,kRa-va-t9R,0.14,kRavat9R,9,8
7699,crawl,crawl,kRol,0.74,kRol,5,4
7700,crawlé,craw-lé,kRo-le,0.07,kRole,6,5
7701,crayeux,crayeux,kRE-j2,1.96,kREj2,7,5
7702,crayon,crayon,kRE-j§,30.47,kREj§,6,5
7703,crayonnage,crayon-na-ge,kRE-jo-naZ,0.14,kREjonaZ,10,8
7704,crayonner,crayon-ner,kRE-jo-ne,1.82,kREjone,9,7
7705,crayonneur,crayon-neur,kRE-jo-n9R,0.14,kREjon9R,10,8
7706,credo,cre-do,kRe-do,2.84,kRedo,5,5
7707,creek,creek,kRik,0.34,kRik,5,4
7708,crescendo,cres-cen-do,kRe-SEn-do,0.61,kReSEndo,9,8
7709,cresson,cres-son,kRe-s§,1.01,kRes§,7,5
7712,creusement,creu-se-ment,kR2-z°-m@,0.41,kR2z°m@,10,7
7713,creuser,creu-ser,kR2-ze,64.19,kR2ze,7,5
7714,creuset,creu-set,kR2-zE,1.15,kR2zE,7,5
7715,creuseur,creu-seur,kR2-z9R,0.07,kR2z9R,8,6
7716,creux,creux,kR2,49.93,kR2,5,3
7717,crevage,cre-va-ge,kR°-vaZ,0.07,kR°vaZ,7,6
7718,crevaison,cre-vai-son,kR°-vE-z§,0.2,kR°vEz§,9,7
7719,crevant,cre-vant,kR°-v@,0.74,kR°v@,7,5
7720,crevard,cre-vard,kR°-vaR,0.74,kR°vaR,7,6
7721,crevasse,cre-vas-se,kR°-vas,4.86,kR°vas,8,6
7722,crevasser,cre-vas-ser,kR°-va-se,2.57,kR°vase,9,7
7723,crever,cre-ver,kR°-ve,81.55,kR°ve,6,5
7724,crevette,cre-vet-te,kR°-vEt,5.0,kR°vEt,8,6
7725,crevure,cre-vu-re,kR°-vyR,0.34,kR°vyR,7,6
7726,crevé,cre-vé,kR°-ve,6.69,kR°ve,5,5
7727,cri,cri,kRi,155.41,kRi,3,3
7729,criailler,criail-ler,kRi-a-je,0.88,kRiaje,9,6
7731,criant,criant,kRi-j@,3.51,kRij@,6,5
7732,criard,criard,kRi-jaR,6.49,kRijaR,6,6
7733,criblage,cri-bla-ge,kRi-blaZ,0.14,kRiblaZ,8,7
7734,crible,cri-ble,kRibl,1.15,kRibl,6,5
7735,cribler,cri-bler,kRi-ble,6.69,kRible,7,6
7736,cric,cric,kRik,1.42,kRik,4,4
7737,cricket,cri-cket,kRi-kEt,0.41,kRikEt,7,6
7738,cricri,cri-cri,kRi-kRi,1.42,kRikRi,6,6
7739,crier,crier,kRi-je,239.73,kRije,5,5
7740,crieur,crieur,kRi-j9R,2.09,kRij9R,6,6
7741,crime,cri-me,kRim,45.07,kRim,5,4
7743,criminel,cri-mi-nel,kRi-mi-nEl,8.45,kRiminEl,8,8
7745,crin,crin,kR5,6.22,kR5,4,3
7746,crincrin,crin-crin,kR5-kR5,0.27,kR5kR5,8,6
7747,crinière,cri-niè-re,kRi-njER,10.27,kRinjER,8,7
7748,crinoline,cri-no-li-ne,kRi-no-lin,0.47,kRinolin,9,8
7749,crique,cri-que,kRik,5.2,kRik,6,4
7750,criquet,cri-quet,kRi-kE,2.36,kRikE,7,5
7751,crise,cri-se,kRiz,49.73,kRiz,5,4
7752,crispant,cris-pant,kRis-p@,0.41,kRisp@,8,6
7753,crispation,cris-pa-tion,kRis-pa-sj§,3.92,kRispasj§,10,9
7754,crisper,cris-per,kRis-pe,30.41,kRispe,7,6
7755,crispin,cris-pin,kRis-p5,0.2,kRisp5,7,6
7756,crissement,cris-se-ment,kRi-s°-m@,9.32,kRis°m@,10,7
7757,crisser,cris-ser,kRi-se,11.49,kRise,7,5
7758,cristal,cris-tal,kRis-tal,18.51,kRistal,7,7
7759,cristallin,cris-tal-lin,kRis-ta-l5,4.59,kRistal5,10,8
7764,critique,cri-ti-que,kRi-tik,20.54,kRitik,8,6
7765,critiquer,cri-ti-quer,kRi-ti-ke,7.43,kRitike,9,7
7766,critère,cri-tè-re,kRi-tER,1.89,kRitER,7,6
7767,critérium,cri-té-rium,kRi-te-RjOm,0.34,kRiteRjOm,9,9
7768,criée,criée,kRi-je,1.42,kRije,5,5
7769,croassant,croas-sant,kRo-a-s@,0.07,kRoas@,9,6
7771,croasser,croas-ser,kRo-a-se,0.47,kRoase,8,6
7772,croate,croa-te,kRo-at,1.08,kRoat,6,5
7773,croc,croc,kRo,7.84,kRo,4,3
7774,croche,cro-che,kROS,0.41,kROS,6,4
7775,crocher,cro-cher,kRo-Se,1.08,kRoSe,7,5
7776,crochet,cro-chet,kRo-SE,15.81,kRoSE,7,5
7777,crocheter,cro-che-ter,kRO-S°-te,1.55,kROS°te,9,7
7778,crocheteur,cro-che-teur,kRO-S°-t9R,0.07,kROS°t9R,10,8
7779,crochu,cro-chu,kRo-Sy,3.72,kRoSy,6,5
7780,croco,cro-co,kRo-ko,1.35,kRoko,5,5
7781,crocodile,cro-co-di-le,kRo-ko-dil,5.2,kRokodil,9,8
7782,crocus,cro-cus,kRo-kys,0.95,kRokys,6,6
7783,croire,croi-re,kRwaR,947.23,kRwaR,6,5
7784,croisade,croi-sa-de,kRwa-zad,6.15,kRwazad,8,7
7785,croisement,croi-se-ment,kRwa-z°-m@,6.22,kRwaz°m@,10,8
7786,croiser,croi-ser,kRwa-ze,76.35,kRwaze,7,6
7787,croisette,croi-set-te,kRwa-zEt,1.01,kRwazEt,9,7
7788,croiseur,croi-seur,kRwa-z9R,4.59,kRwaz9R,8,7
7789,croisillon,croi-sil-lon,kRwa-zi-j§,2.03,kRwazij§,10,8
7790,croisière,croi-siè-re,kRwa-zjER,5.81,kRwazjER,9,8
7791,croissance,crois-san-ce,kRwa-s@s,3.99,kRwas@s,10,7
7792,croissant,crois-sant,kRwa-s@,7.43,kRwas@,9,6
7793,croisé,croi-sé,kRwa-ze,7.64,kRwaze,6,6
7794,croisée,croi-sée,kRwa-ze,6.62,kRwaze,7,6
7795,croix,croix,kRwa,71.62,kRwa,5,4
7796,cromlech,crom-le-ch,kROm-lEk,0.14,kROmlEk,8,7
7797,cromorne,cro-mor-ne,kRo-mORn,0.54,kRomORn,8,7
7798,crooner,croo-ner,kRu-n9R,0.14,kRun9R,7,6
7799,croquant,cro-quant,kRo-k@,1.42,kRok@,8,5
7801,croquemort,cro-que-mort,kRO-k°-mOR,0.14,kROk°mOR,10,8
7802,croquer,cro-quer,kRo-ke,12.64,kRoke,7,5
7803,croquet,cro-quet,kRo-kE,1.49,kRokE,7,5
7804,croqueton,cro-que-ton,kRO-k°-t§,0.14,kROk°t§,9,7
7805,croquette,cro-quet-te,kRo-kEt,0.27,kRokEt,9,6
7806,croquignol,cro-qui-gnol,kRo-ki-NOl,0.27,kRokiNOl,10,8
7808,croquis,cro-quis,kRo-ki,7.64,kRoki,7,5
7809,crosne,cros-ne,kROn,0.27,kROn,6,4
7810,cross,cross,kROs,0.41,kROs,5,4
7811,crosse,cros-se,kROs,11.96,kROs,6,4
7812,crossé,cros-sé,kRo-se,0.07,kRose,6,5
7813,crotale,cro-ta-le,kRo-tal,0.95,kRotal,7,6
7814,croton,cro-ton,kRo-t§,0.07,kRot§,6,5
7815,crotte,crot-te,kROt,6.76,kROt,6,4
7816,crotter,crot-ter,kRo-te,1.01,kRote,7,5
7817,crottin,crot-tin,kRo-t5,2.57,kRot5,7,5
7818,crotté,crot-té,kRo-te,0.95,kRote,6,5
7819,crouillat,crouil-lat,kRu-ja,0.88,kRuja,9,5
7820,crouille,crouil-le,kRuj,0.07,kRuj,8,4
7821,croulant,crou-lant,kRu-l@,3.72,kRul@,8,5
7822,croule,crou-le,kRul,0.07,kRul,6,4
7823,croulement,crou-le-ment,kRu-l°-m@,0.07,kRul°m@,10,7
7824,crouler,crou-ler,kRu-le,8.24,kRule,7,5
7825,croup,croup,kRup,0.61,kRup,5,4
7826,croupade,crou-pa-de,kRu-pad,0.14,kRupad,8,6
7827,croupe,crou-pe,kRup,14.05,kRup,6,4
7828,croupi,crou-pi,kRu-pi,1.42,kRupi,6,5
7829,croupier,crou-pier,kRu-pje,0.61,kRupje,8,6
7830,croupion,crou-pion,kRu-pj§,1.08,kRupj§,8,6
7831,croupir,crou-pir,kRu-piR,4.93,kRupiR,7,6
7835,croupière,crou-piè-re,kRu-pjER,0.27,kRupjER,9,7
7836,croupon,crou-pon,kRu-p§,0.2,kRup§,7,5
7837,croustade,crous-ta-de,kRus-tad,0.2,kRustad,9,7
7841,croyable,croya-ble,kRwa-jabl,5.14,kRwajabl,8,8
7842,croyance,croyan-ce,kRwa-j@s,6.55,kRwaj@s,8,7
7843,croyant,croyant,kRwa-j@,6.96,kRwaj@,7,6
7844,croître,croî-tre,kRwatR,10.34,kRwatR,7,6
7845,croûte,croû-te,kRut,17.3,kRut,6,4
7846,croûter,croû-ter,kRu-te,1.01,kRute,7,5
7847,croûteux,croû-teux,kRu-t2,0.68,kRut2,8,5
7848,croûton,croû-ton,kRu-t§,3.78,kRut§,7,5
7849,cru,cru,kRy,7.3,kRy,3,3
7850,cruauté,cruau-té,kRy-o-te,15.88,kRyote,7,6
7851,cruche,cru-che,kRyS,4.46,kRyS,6,4
7852,cruchon,cru-chon,kRy-S§,0.81,kRyS§,7,5
7853,crucial,cru-cial,kRy-sjal,2.91,kRysjal,7,7
7855,crucifiant,cru-ci-fiant,kRy-si-fj@,0.14,kRysifj@,10,8
7857,crucifier,cru-ci-fier,kRy-si-fje,2.77,kRysifje,9,8
7858,crucifix,cru-ci-fix,kRy-si-fi,7.43,kRysifi,8,7
7860,crucifié,cru-ci-fié,kRy-si-fje,1.76,kRysifje,8,8
7861,cruciforme,cru-ci-for-me,kRy-si-fORm,0.27,kRysifORm,10,9
7862,crucifère,cru-ci-fè-re,kRy-si-fER,0.27,kRysifER,9,8
7864,crudité,cru-di-té,kRy-di-te,1.96,kRydite,7,7
7865,crue,crue,kRy,3.58,kRy,4,3
7866,cruel,cruel,kRy-El,35.88,kRyEl,5,5
7868,crustacé,crus-ta-cé,kRys-ta-se,1.89,kRystase,8,8
7869,crypte,cryp-te,kRipt,3.18,kRipt,6,5
7870,crypto,cryp-to,kRip-to,0.07,kRipto,6,6
7871,cryptogame,cryp-to-ga-me,kRip-to-gam,0.07,kRiptogam,10,9
7874,crâne,crâ-ne,kRan,56.82,kRan,5,4
7875,crânement,crâ-ne-ment,kRa-n°-m@,1.15,kRan°m@,9,7
7876,crâner,crâ-ner,kRa-ne,2.23,kRane,6,5
7877,crânerie,crâ-ne-rie,kRa-n°-Ri,0.27,kRan°Ri,8,7
7878,crâneur,crâ-neur,kRa-n9R,1.01,kRan9R,7,6
7879,crânien,crâ-nien,kRa-nj5,1.15,kRanj5,7,6
7880,crèche,crè-che,kRES,9.39,kRES,6,4
7881,crème,crè-me,kREm,5.54,kREm,5,4
7882,crève,crè-ve,kREv,2.3,kREv,5,4
7883,créance,créan-ce,kRe-@s,1.55,kRe@s,7,5
7884,créancier,créan-cier,kRe-@-sje,1.42,kRe@sje,9,7
7885,créateur,créa-teur,kRe-a-t9R,5.88,kReat9R,8,7
7886,créatif,créa-tif,kRe-a-tif,0.2,kReatif,7,7
7887,création,créa-tion,kRe-a-sj§,18.72,kReasj§,8,7
7888,créativité,créa-ti-vi-té,kRe-a-ti-vi-te,0.34,kReativite,10,10
7889,créature,créa-tu-re,kRe-a-tyR,27.23,kReatyR,8,7
7890,crécelle,cré-cel-le,kRe-sEl,1.82,kResEl,8,6
7891,crécerelle,cré-ce-rel-le,kRe-s°-REl,0.2,kRes°REl,10,8
7892,crécher,cré-cher,kRe-Se,2.43,kReSe,7,5
7893,crécy,cré-cy,kRe-si,0.2,kResi,5,5
7894,crédence,cré-den-ce,kRe-d@s,0.95,kRed@s,8,6
7896,crédible,cré-di-ble,kRe-dibl,0.88,kRedibl,8,7
7897,crédit,cré-dit,kRe-di,20.27,kRedi,6,5
7898,créditer,cré-di-ter,kRe-di-te,0.61,kRedite,8,7
7899,créditeur,cré-di-teur,kRe-di-t9R,0.14,kRedit9R,9,8
7900,crédié,cré-dié,kRe-dje,0.2,kRedje,6,6
7901,crédule,cré-du-le,kRe-dyl,1.42,kRedyl,7,6
7902,crédulité,cré-du-li-té,kRe-dy-li-te,1.69,kRedylite,9,9
7903,créer,créer,kRe-e,54.8,kRee,5,4
7905,crémant,cré-mant,kRe-m@,0.14,kRem@,7,5
7906,crémation,cré-ma-tion,kRe-ma-sj§,0.14,kRemasj§,9,8
7907,crématoire,cré-ma-toi-re,kRe-ma-twaR,0.88,kRematwaR,10,9
7909,crémer,cré-mer,kRe-me,0.14,kReme,6,5
7910,crémerie,cré-me-rie,kRE-m°-Ri,0.81,kREm°Ri,8,7
7911,crémeux,cré-meux,kRe-m2,3.24,kRem2,7,5
7912,crémier,cré-mier,kRe-mje,1.82,kRemje,7,6
7913,crémone,cré-mo-ne,kRe-mOn,0.34,kRemOn,7,6
7914,créneau,cré-neau,kRe-no,5.34,kReno,7,5
7915,crénelé,cré-ne-lé,kRe-n°-le,1.15,kRen°le,7,7
7916,crénom,cré-nom,kRe-n§,0.14,kRen§,6,5
7917,créole,créo-le,kRe-Ol,1.01,kReOl,6,5
7918,créosote,créo-so-te,kRe-o-zOt,0.41,kReozOt,8,7
7919,crépi,cré-pi,kRe-pi,3.31,kRepi,5,5
7920,crépine,cré-pi-ne,kRe-pin,0.07,kRepin,7,6
7921,crépinette,cré-pi-net-te,kRe-pi-nEt,0.14,kRepinEt,10,8
7922,crépir,cré-pir,kRe-piR,1.28,kRepiR,6,6
7923,crépissage,cré-pis-sa-ge,kRe-pi-saZ,0.07,kRepisaZ,10,8
7924,crépitant,cré-pi-tant,kRe-pi-t@,1.35,kRepit@,9,7
7926,crépiter,cré-pi-ter,kRe-pi-te,10.2,kRepite,8,7
7927,crépon,cré-pon,kRe-p§,0.47,kRep§,6,5
7928,crépu,cré-pu,kRe-py,2.84,kRepy,5,5
7930,crépuscule,cré-pus-cu-le,kRe-pys-kyl,26.35,kRepyskyl,10,9
7931,créquier,cré-quier,kRe-kje,0.07,kRekje,8,6
7932,crésyl,cré-syl,kRe-zil,0.41,kRezil,6,6
7933,crétacé,cré-ta-cé,kRe-ta-se,0.07,kRetase,7,7
7934,crételle,cré-tel-le,kRe-tEl,0.14,kRetEl,8,6
7935,crétin,cré-tin,kRe-t5,8.58,kRet5,6,5
7936,crétinerie,cré-ti-ne-rie,kRe-ti-n°-Ri,0.14,kRetin°Ri,10,9
7939,crétinisme,cré-ti-nis-me,kRe-ti-nizm,0.41,kRetinizm,10,9
7940,crétois,cré-tois,kRe-twa,0.88,kRetwa,7,6
7941,crêpage,crê-pa-ge,kRE-paZ,0.14,kREpaZ,7,6
7942,crêpe,crê-pe,kREp,9.05,kREp,5,4
7943,crêpelure,crê-pe-lu-re,kRE-p°-lyR,0.14,kREp°lyR,9,8
7944,crêper,crê-per,kRe-pe,1.01,kRepe,6,5
7945,crête,crê-te,kREt,26.22,kREt,5,4
7946,crûment,crû-ment,kRy-m@,1.89,kRym@,7,5
7947,cuadrilla,cua-dril-la,kwa-dRi-ja,0.74,kwadRija,9,8
7948,cubage,cu-ba-ge,ky-baZ,0.34,kybaZ,6,5
7949,cubain,cu-bain,ky-b5,0.61,kyb5,6,4
7950,cube,cu-be,kyb,11.76,kyb,4,3
7951,cubique,cu-bi-que,ky-bik,1.82,kybik,7,5
7952,cubisme,cu-bis-me,ky-bizm,0.54,kybizm,7,6
7953,cubiste,cu-bis-te,ky-bist,0.74,kybist,7,6
7954,cubitus,cu-bi-tus,ky-bi-tys,0.14,kybitys,7,7
7955,cucaracha,cu-ca-ra-cha,ku-ka-Rat-Sa,0.07,kukaRatSa,9,9
