,word,freq,len,pron,phlen
2578,clairon,5.61,7,klER&,5
2579,claironnant,1.08,11,klERon@,7
2580,claironner,3.24,10,klERone,7
2581,clairvoyance,1.89,12,klERvwaj@s,10
2582,clairvoyant,1.69,11,klERvwaj@,9
2583,clamer,7.3,6,klame,5
2584,clameur,9.73,7,klam9R,6
2585,clamser,1.69,7,klamse,6
2586,clan,16.42,4,kl@,3
2587,clandestin,19.4,10,kl@dEst5,8
2588,clandestinement,2.84,15,kl@dEstin°m@,12
2590,clapet,1.15,6,klapE,5
2591,clapier,2.84,7,klapje,6
2594,clapoter,3.24,8,klapote,7
2595,clapotis,5.41,8,klapoti,7
2596,claquant,1.42,8,klak@,5
2597,claque,14.26,6,klak,4
2598,claquement,14.73,10,klak°m@,7
2600,claquer,74.19,7,klake,5
2601,claquette,1.22,9,klakEt,6
2602,clarinette,3.58,10,klaRinEt,8
2603,clash,1.55,5,klaS,4
2604,class,1.08,5,klas,4
2605,classe,108.92,6,klas,4
2606,classement,2.09,10,klas°m@,7
2607,classer,12.7,7,klase,5
2608,classeur,3.38,8,klas9R,6
2609,classification,1.08,14,klasifikasj&,12
2610,classique,25.81,9,klasik,6
2611,claude,2.64,6,klod,4
2612,clause,1.89,6,kloz,4
2613,claustration,1.01,12,klostRasj&,10
2614,clavecin,2.43,8,klav°s5,7
2615,clavicule,1.28,9,klavikyl,8
2616,clavier,3.58,7,klavje,6
2617,clebs,3.11,5,klEps,5
2618,clef,44.86,4,kle,3
2620,clerc,9.26,5,klER,4
2621,clic,1.08,4,klik,4
2622,client,81.55,6,klij@,5
2623,clignement,2.03,10,kliN°m@,7
2624,cligner,18.85,7,kliNe,5
2625,clignotant,4.12,10,kliNot@,7
2626,clignotement,1.49,12,kliNOt°m@,9
2627,clignoter,5.68,9,kliNote,7
2628,climat,18.99,6,klima,5
2629,clin,19.46,4,kl5,3
2630,clinique,13.64,8,klinik,6
2631,clinquant,2.77,9,kl5k@,5
2632,clip,1.28,4,klip,4
2633,clique,3.11,6,klik,4
2634,cliqueter,3.11,9,klik°te,7
2635,cliquetis,8.04,9,klik°ti,7
2636,cloaque,1.89,7,kloak,5
2637,clochard,10.88,8,kloSaR,6
2638,cloche,37.9,6,klOS,4
2639,clocher,16.62,7,kloSe,5
2641,clochette,5.74,9,kloSEt,6
2642,clodo,4.05,5,klodo,5
2643,cloison,18.24,7,klwaz&,6
2644,clope,4.93,5,klOp,4
2645,clopiner,1.01,8,klopine,7
2646,cloporte,2.97,8,klopORt,7
2647,cloque,3.45,6,klOk,4
2649,clore,31.28,5,klOR,4
2650,clos,22.64,4,klo,3
2651,clou,27.5,4,klu,3
2652,clouer,19.39,6,klue,4
2653,clown,9.19,5,klun,4
2654,club,21.42,4,kl9b,4
2656,coaguler,2.64,8,koagyle,7
2657,coalition,3.45,9,koalisj&,8
2658,coca,2.64,4,koka,4
2659,cocarde,1.49,7,kokaRd,6
2660,cocasse,2.84,7,kokas,5
2661,coccinelle,1.82,10,koksinEl,8
2662,coche,1.89,5,kOS,3
2663,cocher,8.51,6,koSe,4
2664,cochon,27.37,6,koS&,4
2665,cochonnerie,4.05,11,koSOn°Ri,8
2666,cocker,1.08,6,kokER,5
2667,cocktail,9.59,8,kOktEl,6
2668,coco,7.77,4,koko,4
2669,cocon,3.24,5,kok&,4
2670,cocorico,1.01,8,kokoRiko,8
2671,cocotier,2.43,8,kokotje,7
2672,cocotte,6.15,7,kokOt,5
2673,cocu,5.81,4,koky,4
2674,code,15.0,4,kOd,3
2675,coefficient,1.22,11,koefisj@,8
2676,coeur,400.74,5,k9R,3
2677,coexister,1.28,9,koEgziste,9
2678,coffre,29.32,6,kOfR,4
2679,coffret,6.42,7,kofRE,5
2680,cognac,11.01,6,koNak,5
2681,cogne,2.77,5,kON,3
2682,cogner,34.26,6,koNe,4
2683,cohabitation,1.15,12,koabitasj&,10
2684,cohabiter,1.08,9,koabite,7
2685,cohorte,4.53,7,koORt,5
2686,cohue,7.7,5,koy,3
2687,coi,3.58,3,kwa,3
2688,coiffe,5.41,6,kwaf,4
2689,coiffer,42.43,7,kwafe,5
2690,coiffeur,21.82,8,kwaf9R,6
2691,coiffure,15.81,8,kwafyR,6
2692,coin,199.26,4,kw5,3
2693,coincer,30.61,7,kw5se,5
2694,coke,5.47,4,kok,3
2695,col,57.43,3,kOl,3
2696,colifichet,1.08,10,kolifiSE,8
2697,colique,2.03,7,kolik,5
2698,colis,10.54,5,koli,4
2699,collabo,2.43,7,kolabo,6
2700,collaborateur,11.49,13,kolaboRat9R,11
2701,collaboration,12.5,13,kolaboRasj&,11
2702,collaborer,5.41,10,kolaboRe,8
2703,collant,9.39,7,kol@,4
2704,collation,2.03,9,kolasj&,7
2705,colle,9.32,5,kOl,3
2706,collecte,1.49,8,kolEkt,6
2707,collecter,1.01,9,kolEkte,7
2708,collecteur,1.28,10,kolEkt9R,8
2709,collectif,15.68,9,kolEktif,8
2710,collection,25.68,10,kolEksj&,8
2711,collectionner,5.07,13,kolEksjone,10
2712,collectionneur,4.32,14,kolEksjon9R,11
2713,coller,107.16,6,kole,4
2714,collerette,2.09,10,kOl°REt,7
2715,collet,3.72,6,kolE,4
2716,collier,20.0,7,kolje,5
2717,colline,55.61,7,kolin,5
2718,collision,2.23,9,kolizj&,7
2719,colloque,2.23,8,kolOk,5
2720,colmater,1.76,8,kOlmate,7
2721,colo,2.91,4,kolo,4
2722,colombe,5.34,7,kol&b,5
2724,colombier,1.49,9,kol&bje,7
2725,colon,4.05,5,kol&,4
2726,colonel,47.03,7,kolonEl,7
2727,colonial,13.92,8,kolonjal,8
2728,colonie,19.05,7,koloni,6
2729,coloniser,1.62,9,kolonize,8
2730,colonnade,2.84,9,kolonad,7
2731,colonne,50.07,7,kolOn,5
2733,coloration,1.49,10,koloRasj&,9
2734,colorer,9.39,7,koloRe,6
2735,colorier,5.41,8,koloRje,7
2736,coloris,1.62,7,koloRi,6
2737,colossal,9.05,8,kolosal,7
2738,colosse,6.82,7,kolOs,5
2739,colporter,2.16,9,kOlpORte,8
2740,colporteur,1.42,10,kOlpORt9R,9
2741,colt,1.82,4,kOlt,4
2742,coltiner,3.04,8,kOltine,7
2743,coma,4.93,4,koma,4
2744,comac,1.22,5,komak,5
2745,comateux,1.08,8,komat2,6
2746,combat,72.57,6,k&ba,4
2747,combatif,1.42,8,k&batif,7
2748,combattant,34.32,10,k&bat@,6
2749,combattre,36.35,9,k&batR,6
2750,combe,4.59,5,k&b,3
2751,combien,108.04,7,k&bj5,5
2752,combinaison,17.43,11,k&binEz&,8
2753,combine,8.24,7,k&bin,5
2754,combiner,6.35,8,k&bine,6
2755,comble,30.34,6,k&bl,4
2756,combler,25.34,7,k&ble,5
2757,combustible,1.49,11,k&bystibl,9
2758,combustion,1.89,10,k&bystj&,8
2759,comestible,2.36,10,komEstibl,9
2760,comique,17.37,7,komik,5
2761,comiquement,1.35,11,komik°m@,8
2762,commandant,54.94,10,kom@d@,6
2763,commande,18.72,8,kom@d,5
2764,commandement,47.23,12,kom@d°m@,8
2765,commander,80.34,9,kom@de,6
2766,commanditaire,1.08,13,kom@ditER,9
2767,commando,6.82,8,kom@do,6
2768,comme,3795.0,5,kOm,3
2769,commencement,16.55,12,kom@s°m@,8
2770,commencer,421.89,9,kom@se,6
2771,comment,406.28,7,kom@,4
2772,commentaire,20.81,11,kom@tER,7
2773,commentateur,1.89,12,kom@tat9R,9
2774,commenter,19.93,9,kom@te,6
2775,commerce,29.93,8,komERs,6
2776,commercer,1.01,9,komERse,7
2777,commercial,9.73,10,komERsjal,9
2778,commettre,37.16,9,komEtR,6
2779,commis,10.0,6,komi,4
2780,commissaire,36.69,11,komisER,7
2781,commissariat,12.7,12,komisaRja,9
2782,commission,17.43,10,komisj&,7
2783,commissionnaire,1.22,15,komisjonER,10
2785,commode,29.25,7,komOd,5
2786,commun,98.72,6,kom1,4
2787,communal,18.51,8,komynal,7
2788,communautaire,1.49,13,komynotER,9
2789,commune,10.27,7,komyn,5
2790,communiant,3.18,10,komynj@,7
2791,communicatif,2.7,12,komynikatif,11
2792,communication,26.82,13,komynikasj&,11
2793,communier,6.62,9,komynje,7
2794,communion,13.04,9,komynj&,7
2795,communiquer,26.49,11,komynike,8
2796,communisme,9.66,10,komynizm,8
2797,communiste,49.05,10,komynist,8
2798,commutateur,2.77,11,komytat9R,9
2799,compact,10.47,7,k&pakt,6
2800,compagnie,97.16,9,k&paNi,6
2801,compagnon,80.0,9,k&paN&,6
2802,comparable,6.08,10,k&paRabl,8
2803,comparaison,13.72,11,k&paREz&,8
2804,comparer,26.01,8,k&paRe,6
2805,comparse,1.76,8,k&paRs,6
2806,compartiment,13.58,12,k&paRtim@,9
2807,compas,2.84,6,k&pa,4
2808,compassion,7.3,10,k&pasj&,7
2809,compatible,2.09,10,k&patibl,8
2810,compatir,2.57,8,k&patiR,7
2811,compatissant,3.18,12,k&patis@,8
2812,compatriote,9.05,11,k&patRijOt,10
2813,compensation,5.81,12,k&p@sasj&,9
2814,compenser,9.32,9,k&p@se,6
2815,complainte,2.3,10,k&pl5t,6
2816,complaire,4.19,9,k&plER,6
2817,complaisamment,3.18,14,k&plEzam@,9
2818,complaisance,11.22,12,k&plEz@s,8
2819,complaisant,4.93,11,k&plEz@,7
2820,complet,54.66,7,k&plE,5
2821,complexe,16.96,8,k&plEks,7
2822,complication,8.38,12,k&plikasj&,10
2823,complice,31.82,8,k&plis,6
2824,compliment,15.0,10,k&plim@,7
2825,complimenter,1.55,12,k&plim@te,9
2826,compliquer,18.85,10,k&plike,7
2827,complot,6.49,7,k&plo,5
2828,comploter,2.5,9,k&plote,7
2829,compo,1.35,5,k&po,4
2830,componction,1.76,11,k&p&ksj&,8
2831,comportement,17.03,12,k&pORt°m@,9
2832,comporter,30.54,9,k&pORte,7
2833,composant,1.49,9,k&poz@,6
2834,composer,47.57,8,k&poze,6
2835,composite,1.01,9,k&pozit,7
2836,compositeur,3.38,11,k&pozit9R,9
2837,composition,17.43,11,k&pozisj&,9
2838,compote,3.31,7,k&pOt,5
2839,comprendre,614.8,10,k&pR@dR,7
2840,compresse,2.03,9,k&pREs,6
2841,comprimer,3.99,9,k&pRime,7
2842,compris,11.01,7,k&pRi,5
2843,compromettant,2.64,13,k&pRomEt@,9
2844,compromettre,16.62,12,k&pRomEtR,9
2845,compromis,5.88,9,k&pRomi,7
2846,compromission,1.62,13,k&pRomisj&,10
2847,comptabiliser,1.28,13,k&tabilize,10
2848,comptable,7.03,9,k&tabl,6
2849,comptant,1.22,8,k&t@,4
2850,compte,208.38,6,k&t,3
2851,compter,203.72,7,k&te,4
2852,compteur,5.95,8,k&t9R,5
2853,comptine,1.76,8,k&tin,5
2854,comptoir,41.55,8,k&twaR,6
2855,compulser,1.69,9,k&pylse,7
2856,comte,67.77,5,k&t,3
2857,con,102.91,3,k&,2
2858,concasser,1.76,9,k&kase,6
2859,concave,1.22,7,k&kav,5
2860,concentration,10.41,13,k&s@tRasj&,10
2861,concentrer,18.92,10,k&s@tRe,7
2863,concept,3.24,7,k&sEpt,6
2864,conception,11.55,10,k&sEpsj&,8
2865,concernant,14.26,10,k&sERn@,7
2866,concerner,50.47,9,k&sERne,7
2867,concert,30.14,7,k&sER,5
2868,concerter,3.78,9,k&sERte,7
2869,concerto,2.77,8,k&sERto,7
2870,concession,14.12,10,k&sesj&,7
2871,concevable,2.77,10,k&s°vabl,8
2872,concevoir,27.84,9,k&s°vwaR,8
2873,concierge,29.05,9,k&sjERZ,7
2874,concile,3.11,7,k&sil,5
2875,conciliabule,3.58,12,k&siljabyl,10
2876,conciliant,3.85,10,k&silj@,7
2877,conciliation,1.82,12,k&siljasj&,10
2878,concilier,5.0,9,k&silje,7
2879,concitoyen,1.62,10,k&sitwaj5,9
2880,conclure,51.76,8,k&klyR,6
2881,conclusion,20.68,10,k&klyzj&,8
2882,concocter,1.01,9,k&kOkte,7
2883,concombre,4.12,9,k&k&bR,6
2884,concorde,1.22,8,k&kORd,6
2885,concourir,3.72,9,k&kuRiR,7
2886,concours,31.69,8,k&kuR,5
2887,concret,7.09,7,k&kRE,5
2888,concubin,2.84,8,k&kyb5,6
2889,concupiscence,2.09,13,k&kypis@s,9
2890,concurrence,5.0,11,k&kyR@s,7
2891,concurrent,5.13,10,k&kyR@,6
2892,condamnation,8.85,12,k&danasj&,9
2893,condamner,44.59,9,k&dane,6
2894,condensation,1.22,12,k&d@sasj&,9
2895,condenser,2.7,9,k&d@se,6
2896,condescendance,4.53,14,k&des@d@s,9
2897,condescendant,2.09,13,k&des@d@,8
2898,condescendre,1.01,12,k&des@dR,8
2899,condisciple,3.11,11,k&disipl,8
2900,condition,91.62,9,k&disj&,7
2901,conditionner,1.55,12,k&disjone,9
2902,conducteur,15.14,10,k&dykt9R,8
2903,conduire,144.66,8,k&d8iR,6
2904,conduit,4.05,7,k&d8i,5
2905,conduite,26.76,8,k&d8it,6
2906,confection,3.51,10,k&fEksj&,8
2907,confectionner,10.0,13,k&fEksjone,10
2908,confesser,10.2,9,k&fese,6
2909,confesseur,2.7,10,k&fEs9R,7
2910,confession,10.0,10,k&fesj&,7
2911,confessionnal,1.89,13,k&fEsjonal,10
2912,confetti,3.78,8,k&feti,6
2913,confiance,91.96,9,k&fj@s,6
2914,confiant,10.34,8,k&fj@,5
2915,confidence,24.53,10,k&fid@s,7
2916,confident,5.54,9,k&fid@,6
2917,confidentiel,4.73,12,k&fid@sjEl,10
2918,confier,69.53,7,k&fje,5
2919,configuration,1.55,13,k&figyRasj&,11
2920,confiner,5.34,8,k&fine,6
2921,confins,7.3,7,k&f5,4
2922,confirmation,5.27,12,k&fiRmasj&,10
2923,confirmer,27.57,9,k&fiRme,7
2924,confiserie,1.69,10,k&fiz°Ri,8
2925,confiseur,1.15,9,k&fiz9R,7
2926,confisquer,3.58,10,k&fiske,7
2927,confit,2.43,6,k&fi,4
2928,confiture,15.41,9,k&fityR,7
2929,conflit,14.12,7,k&fli,5
2930,confondre,53.85,9,k&f&dR,6
2931,confondu,3.85,8,k&f&dy,6
2932,conforme,10.2,8,k&fORm,6
2933,conformer,5.0,9,k&fORme,7
2934,conformisme,3.31,11,k&fORmizm,9
2935,conformiste,1.22,11,k&fORmist,9
2936,confort,17.03,7,k&fOR,5
2937,confortable,15.2,11,k&fORtabl,9
2938,confortablement,3.24,15,k&fORtabl°m@,12
2939,conforter,1.82,9,k&fORte,7
2940,confrontation,3.45,13,k&fR&tasj&,10
2941,confronter,5.41,10,k&fR&te,7
2942,confus,37.23,6,k&fy,4
2943,confusion,20.61,9,k&fyzj&,7
2944,congestion,1.76,10,k&ZEstj&,8
2945,congratuler,2.3,11,k&gRatyle,9
2946,conique,2.64,7,konik,5
2947,conjecture,1.55,10,k&ZEktyR,8
2948,conjoint,1.76,8,k&Zw5,5
2949,conjointement,1.35,13,k&Zw5t°m@,9
2950,conjonction,2.43,11,k&Z&ksj&,8
2951,conjoncture,2.5,11,k&Z&ktyR,8
2952,conjugaison,1.15,11,k&ZygEz&,8
2953,conjugal,9.59,8,k&Zygal,7
2954,conjuguer,5.74,9,k&Zyge,6
2955,conjuration,1.69,11,k&ZyRasj&,9
2956,conjurer,6.35,8,k&ZyRe,6
2957,connaissance,67.5,12,konEs@s,7
2958,connaisseur,8.58,11,konEs9R,7
2959,connard,8.44,7,konaR,5
2960,connasse,2.03,8,konas,5
2962,connerie,29.73,8,kOn°Ri,6
2963,connivence,6.69,10,koniv@s,7
2964,connu,28.92,5,kony,4
2965,conque,2.23,6,k&k,3
2966,conquis,2.7,7,k&ki,4
2967,conquistador,1.69,12,k&kistadOR,10
2968,consacrer,38.18,9,k&sakRe,7
2969,consciemment,2.36,12,k&sjam@,7
2970,conscience,81.55,10,k&sj@s,6
2971,consciencieux,3.38,13,k&sj@sj2,8
2972,conscient,14.59,9,k&sj@,5
2973,conscrit,1.89,8,k&skRi,6
2974,conseil,84.46,7,k&sEj,5
2975,conseiller,54.25,10,k&seje,6
2976,consentant,2.77,10,k&s@t@,6
2977,consentement,5.95,12,k&s@t°m@,8
2978,consentir,34.46,9,k&s@tiR,7
2979,conservateur,8.98,12,k&sERvat9R,10
2980,conservation,3.24,12,k&sERvasj&,10
2981,conservatoire,2.97,13,k&sERvatwaR,11
2982,conserve,14.26,8,k&sERv,6
2983,conserver,55.14,9,k&sERve,7
2984,consigne,15.81,8,k&siN,5
2985,consigner,5.47,9,k&siNe,6
2986,consistance,7.43,11,k&sist@s,8
2987,consistant,1.55,10,k&sist@,7
2988,consister,31.35,9,k&siste,7
2989,consolant,2.16,9,k&sol@,6
2990,consolation,10.74,11,k&solasj&,9
2991,console,3.72,7,k&sOl,5
2992,consoler,33.18,8,k&sole,6
2993,consolider,4.19,10,k&solide,8
2994,consommateur,6.22,12,k&somat9R,9
2995,consommation,9.66,12,k&somasj&,9
2996,consommer,11.35,9,k&some,6
2997,consonance,1.89,10,k&son@s,7
2998,consonne,1.69,8,k&sOn,5
2999,conspirateur,1.89,12,k&spiRat9R,10
3000,conspiration,2.91,12,k&spiRasj&,10
3001,conspirer,1.35,9,k&spiRe,7
3002,conspuer,1.15,8,k&sp8e,6
3003,constamment,15.68,11,k&stam@,7
3004,constance,2.97,9,k&st@s,6
3005,constant,16.82,8,k&st@,5
3006,constat,3.45,7,k&sta,5
3007,constatation,4.86,12,k&statasj&,10
3008,constater,57.43,9,k&state,7
3009,constellation,6.76,13,k&stElasj&,10
3010,consternant,1.49,11,k&stERn@,8
3011,consternation,4.53,13,k&stERnasj&,11
3012,constipation,1.69,12,k&stipasj&,10
3013,constituant,4.93,11,k&stit8@,8
3014,constituer,54.39,10,k&stit8e,8
3015,constitution,9.12,12,k&stitysj&,10
3016,constitutionnel,2.5,15,k&stitysjonEl,13
3017,constructeur,1.82,12,k&stRykt9R,10
3018,constructif,1.28,11,k&stRyktif,10
3019,construction,24.12,12,k&stRyksj&,10
3020,construire,52.64,10,k&stR8iR,8
3021,consul,10.07,6,k&syl,5
3022,consulat,2.43,8,k&syla,6
3023,consultatif,6.28,11,k&syltatif,10
3024,consultation,8.24,12,k&syltasj&,10
3025,consulter,36.22,9,k&sylte,7
3026,consumer,9.93,8,k&syme,6
3027,contact,65.47,7,k&takt,6
3028,contacter,2.03,9,k&takte,7
3029,contagieux,4.05,10,k&taZj2,7
3030,contagion,3.72,9,k&taZj&,7
3031,container,1.01,9,k&tEnER,7
3032,contamination,1.35,13,k&taminasj&,11
3033,contaminer,4.32,10,k&tamine,8
3034,conte,15.07,5,k&t,3
3035,contemplatif,1.42,12,k&t@platif,10
3036,contemplation,9.66,13,k&t@plasj&,10
3037,contempler,64.46,10,k&t@ple,7
3038,contemporain,12.16,12,k&t@poR5,8
3039,contenance,6.15,10,k&t°n@s,7
3040,contenir,58.92,8,k&t°niR,7
3041,content,88.99,7,k&t,3
3042,contentement,6.35,12,k&t@t°m@,8
3043,contenter,60.61,9,k&t@te,6
3044,contenu,24.86,7,k&t°ny,6
3045,conter,8.99,6,k&te,4
3046,contestable,1.69,11,k&tEstabl,9
3047,contestation,3.24,12,k&tEstasj&,10
3048,conteste,1.01,8,k&tEst,6
3049,contester,8.58,9,k&tEste,7
3050,conteur,4.46,7,k&t9R,5
3051,contexte,2.3,8,k&tEkst,7
3052,contigu,2.3,7,k&tigy,6
3053,continent,15.95,9,k&tin@,6
3054,continental,1.22,11,k&tin@tal,9
3055,contingence,1.76,11,k&t5Z@s,7
3056,contingent,2.64,10,k&t5Z@,6
3057,continu,9.66,7,k&tiny,6
3058,continuation,1.01,12,k&tin8asj&,10
3059,continue,8.85,8,k&tiny,6
3060,continuel,6.76,9,k&tin8El,8
3061,continuellement,4.8,15,k&tin8El°m@,11
3062,continuer,282.77,9,k&tin8e,7
3063,contorsion,2.23,10,k&tORsj&,8
3064,contorsionner,2.09,13,k&tORsjone,10
3065,contour,16.28,7,k&tuR,5
3066,contourner,19.59,10,k&tuRne,7
3067,contracter,12.3,10,k&tRakte,8
3068,contraction,2.97,11,k&tRaksj&,9
3069,contradiction,12.97,13,k&tRadiksj&,11
3070,contradictoire,9.05,14,k&tRadiktwaR,12
3071,contraignant,1.15,12,k&tREN@,7
3072,contraindre,24.73,11,k&tR5dR,7
3073,contraint,4.46,9,k&tR5,5
3074,contrainte,5.81,10,k&tR5t,6
3075,contraire,140.54,9,k&tRER,6
3076,contrairement,10.41,13,k&tRER°m@,9
3077,contrariant,1.55,11,k&tRaRj@,8
3078,contrarier,13.31,10,k&tRaRje,8
3079,contraste,12.5,9,k&tRast,7
3080,contraster,8.58,10,k&tRaste,8
3081,contrat,15.0,7,k&tRa,5
3082,contravention,1.22,13,k&tRav@sj&,10
3083,contre,596.96,6,k&tR,4
3084,contrebande,1.96,11,k&tR°b@d,8
3085,contrebandier,1.08,13,k&tR°b@dje,10
3086,contrebas,6.49,9,k&tR°ba,7
3087,contrecarrer,1.82,12,k&tR°kaRe,9
3088,contrecoeur,3.38,11,k&tR°k9R,8
3089,contrecoup,2.03,10,k&tR°ku,7
3090,contredire,7.84,10,k&tR°diR,8
3091,contrefort,3.65,10,k&tR°fOR,8
3092,contrepartie,2.16,12,k&tR°paRti,10
3093,contrepoids,1.82,11,k&tR°pwa,8
3094,contrepoint,1.62,11,k&tR°pw5,8
3095,contrer,18.72,7,k&tRe,5
3096,contresens,1.55,10,k&tR°s@s,8
3097,contretemps,3.18,11,k&tR°t@,7
3098,contrevenir,1.08,11,k&tR°v°niR,10
3100,contribuer,18.11,10,k&tRib8e,8
3101,contribution,5.34,12,k&tRibysj&,10
3102,contrit,2.5,7,k&tRi,5
3103,contrition,1.76,10,k&tRisj&,8
3104,controverse,2.57,11,k&tRovERs,9
3105,convaincant,4.26,11,k&v5k@,6
3106,convaincre,46.35,10,k&v5kR,6
3107,convaincu,12.9,9,k&v5ky,6
3108,convalescence,3.24,13,k&vales@s,9
3109,convalescent,3.24,12,k&vales@,8
3110,convenable,16.22,10,k&v°nabl,8
3111,convenablement,6.22,14,k&v°nabl°m@,11
3112,convenance,5.47,10,k&v°n@s,7
3113,convenir,73.78,8,k&v°niR,7
3114,convention,12.64,10,k&v@sj&,7
3115,conventionnel,3.92,13,k&v@sjonEl,10
3116,convenu,5.07,7,k&v°ny,6
3117,convergent,1.08,10,k&vERZ,6
3118,converger,3.99,9,k&vERZe,7
3119,conversation,115.34,12,k&vERsasj&,10
3120,converse,1.28,8,k&vERs,6
3121,converser,4.53,9,k&vERse,7
3122,conversion,3.92,10,k&vERsj&,8
3123,converti,2.3,8,k&vERti,7
3124,convertir,10.34,9,k&vERtiR,8
3125,conviction,37.23,10,k&viksj&,8
3126,convier,7.5,7,k&vje,5
3127,convive,6.49,7,k&viv,5
3128,convocation,3.65,11,k&vokasj&,9
3129,convoi,18.78,6,k&vwa,5
3130,convoiter,5.27,9,k&vwate,7
3131,convoitise,5.2,10,k&vwatiz,8
3132,convoquer,19.32,9,k&voke,6
3133,convoyer,1.89,8,k&vwaje,7
3134,convulser,1.42,9,k&vylse,7
3135,convulsif,3.04,9,k&vylsif,8
3136,convulsion,5.61,10,k&vylsj&,8
3137,convulsivement,1.35,14,k&vylsiv°m@,11
3138,cool,3.18,4,kul,3
3139,coordination,2.16,12,koORdinasj&,11
3140,coordonner,2.09,10,koORdone,8
3141,copain,103.38,6,kop5,4
3142,copeau,5.41,6,kopo,4
3143,copie,14.26,5,kopi,4
3144,copier,8.45,6,kopje,5
3145,copieusement,2.57,12,kopj2z°m@,9
3146,copieux,1.82,7,kopj2,5
3147,coq,19.12,3,kOk,3
3148,coque,12.64,5,kOk,3
3149,coquelicot,3.24,10,kOk°liko,8
3150,coqueluche,2.43,10,kOk°lyS,7
3151,coquet,6.55,6,kokE,4
3152,coquette,2.23,8,kokEt,5
3153,coquetterie,7.03,11,kokEt°Ri,8
3154,coquillage,10.47,10,kokijaZ,7
3155,coquille,13.45,8,kokij,5
3156,coquin,7.5,6,kok5,4
3157,cor,3.92,3,kOR,3
3158,corail,3.51,6,koRaj,5
3159,coran,2.43,5,koR@,4
3160,corbeau,8.85,7,kORbo,5
3161,corbeille,19.12,9,kORbEj,6
3162,corbillard,4.19,10,kORbijaR,8
3163,cordage,3.85,7,kORdaZ,6
3164,corde,48.38,5,kORd,4
3165,cordeau,1.76,7,kORdo,5
3166,cordelette,3.72,10,kORd°lEt,8
3168,cordial,6.76,7,kORdjal,7
3169,cordialement,1.82,12,kORdjal°m@,10
3170,cordon,12.23,6,kORd&,5
3171,cordonnier,3.92,10,kORdonje,8
3172,coriace,2.57,7,koRjas,6
3173,cormoran,1.22,8,kORmoR@,7
3174,corne,19.46,5,kORn,4
3175,corneille,2.36,9,kORnEj,6
3176,corner,3.38,6,koRnER,6
3177,cornet,8.04,6,kORnE,5
3178,cornette,2.7,8,kORnEt,6
3179,corniaud,5.34,8,kORnjo,6
3180,corniche,7.03,8,kORniS,6
3181,cornichon,2.3,9,kORniS&,7
3182,cornu,1.62,5,kORny,5
3183,cornue,1.08,6,kORny,5
3184,corolle,3.65,7,koROl,5
3185,coron,1.76,5,koR&,4
3186,corporation,2.77,11,kORpoRasj&,10
3187,corporel,2.7,8,kORpoREl,8
3188,corps,480.34,5,kOR,3
3189,corpulence,1.76,10,kORpyl@s,8
3190,corpulent,1.76,9,kORpyl@,7
3191,corral,1.08,6,koRal,5
3192,correct,8.18,7,koREkt,6
3193,correctement,5.41,12,koREkt°m@,9
3194,correction,6.08,10,koREksj&,8
3195,correspondance,13.51,14,koREsp&d@s,10
3196,correspondant,9.12,13,koREsp&d@,9
3197,correspondre,19.46,12,koREsp&dR,9
3198,corrida,4.53,7,koRida,6
3199,corridor,12.5,8,koRidOR,7
3200,corriger,16.08,8,koRiZe,6
3201,corroborer,1.15,10,koRoboRe,8
3203,corrompre,3.65,9,koR&pR,6
3204,corrosif,1.35,8,koRozif,7
3205,corruption,3.58,10,koRypsj&,8
3206,corsage,15.14,7,kORsaZ,6
3207,corsaire,3.58,8,kORsER,6
3208,corse,5.4,5,kORs,4
3209,corser,1.69,6,kORse,5
3210,corset,2.91,6,kORsE,5
3211,corseter,1.42,8,kORs2te,7
3212,corso,1.08,5,kORso,5
3213,corvette,1.55,8,kORvEt,6
3214,cosaque,2.09,7,kozak,5
3215,cosmique,3.58,8,kOsmik,6
3216,cosmopolite,2.5,11,kOsmopolit,10
3217,cosmos,1.42,6,kOsmos,6
3218,cossu,4.53,5,kosy,4
3219,costard,6.82,7,kOstaR,6
3220,costaud,11.28,7,kOsto,5
3221,costume,55.88,7,kOstym,6
3222,costumer,1.76,8,kOstyme,7
3223,cote,5.47,4,kOt,3
3224,coteau,7.7,6,koto,4
3225,coter,1.89,5,kote,4
3227,cotisation,1.15,10,kotizasj&,9
3228,coton,26.22,5,kot&,4
3230,cotonneux,3.45,9,koton2,6
3231,cotre,1.96,5,kOtR,4
3232,cotte,4.05,5,kOt,3
3233,cou,115.34,3,ku,2
3234,couac,1.01,5,kwak,4
3235,couchage,1.28,8,kuSaZ,5
3236,couchant,12.09,8,kuS@,4
3237,couche,32.91,6,kuS,3
3238,coucher,205.14,7,kuSe,4
3239,coucherie,1.15,9,kuS°Ri,6
3240,couchette,6.28,9,kuSEt,5
3241,coucou,5.07,6,kuku,4
3242,coude,54.19,5,kud,3
3243,coudre,20.74,6,kudR,4
3244,coudrier,10.41,8,kudRije,7
3245,couenne,1.82,7,kwan,4
3246,couette,2.03,7,kwEt,4
3247,couffin,1.96,7,kuf5,4
3248,couguar,1.01,7,kugaR,5
3249,couic,1.22,5,kwik,4
3250,couille,11.42,7,kuj,3
3251,couillon,3.64,8,kuj&,4
3252,couinement,1.76,10,kwin°m@,7
3253,couiner,3.85,7,kwine,5
