"word","pron","lemme","freq","islem","len","phlen","voisorth","voisphon","syll","nbsyll","Moy_Consistance_GP","Min_Consistance_GP","Nb_Irregular_GP","Pos_Irregular_GP","Moy_Consistance_PG","Min_Consistance_PG","Nb_Irregular_PG","Pos_Irregular_PG","Decom_GP"
"!compo!","!k&po!","compo",1.35,1,7,6,2,8,"k§-po",2,"0,97","0,91","0","0","0,68","0,19","1","2","c-k.om-§.p-p.o-o"
"!componction!","!k&p&ksj&!","componction",1.76,1,13,10,0,1,"k§-p§k-sj§",3,"0,73","0,07","2","6","0,58","0,1","3","2","c-k.om-§.p-p.on-§.c-k.t-s.i-j.on-§"
"!comportement!","!k&pORt°m@!","comportement",17.03,1,14,11,0,0,"k§-pOR-t°-m@",4,"0,78","0,3","2","4","0,79","0,19","2","2","c-k.om-§.p-p.o-O.r-R.t-t.e-°.m-m.ent-@"
"!comporter!","!k&pORte!","comporter",30.54,1,11,9,4,5,"k§-pOR-te",3,"0,88","0,3","1","4","0,74","0,19","2","2","c-k.om-§.p-p.o-O.r-R.t-t.er-e"
"!composant!","!k&poz@!","composant",1.49,1,11,8,2,5,"k§-po-z@",3,"0,85","0,51","0","0","0,74","0,19","1","2","c-k.om-§.p-p.o-o.s-z.ant-@"
"!composer!","!k&poze!","composer",47.57,1,10,8,2,4,"k§-po-ze",3,"0,85","0,51","0","0","0,69","0,19","2","2","c-k.om-§.p-p.o-o.s-z.er-e"
"!composite!","!k&pozit!","composite",1.01,1,11,9,0,1,"k§-po-zit",3,"0,85","0,51","0","0","0,76","0,19","1","2","c-k.om-§.p-p.o-o.s-z.i-i.t-t.e-#"
"!compositeur!","!k&pozit9R!","compositeur",3.38,1,13,11,0,0,"k§-po-zi-t9R",4,"0,82","0,51","0","0","0,84","0,19","1","2","c-k.om-§.p-p.o-o.s-z.i-i.t-t.eu-9.r-R"
"!composition!","!k&pozisj&!","composition",17.43,1,13,11,0,0,"k§-po-zi-sj§",4,"0,68","0,07","2","7","0,67","0,1","3","2","c-k.om-§.p-p.o-o.s-z.i-i.t-s.i-j.on-§"
"!composé!","!k&poze!","composé",5.54,1,9,8,3,4,"k§-po-ze",3,"0,85","0,51","0","0","0,71","0,19","1","2","c-k.om-§.p-p.o-o.s-z.é-e"
"!composé!","!k&poze!","composé",1.08,1,9,8,3,4,"k§-po-ze",3,"0,85","0,51","0","0","0,71","0,19","1","2","c-k.om-§.p-p.o-o.s-z.é-e"
"!compote!","!k&pOt!","compote",3.31,1,9,7,2,3,"k§-pOt",2,"0,85","0,3","1","4","0,71","0,19","1","2","c-k.om-§.p-p.o-O.t-t.e-#"
"!comprendre!","!k&pR@dR!","comprendre",614.8,1,12,9,1,0,"k§-pR@dR",2,"0,97","0,9","0","0","0,72","0,19","2","2","c-k.om-§.p-p.r-R.en-@.d-d.r-R.e-#"
"!compresse!","!k&pREs!","compresse",2.03,1,11,8,2,2,"k§-pREs",2,"0,9","0,38","1","5","0,61","0,19","2","2","c-k.om-§.p-p.r-R.e-E.ss-s.e-#"
"!comprimer!","!k&pRime!","comprimer",3.99,1,11,9,1,3,"k§-pRi-me",3,"0,95","0,75","0","0","0,74","0,19","2","2","c-k.om-§.p-p.r-R.i-i.m-m.er-e"
"!comprimé!","!k&pRime!","comprimé",1.82,1,10,9,2,3,"k§-pRi-me",3,"0,95","0,75","0","0","0,75","0,19","1","2","c-k.om-§.p-p.r-R.i-i.m-m.é-e"
"!comprimé!","!k&pRime!","comprimé",3.99,1,10,9,2,3,"k§-pRi-me",3,"0,95","0,75","0","0","0,75","0,19","1","2","c-k.om-§.p-p.r-R.i-i.m-m.é-e"
"!compris!","!k&pRi!","compris",11.01,1,9,7,1,3,"k§-pRi",2,"0,98","0,91","0","0","0,63","0,19","2","2","c-k.om-§.p-p.r-R.is-i"
"!compromettant!","!k&pRomEt@!","compromettant",2.64,1,15,11,2,3,"k§-pRo-mE-t@",4,"0,89","0,38","1","7","0,67","0,07","2","2","c-k.om-§.p-p.r-R.o-o.m-m.e-E.tt-t.ant-@"
"!compromettre!","!k&pRomEtR!","compromettre",16.62,1,14,11,0,3,"k§-pRo-mEtR",3,"0,9","0,38","1","7","0,68","0,07","2","2","c-k.om-§.p-p.r-R.o-o.m-m.e-E.tt-t.r-R.e-#"
"!compromis!","!k&pRomi!","compromis",5.88,1,11,9,1,1,"k§-pRo-mi",3,"0,94","0,7","0","0","0,71","0,19","2","2","c-k.om-§.p-p.r-R.o-o.m-m.is-i"
"!compromission!","!k&pRomisj&!","compromission",1.62,1,15,12,0,0,"k§-pRo-mi-sj§",4,"0,86","0,24","1","9","0,72","0,19","3","2","c-k.om-§.p-p.r-R.o-o.m-m.i-i.ss-s.i-j.on-§"
"!compréhensible!","!k&pRe@sibl!","compréhensible",3.04,1,16,12,0,0,"k§-pRe-@-sibl",4,"0,91","0,49","1","8","0,69","0,19","2","2","c-k.om-§.p-p.r-R.é-e.h-#.en-@.s-s.i-i.b-b.l-l.e-#"
"!compréhensif!","!k&pRe@sif!","compréhensif",4.93,1,14,11,0,1,"k§-pRe-@-sif",4,"0,9","0,49","1","8","0,7","0,19","2","2","c-k.om-§.p-p.r-R.é-e.h-#.en-@.s-s.i-i.f-f"
"!compréhension!","!k&pRe@sj&!","compréhension",10,1,15,11,0,0,"k§-pRe-@-sj§",4,"0,85","0,24","2","8","0,62","0,19","3","2","c-k.om-§.p-p.r-R.é-e.h-#.en-@.s-s.i-j.on-§"
"!comptabiliser!","!k&tabilize!","comptabiliser",1.28,1,15,12,0,3,"k§-ta-bi-li-ze",5,"0,8","0,01","1","3","0,74","0,06","3","2","c-k.om-§.p-#.t-t.a-a.b-b.i-i.l-l.i-i.s-z.er-e"
"!comptabilité!","!k&tabilite!","comptabilité",4.53,1,14,12,1,1,"k§-ta-bi-li-te",5,"0,84","0,01","1","3","0,75","0,06","2","2","c-k.om-§.p-#.t-t.a-a.b-b.i-i.l-l.i-i.t-t.é-e"
"!comptable!","!k&tabl!","comptable",2.77,1,11,8,0,0,"k§-tabl",2,"0,85","0,01","1","3","0,67","0,06","2","2","c-k.om-§.p-#.t-t.a-a.b-b.l-l.e-#"
"!comptable!","!k&tabl!","comptable",4.26,1,11,8,0,0,"k§-tabl",2,"0,85","0,01","1","3","0,67","0,06","2","2","c-k.om-§.p-#.t-t.a-a.b-b.l-l.e-#"
"!comptant!","!k&t@!","comptant",1.22,1,10,6,3,13,"k§-t@",2,"0,77","0,01","1","3","0,55","0,06","2","2","c-k.om-§.p-#.t-t.ant-@"
"!compte!","!k&t!","compte",208.38,1,8,5,5,13,"k§t",1,"0,77","0,01","1","3","0,5","0,06","2","2","c-k.om-§.p-#.t-t.e-#"
"!compter!","!k&te!","compter",203.72,1,9,6,4,20,"k§-te",2,"0,77","0,01","1","3","0,48","0,06","3","2","c-k.om-§.p-#.t-t.er-e"
"!compteur!","!k&t9R!","compteur",5.95,1,10,7,1,7,"k§-t9R",2,"0,74","0,01","1","3","0,66","0,06","2","2","c-k.om-§.p-#.t-t.eu-9.r-R"
"!comptine!","!k&tin!","comptine",1.76,1,10,7,0,3,"k§-tin",2,"0,8","0,01","1","3","0,6","0,06","2","2","c-k.om-§.p-#.t-t.i-i.n-n.e-#"
"!comptoir!","!k&twaR!","comptoir",41.55,1,10,8,0,1,"k§-twaR",2,"0,81","0,01","1","3","0,68","0,06","2","2","c-k.om-§.p-#.t-t.oi-wa.r-R"
"!compulser!","!k&pylse!","compulser",1.69,1,11,9,1,4,"k§-pyl-se",3,"0,9","0,49","1","6","0,66","0,19","2","2","c-k.om-§.p-p.u-y.l-l.s-s.er-e"
"!compère!","!k&pER!","compère",3.85,1,9,7,4,9,"k§-pER",2,"0,98","0,91","0","0","0,59","0,16","2","2","c-k.om-§.p-p.è-E.r-R.e-#"
"!compétence!","!k&pet@s!","compétence",5.07,1,12,9,1,1,"k§-pe-t@s",3,"0,88","0,35","1","7","0,6","0,19","3","2","c-k.om-§.p-p.é-e.t-t.en-@.c-s.e-#"
"!compétent!","!k&pet@!","compétent",3.11,1,11,8,1,0,"k§-pe-t@",3,"0,86","0,34","1","6","0,69","0,19","2","2","c-k.om-§.p-p.é-e.t-t.ent-@"
"!compétition!","!k&petisj&!","compétition",4.8,1,13,11,0,0,"k§-pe-ti-sj§",4,"0,76","0,07","2","7","0,67","0,1","3","2","c-k.om-§.p-p.é-e.t-t.i-i.t-s.i-j.on-§"
"!comte!","!k&t!","comte",67.77,1,7,5,8,13,"k§t",1,"0,96","0,91","0","0","0,61","0,19","1","2","c-k.om-§.t-t.e-#"
"!comté!","!k&te!","comté",2.36,1,7,6,4,20,"k§-te",2,"0,96","0,91","0","0","0,61","0,19","1","2","c-k.om-§.t-t.é-e"
"!comète!","!komEt!","comète",2.5,1,8,7,2,9,"ko-mEt",2,"0,92","0,7","0","0","0,7","0,16","1","4","c-k.o-o.m-m.è-E.t-t.e-#"
"!comédie!","!komedi!","comédie",29.73,1,9,8,0,1,"ko-me-di",3,"0,91","0,7","0","0","0,86","0,4","0","0","c-k.o-o.m-m.é-e.d-d.i-i.e-#"
"!comédien!","!komedj5!","comédien",2.3,1,10,9,1,0,"ko-me-dj5",3,"0,83","0,24","1","6","0,85","0,44","0","0","c-k.o-o.m-m.é-e.d-d.i-j.en-5"
"!comédien!","!komedj5!","comédien",10.74,1,10,9,1,0,"ko-me-dj5",3,"0,83","0,24","1","6","0,85","0,44","0","0","c-k.o-o.m-m.é-e.d-d.i-j.en-5"
"!con!","!k&!","con",33.92,1,5,4,19,27,"k§",1,"0,96","0,91","0","0","0,64","0,35","1","2","c-k.on-§"
"!con!","!k&!","con",68.99,1,5,4,19,27,"k§",1,"0,96","0,91","0","0","0,64","0,35","1","2","c-k.on-§"
"!con!","!k&!","con",4.59,1,5,4,19,27,"k§",1,"0,96","0,91","0","0","0,64","0,35","1","2","c-k.on-§"
"!concasser!","!k&kase!","concasser",1.76,1,11,8,0,3,"k§-ka-se",3,"0,92","0,64","0","0","0,65","0,27","2","5","c-k.on-§.c-k.a-a.ss-s.er-e"
"!concave!","!k&kav!","concave",1.22,1,9,7,0,1,"k§-kav",2,"0,92","0,64","0","0","0,78","0,4","0","0","c-k.on-§.c-k.a-a.v-v.e-#"
"!concentration!","!k&s@tRasj&!","concentration",10.41,1,15,12,0,0,"k§-s@-tRa-sj§",4,"0,74","0,07","3","3","0,65","0,1","4","3","c-k.on-§.c-s.en-@.t-t.r-R.a-a.t-s.i-j.on-§"
"!concentrer!","!k&s@tRe!","concentrer",18.92,1,12,9,2,5,"k§-s@-tRe",3,"0,87","0,35","1","3","0,65","0,21","3","3","c-k.on-§.c-s.en-@.t-t.r-R.er-e"
"!concentrique!","!k&s@tRik!","concentrique",4.12,1,14,10,0,0,"k§-s@-tRik",3,"0,87","0,35","1","3","0,65","0,21","3","3","c-k.on-§.c-s.en-@.t-t.r-R.i-i.qu-k.e-#"
"!concentré!","!k&s@tRe!","concentré",4.59,1,11,9,2,5,"k§-s@-tRe",3,"0,87","0,35","1","3","0,66","0,21","2","3","c-k.on-§.c-s.en-@.t-t.r-R.é-e"
"!concentré!","!k&s@tRe!","concentré",1.42,1,11,9,2,5,"k§-s@-tRe",3,"0,87","0,35","1","3","0,66","0,21","2","3","c-k.on-§.c-s.en-@.t-t.r-R.é-e"
"!concept!","!k&sEpt!","concept",3.24,1,9,8,1,1,"k§-sEpt",2,"0,63","0,18","3","3","0,72","0,21","1","3","c-k.on-§.c-s.e-E.p-p.t-t"
"!conception!","!k&sEpsj&!","conception",11.55,1,12,10,0,1,"k§-sEp-sj§",3,"0,62","0,07","4","3","0,59","0,1","3","3","c-k.on-§.c-s.e-E.p-p.t-s.i-j.on-§"
"!concernant!","!k&sERn@!","concernant",14.26,1,12,9,3,5,"k§-sER-n@",3,"0,8","0,35","2","3","0,7","0,21","1","3","c-k.on-§.c-s.e-E.r-R.n-n.ant-@"
"!concerner!","!k&sERne!","concerner",50.47,1,11,9,1,5,"k§-sER-ne",3,"0,8","0,35","2","3","0,66","0,21","2","3","c-k.on-§.c-s.e-E.r-R.n-n.er-e"
"!concert!","!k&sER!","concert",30.14,1,9,7,1,13,"k§-sER",2,"0,74","0,35","2","3","0,59","0,01","2","3","c-k.on-§.c-s.e-E.r-R.t-#"
"!concerter!","!k&sERte!","concerter",3.78,1,11,9,2,6,"k§-sER-te",3,"0,79","0,35","2","3","0,68","0,21","2","3","c-k.on-§.c-s.e-E.r-R.t-t.er-e"
"!concerto!","!k&sERto!","concerto",2.77,1,10,9,4,4,"k§-sER-to",3,"0,79","0,35","2","3","0,74","0,21","1","3","c-k.on-§.c-s.e-E.r-R.t-t.o-o"
"!concerté!","!k&sERte!","concerté",1.15,1,10,9,4,6,"k§-sER-te",3,"0,79","0,35","2","3","0,69","0,21","1","3","c-k.on-§.c-s.e-E.r-R.t-t.é-e"
"!concession!","!k&sesj&!","concession",14.12,1,12,9,2,1,"k§-se-sj§",3,"0,65","0,04","3","3","0,49","0,04","4","3","c-k.on-§.c-s.e-e.ss-s.i-j.on-§"
"!concevable!","!k&s°vabl!","concevable",2.77,1,12,10,0,0,"k§-s°-vabl",3,"0,86","0,35","1","3","0,8","0,21","1","3","c-k.on-§.c-s.e-°.v-v.a-a.b-b.l-l.e-#"
"!concevoir!","!k&s°vwaR!","concevoir",27.84,1,11,10,0,0,"k§-s°-vwaR",3,"0,83","0,35","1","3","0,84","0,21","1","3","c-k.on-§.c-s.e-°.v-v.oi-wa.r-R"
"!concierge!","!k&sjERZ!","concierge",29.05,1,11,9,0,0,"k§-sjERZ",2,"0,7","0,24","3","3","0,76","0,21","1","3","c-k.on-§.c-s.i-j.e-E.r-R.ge-Z"
"!concile!","!k&sil!","concile",3.11,1,9,7,1,6,"k§-sil",2,"0,83","0,35","1","3","0,7","0,21","1","3","c-k.on-§.c-s.i-i.l-l.e-#"
"!conciliabule!","!k&siljabyl!","conciliabule",3.58,1,14,12,0,0,"k§-si-lja-byl",4,"0,83","0,24","2","3","0,81","0,21","1","3","c-k.on-§.c-s.i-i.l-l.i-j.a-a.b-b.u-y.l-l.e-#"
"!conciliant!","!k&silj@!","conciliant",3.85,1,12,9,1,2,"k§-si-lj@",3,"0,75","0,24","2","3","0,75","0,21","1","3","c-k.on-§.c-s.i-i.l-l.i-j.ant-@"
"!conciliation!","!k&siljasj&!","conciliation",1.82,1,14,12,0,0,"k§-si-lja-sj§",4,"0,65","0,07","4","3","0,69","0,1","3","3","c-k.on-§.c-s.i-i.l-l.i-j.a-a.t-s.i-j.on-§"
"!concilier!","!k&silje!","concilier",5,1,11,9,1,3,"k§-si-lje",3,"0,75","0,24","2","3","0,71","0,21","2","3","c-k.on-§.c-s.i-i.l-l.i-j.er-e"
"!concitoyen!","!k&sitwaj5!","concitoyen",1.62,1,12,11,0,0,"k§-si-twa-j5",4,"0,85","0,35","1","3","0,75","0,21","1","3","c-k.on-§.c-s.i-i.t-t.oy-waj.en-5"
"!conclure!","!k&klyR!","conclure",51.76,1,10,8,2,5,"k§-klyR",2,"0,92","0,64","0","0","0,8","0,4","0","0","c-k.on-§.c-k.l-l.u-y.r-R.e-#"
"!conclusion!","!k&klyzj&!","conclusion",20.68,1,12,10,0,1,"k§-kly-zj§",3,"0,77","0,24","1","7","0,8","0,35","1","8","c-k.on-§.c-k.l-l.u-y.s-z.i-j.on-§"
"!concocter!","!k&kOkte!","concocter",1.01,1,11,9,0,2,"k§-kOk-te",3,"0,78","0,3","1","4","0,73","0,32","1","7","c-k.on-§.c-k.o-O.c-k.t-t.er-e"
"!concombre!","!k&k&bR!","concombre",4.12,1,11,8,0,0,"k§-k§bR",2,"0,93","0,64","0","0","0,7","0,19","1","4","c-k.on-§.c-k.om-§.b-b.r-R.e-#"
"!concorde!","!k&kORd!","concorde",1.22,1,10,8,0,0,"k§-kORd",2,"0,84","0,3","1","4","0,81","0,4","0","0","c-k.on-§.c-k.o-O.r-R.d-d.e-#"
"!concourir!","!k&kuRiR!","concourir",3.72,1,11,9,0,1,"k§-ku-RiR",3,"0,89","0,64","0","0","0,89","0,6","0","0","c-k.on-§.c-k.ou-u.r-R.i-i.r-R"
"!concours!","!k&kuR!","concours",31.69,1,10,7,4,2,"k§-kuR",2,"0,91","0,64","0","0","0,74","0,18","1","6","c-k.on-§.c-k.ou-u.r-R.s-#"
"!concret!","!k&kRE!","concret",7.09,1,9,7,0,2,"k§-kRE",2,"0,91","0,64","0","0","0,66","0,02","1","5","c-k.on-§.c-k.r-R.et-E"
"!concrètement!","!k&kREt°m@!","concrètement",1.15,1,14,11,0,0,"k§-kRE-t°-m@",4,"0,82","0,34","1","9","0,74","0,16","2","5","c-k.on-§.c-k.r-R.è-E.t-t.e-°.m-m.ent-@"
"!concrétiser!","!k&kRetize!","concrétiser",1.35,1,13,11,0,1,"k§-kRe-ti-ze",4,"0,86","0,51","0","0","0,82","0,32","1","9","c-k.on-§.c-k.r-R.é-e.t-t.i-i.s-z.er-e"
"!concubin!","!k&kyb5!","concubin",2.84,1,10,8,0,0,"k§-ky-b5",3,"0,9","0,64","0","0","0,78","0,37","1","6","c-k.on-§.c-k.u-y.b-b.in-5"
"!concupiscence!","!k&kypis@s!","concupiscence",2.09,1,15,11,1,1,"k§-ky-pi-s@s",4,"0,84","0,35","1","9","0,62","0,02","3","7","c-k.on-§.c-k.u-y.p-p.i-i.sc-s.en-@.c-s.e-#"
"!concurrence!","!k&kyR@s!","concurrence",5,1,13,9,2,1,"k§-ky-R@s",3,"0,83","0,35","1","7","0,54","0,03","3","5","c-k.on-§.c-k.u-y.rr-R.en-@.c-s.e-#"
"!concurrent!","!k&kyR@!","concurrent",1.62,1,12,8,0,4,"k§-ky-R@",3,"0,79","0,34","1","6","0,61","0,03","2","5","c-k.on-§.c-k.u-y.rr-R.ent-@"
"!concurrent!","!k&kyR@!","concurrent",3.51,1,12,8,0,4,"k§-ky-R@",3,"0,79","0,34","1","6","0,61","0,03","2","5","c-k.on-§.c-k.u-y.rr-R.ent-@"
"!concéder!","!k&sede!","concéder",5.74,1,10,8,1,5,"k§-se-de",3,"0,88","0,35","1","3","0,7","0,21","2","3","c-k.on-§.c-s.é-e.d-d.er-e"
"!condamnation!","!k&danasj&!","condamnation",8.85,1,14,11,0,0,"k§-da-na-sj§",4,"0,72","0","3","5","0,67","0,02","3","5","c-k.on-§.d-d.a-a.m-#.n-n.a-a.t-s.i-j.on-§"
"!condamner!","!k&dane!","condamner",44.59,1,11,8,2,4,"k§-da-ne",3,"0,84","0","1","5","0,69","0,02","2","5","c-k.on-§.d-d.a-a.m-#.n-n.er-e"
"!condamné!","!k&dane!","condamné",5.95,1,10,8,2,4,"k§-da-ne",3,"0,84","0","1","5","0,7","0,02","1","5","c-k.on-§.d-d.a-a.m-#.n-n.é-e"
"!condamné!","!k&dane!","condamné",9.93,1,10,8,2,4,"k§-da-ne",3,"0,84","0","1","5","0,7","0,02","1","5","c-k.on-§.d-d.a-a.m-#.n-n.é-e"
"!condensation!","!k&d@sasj&!","condensation",1.22,1,14,11,0,1,"k§-d@-sa-sj§",4,"0,73","0,07","3","5","0,64","0,1","3","4","c-k.on-§.d-d.en-@.s-s.a-a.t-s.i-j.on-§"
"!condenser!","!k&d@se!","condenser",2.7,1,11,8,0,5,"k§-d@-se",3,"0,88","0,49","1","5","0,64","0,32","2","4","c-k.on-§.d-d.en-@.s-s.er-e"
"!condensé!","!k&d@se!","condensé",1.15,1,10,8,2,5,"k§-d@-se",3,"0,88","0,49","1","5","0,66","0,38","1","4","c-k.on-§.d-d.en-@.s-s.é-e"
"!condescendance!","!k&des@d@s!","condescendance",4.53,1,16,11,1,1,"k§-de-s@-d@s",4,"0,82","0,04","2","4","0,53","0,02","4","4","c-k.on-§.d-d.e-e.sc-s.en-@.d-d.an-@.c-s.e-#"
"!condescendant!","!k&des@d@!","condescendant",2.09,1,15,10,1,2,"k§-de-s@-d@",4,"0,85","0,04","1","4","0,6","0,02","3","4","c-k.on-§.d-d.e-e.sc-s.en-@.d-d.ant-@"
"!condescendre!","!k&des@dR!","condescendre",1.01,1,14,10,0,1,"k§-de-s@dR",3,"0,87","0,04","1","4","0,62","0,02","3","4","c-k.on-§.d-d.e-e.sc-s.en-@.d-d.r-R.e-#"
"!condisciple!","!k&disipl!","condisciple",3.11,1,13,10,0,0,"k§-di-sipl",3,"0,93","0,75","0","0","0,76","0,02","1","5","c-k.on-§.d-d.i-i.sc-s.i-i.p-p.l-l.e-#"
"!condition!","!k&disj&!","condition",91.62,1,11,9,0,0,"k§-di-sj§",3,"0,71","0,07","2","5","0,71","0,1","2","5","c-k.on-§.d-d.i-i.t-s.i-j.on-§"
"!conditionner!","!k&disjone!","conditionner",1.55,1,14,11,1,3,"k§-di-sjo-ne",4,"0,74","0,07","2","5","0,67","0,1","3","5","c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.er-e"
"!conditionné!","!k&disjone!","conditionné",1.82,1,13,11,1,3,"k§-di-sjo-ne",4,"0,74","0,07","2","5","0,68","0,1","2","5","c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e"
"!condoléance!","!k&dole@s!","condoléance",4.32,1,13,10,0,0,"k§-do-le-@s",4,"0,88","0,35","1","8","0,73","0,21","1","8","c-k.on-§.d-d.o-o.l-l.é-e.an-@.c-s.e-#"
"!conducteur!","!k&dykt9R!","conducteur",15.14,1,12,10,0,0,"k§-dyk-t9R",3,"0,87","0,57","0","0","0,89","0,6","0","0","c-k.on-§.d-d.u-y.c-k.t-t.eu-9.r-R"
"!conduire!","!k&dyiR!","conduire",144.66,1,10,8,3,2,"k§-d8iR",2,"0,98","0,91","0","0","0,85","0,4","0","0","c-k.on-§.d-d.ui-8i.r-R.e-#"
"!conduit!","!k&dyi!","conduit",4.05,1,9,7,2,0,"k§-d8i",2,"0,95","0,82","0","0","0,75","0,01","1","5","c-k.on-§.d-d.ui-8i.t-#"
"!conduite!","!k&dyit!","conduite",26.76,1,10,8,3,2,"k§-d8it",2,"0,97","0,91","0","0","0,84","0,4","0","0","c-k.on-§.d-d.ui-8i.t-t.e-#"
"!condé!","!k&de!","condé",6.49,1,7,6,8,11,"k§-de",2,"0,98","0,91","0","0","0,79","0,42","0","0","c-k.on-§.d-d.é-e"
"!confection!","!k&fEksj&!","confection",3.51,1,12,10,1,1,"k§-fEk-sj§",3,"0,66","0,07","3","4","0,6","0,1","2","6","c-k.on-§.f-f.e-E.c-k.t-s.i-j.on-§"
"!confectionner!","!k&fEksjone!","confectionner",10,1,15,12,1,2,"k§-fEk-sjo-ne",4,"0,69","0,07","3","4","0,59","0,1","3","6","c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.er-e"
"!confesser!","!k&fese!","confesser",10.2,1,11,8,1,2,"k§-fe-se",3,"0,83","0,04","1","4","0,5","0,04","3","4","c-k.on-§.f-f.e-e.ss-s.er-e"
"!confesseur!","!k&fEs9R!","confesseur",2.7,1,12,9,0,0,"k§-fE-s9R",3,"0,84","0,38","1","4","0,73","0,27","1","5","c-k.on-§.f-f.e-E.ss-s.eu-9.r-R"
"!confession!","!k&fesj&!","confession",10,1,12,9,1,1,"k§-fe-sj§",3,"0,74","0,04","2","4","0,55","0,04","3","4","c-k.on-§.f-f.e-e.ss-s.i-j.on-§"
"!confessionnal!","!k&fEsjonal!","confessionnal",1.89,1,15,12,1,1,"k§-fE-sjo-nal",4,"0,82","0,24","2","4","0,71","0,24","2","5","c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.a-a.l-l"
"!confetti!","!k&feti!","confetti",3.78,1,10,8,0,0,"k§-fe-ti",3,"0,82","0,04","1","4","0,48","0,04","2","4","c-k.on-§.f-f.e-e.tt-t.i-i"
"!confiance!","!k&fj@s!","confiance",91.96,1,11,8,1,2,"k§-fj@s",2,"0,78","0,24","2","4","0,61","0,21","1","6","c-k.on-§.f-f.i-j.an-@.c-s.e-#"
"!confiant!","!k&fj@!","confiant",10.34,1,10,7,3,6,"k§-fj@",2,"0,83","0,24","1","4","0,76","0,62","0","0","c-k.on-§.f-f.i-j.ant-@"
"!confidence!","!k&fid@s!","confidence",24.53,1,12,9,1,1,"k§-fi-d@s",3,"0,86","0,35","1","7","0,66","0,21","2","6","c-k.on-§.f-f.i-i.d-d.en-@.c-s.e-#"
"!confident!","!k&fid@!","confident",5.54,1,11,8,1,2,"k§-fi-d@",3,"0,83","0,34","1","6","0,77","0,34","1","6","c-k.on-§.f-f.i-i.d-d.ent-@"
"!confidentiel!","!k&fid@sjEl!","confidentiel",4.73,1,14,12,0,0,"k§-fi-d@-sjEl",4,"0,72","0,07","3","7","0,72","0,1","2","6","c-k.on-§.f-f.i-i.d-d.en-@.t-s.i-j.e-E.l-l"
"!confier!","!k&fje!","confier",69.53,1,9,7,2,8,"k§-fje",2,"0,83","0,24","1","4","0,7","0,32","1","5","c-k.on-§.f-f.i-j.er-e"
"!configuration!","!k&figyRasj&!","configuration",1.55,1,15,13,0,0,"k§-fi-gy-Ra-sj§",5,"0,76","0,07","2","9","0,75","0,1","2","9","c-k.on-§.f-f.i-i.g-g.u-y.r-R.a-a.t-s.i-j.on-§"
"!confiner!","!k&fine!","confiner",5.34,1,10,8,0,5,"k§-fi-ne",3,"0,94","0,75","0","0","0,73","0,32","1","6","c-k.on-§.f-f.i-i.n-n.er-e"
"!confins!","!k&f5!","confins",7.3,1,9,6,7,7,"k§-f5",2,"0,98","0,91","0","0","0,6","0,18","1","5","c-k.on-§.f-f.in-5.s-#"
"!confiné!","!k&fine!","confiné",1.69,1,9,8,3,5,"k§-fi-ne",3,"0,94","0,75","0","0","0,75","0,42","0","0","c-k.on-§.f-f.i-i.n-n.é-e"
"!confirmation!","!k&fiRmasj&!","confirmation",5.27,1,14,12,1,1,"k§-fiR-ma-sj§",4,"0,8","0,07","2","8","0,74","0,1","2","8","c-k.on-§.f-f.i-i.r-R.m-m.a-a.t-s.i-j.on-§"
"!confirmer!","!k&fiRme!","confirmer",27.57,1,11,9,3,6,"k§-fiR-me",3,"0,95","0,75","0","0","0,79","0,32","1","7","c-k.on-§.f-f.i-i.r-R.m-m.er-e"
"!confirmé!","!k&fiRme!","confirmé",1.28,1,10,9,3,6,"k§-fiR-me",3,"0,95","0,75","0","0","0,8","0,42","0","0","c-k.on-§.f-f.i-i.r-R.m-m.é-e"
"!confiserie!","!k&fiz°Ri!","confiserie",1.69,1,12,10,0,0,"k§-fi-z°-Ri",4,"0,83","0,51","0","0","0,84","0,4","0","0","c-k.on-§.f-f.i-i.s-z.e-°.r-R.i-i.e-#"
"!confiseur!","!k&fiz9R!","confiseur",1.15,1,11,9,0,0,"k§-fi-z9R",3,"0,82","0,51","0","0","0,88","0,62","0","0","c-k.on-§.f-f.i-i.s-z.eu-9.r-R"
"!confisquer!","!k&fiske!","confisquer",3.58,1,12,9,1,4,"k§-fis-ke",3,"0,88","0,49","1","5","0,62","0,3","2","6","c-k.on-§.f-f.i-i.s-s.qu-k.er-e"
"!confit!","!k&fi!","confit",2.43,1,8,6,3,8,"k§-fi",2,"0,98","0,91","0","0","0,64","0,22","1","4","c-k.on-§.f-f.it-i"
"!confiture!","!k&fityR!","confiture",15.41,1,11,9,1,1,"k§-fi-tyR",3,"0,93","0,75","0","0","0,82","0,4","0","0","c-k.on-§.f-f.i-i.t-t.u-y.r-R.e-#"
"!conflit!","!k&fli!","conflit",14.12,1,9,7,0,2,"k§-fli",2,"0,91","0,75","0","0","0,7","0,01","1","6","c-k.on-§.f-f.l-l.i-i.t-#"
"!confondre!","!k&f&dR!","confondre",53.85,1,11,8,2,6,"k§-f§dR",2,"0,99","0,91","0","0","0,79","0,4","0","0","c-k.on-§.f-f.on-§.d-d.r-R.e-#"
