word,pron,phono,segm,pseg,gpmatch
demeure,d*m2R,d*.m2R,d.e.m.eu.r.e,d.*.m.2.R.#,d-d.e-*.m-m.eu-2.r-R.e-#
demi,d*mi,d*.mi,d.e.m.i,d.*.m.i,d-d.e-*.m-m.i-i
demi,d*mi,d*.mi,d.e.m.i,d.*.m.i,d-d.e-*.m-m.i-i
demi,d*mi,d*.mi,d.e.m.i,d.*.m.i,d-d.e-*.m-m.i-i
demie,d*mi,d*.mi,d.e.m.i.e,d.*.m.i.#,d-d.e-*.m-m.i-i.e-#
demoiselle,d*mwazel,d*.mwa.zel,d.e.m.oi.s.e.ll.e,d.*.m.wa.z.e.l.#,d-d.e-*.m-m.oi-wa.s-z.e-e.ll-l.e-#
démoli,demoli,de.mo.li,d.é.m.o.l.i,d.e.m.o.l.i,d-d.é-e.m-m.o-o.l-l.i-i
démolir,demoliR,de.mo.liR,d.é.m.o.l.i.r,d.e.m.o.l.i.R,d-d.é-e.m-m.o-o.l-l.i-i.r-R
démontage,dem§taZ,de.m§.taZ,d.é.m.on.t.a.g.e,d.e.m.§.t.a.Z.#,d-d.é-e.m-m.on-§.t-t.a-a.g-Z.e-#
démoulé,demule,de.mu.le,d.é.m.ou.l.é,d.e.m.u.l.e,d-d.é-e.m-m.ou-u.l-l.é-e
démoulez,demule,de.mu.le,d.é.m.ou.l.ez,d.e.m.u.l.e,d-d.é-e.m-m.ou-u.l-l.ez-e
dénature,denatyR,de.na.tyR,d.é.n.a.t.u.r.e,d.e.n.a.t.y.R.#,d-d.é-e.n-n.a-a.t-t.u-y.r-R.e-#
denis,d*ni,d*.ni,d.e.n.i.s,d.*.n.i.#,d-d.e-*.n-n.i-i.s-#
dent,d@,d@,d.en.t,d.@.#,d-d.en-@.t-#
dentelle,d@tel,d@.tel,d.en.t.e.ll.e,d.@.t.e.l.#,d-d.en-@.t-t.e-e.ll-l.e-#
dentelles,d@tel,d@.tel,d.en.t.e.ll.e.s,d.@.t.e.l.#.#,d-d.en-@.t-t.e-e.ll-l.e-#.s-#
dentifrice,d@tifRis,d@.ti.fRis,d.en.t.i.f.r.i.c.e,d.@.t.i.f.R.i.s.#,d-d.en-@.t-t.i-i.f-f.r-R.i-i.c-s.e-#
dentiste,d@tist*,d@.tis.t*,d.en.t.i.s.t.e,d.@.t.i.s.t.*,d-d.en-@.t-t.i-i.s-s.t-t.e-*
dents,d@,d@,d.en.t.s,d.@.#.#,d-d.en-@.t-#.s-#
dépannage,depanaZ,de.pa.naZ,d.é.p.a.nn.a.g.e,d.e.p.a.n.a.Z.#,d-d.é-e.p-p.a-a.nn-n.a-a.g-Z.e-#
départ,depaR,de.paR,d.é.p.a.r.t,d.e.p.a.R.#,d-d.é-e.p-p.a-a.r-R.t-#
départ,depaR,de.paR,d.é.p.a.r.t,d.e.p.a.R.#,d-d.é-e.p-p.a-a.r-R.t-#
départager,depaRtaZe,de.paR.ta.Ze,d.é.p.a.r.t.a.g.er,d.e.p.a.R.t.a.Z.e,d-d.é-e.p-p.a-a.r-R.t-t.a-a.g-Z.er-e
dépassant,depAs@,de.pA.s@,d.é.p.a.ss.an.t,d.e.p.A.s.@.#,d-d.é-e.p-p.a-A.ss-s.an-@.t-#
dépasse,depAs,de.pAs,d.é.p.a.ss.e,d.e.p.A.s.#,d-d.é-e.p-p.a-A.ss-s.e-#
dépassé,depAse,de.pA.se,d.é.p.a.ss.é,d.e.p.A.s.e,d-d.é-e.p-p.a-A.ss-s.é-e
dépassent,depAs,de.pAs,d.é.p.a.ss.e.n.t,d.e.p.A.s.#.#.#,d-d.é-e.p-p.a-A.ss-s.e-#.n-#.t-#
dépasser,depAse,de.pA.se,d.é.p.a.ss.er,d.e.p.A.s.e,d-d.é-e.p-p.a-A.ss-s.er-e
dépassés,depAse,de.pA.se,d.é.p.a.ss.é.s,d.e.p.A.s.e.#,d-d.é-e.p-p.a-A.ss-s.é-e.s-#
dépêche,depeS,de.peS,d.é.p.ê.ch.e,d.e.p.e.S.#,d-d.é-e.p-p.ê-e.ch-S.e-#
dépêché,depeSe,de.pe.Se,d.é.p.ê.ch.é,d.e.p.e.S.e,d-d.é-e.p-p.ê-e.ch-S.é-e
dépêchent,depeS,de.peS,d.é.p.ê.ch.e.n.t,d.e.p.e.S.#.#.#,d-d.é-e.p-p.ê-e.ch-S.e-#.n-#.t-#
dépêcher,depeSe,de.pe.Se,d.é.p.ê.ch.er,d.e.p.e.S.e,d-d.é-e.p-p.ê-e.ch-S.er-e
dépêchons,depeS§,de.pe.S§,d.é.p.ê.ch.on.s,d.e.p.e.S.§.#,d-d.é-e.p-p.ê-e.ch-S.on-§.s-#
dépens,dep@,de.p@,d.é.p.en.s,d.e.p.@.#,d-d.é-e.p-p.en-@.s-#
dépense,dep@s,de.p@s,d.é.p.en.s.e,d.e.p.@.s.#,d-d.é-e.p-p.en-@.s-s.e-#
déplace,deplas,de.plas,d.é.p.l.a.c.e,d.e.p.l.a.s.#,d-d.é-e.p-p.l-l.a-a.c-s.e-#
déplacement,deplasm@,de.plas.m@,d.é.p.l.a.c.e.m.en.t,d.e.p.l.a.s.#.m.@.#,d-d.é-e.p-p.l-l.a-a.c-s.e-#.m-m.en-@.t-#
déplacements,deplasm@,de.plas.m@,d.é.p.l.a.c.e.m.en.t.s,d.e.p.l.a.s.#.m.@.#.#,d-d.é-e.p-p.l-l.a-a.c-s.e-#.m-m.en-@.t-#.s-#
déplacer,deplase,de.pla.se,d.é.p.l.a.c.er,d.e.p.l.a.s.e,d-d.é-e.p-p.l-l.a-a.c-s.er-e
déplie,depli,de.pli,d.é.p.l.i.e,d.e.p.l.i.#,d-d.é-e.p-p.l-l.i-i.e-#
déplora,deploRa,de.plo.Ra,d.é.p.l.o.r.a,d.e.p.l.o.R.a,d-d.é-e.p-p.l-l.o-o.r-R.a-a
déplorable,deploRabl*,de.plo.Ra.bl*,d.é.p.l.o.r.a.b.l.e,d.e.p.l.o.R.a.b.l.*,d-d.é-e.p-p.l-l.o-o.r-R.a-a.b-b.l-l.e-*
déployé,deplwaje,de.plwa.je,d.é.p.l.oy.é,d.e.p.l.waj.e,d-d.é-e.p-p.l-l.oy-waj.é-e
dépoilée,depwale,de.pwa.le,d.é.p.oi.l.é.e,d.e.p.wa.l.e.#,d-d.é-e.p-p.oi-wa.l-l.é-e.e-#
dépose,depoz,de.poz,d.é.p.o.s.e,d.e.p.o.z.#,d-d.é-e.p-p.o-o.s-z.e-#
déposer,depoze,de.po.ze,d.é.p.o.s.er,d.e.p.o.z.e,d-d.é-e.p-p.o-o.s-z.er-e
depuis,d*p8i,d*.p8i,d.e.p.u.i.s,d.*.p.8.i.#,d-d.e-*.p-p.u-8.i-i.s-#
depuis,d*p8i,d*.p8i,d.e.p.u.i.s,d.*.p.8.i.#,d-d.e-*.p-p.u-8.i-i.s-#
déraciné,deRasine,de.Ra.si.ne,d.é.r.a.c.i.n.é,d.e.R.a.s.i.n.e,d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e
déraciné,deRasine,de.Ra.si.ne,d.é.r.a.c.i.n.é,d.e.R.a.s.i.n.e,d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e
déracinés,deRasine,de.Ra.si.ne,d.é.r.a.c.i.n.é.s,d.e.R.a.s.i.n.e.#,d-d.é-e.r-R.a-a.c-s.i-i.n-n.é-e.s-#
déraille,deRAj,de.RAj,d.é.r.a.ill.e,d.e.R.A.j.#,d-d.é-e.r-R.a-A.ill-j.e-#
déraillement,deRAjm@,de.RAj.m@,d.é.r.a.ill.e.m.en.t,d.e.R.A.j.#.m.@.#,d-d.é-e.r-R.a-A.ill-j.e-#.m-m.en-@.t-#
dérailleur,deRAj2R,de.RA.j2R,d.é.r.a.ill.eu.r,d.e.R.A.j.2.R,d-d.é-e.r-R.a-A.ill-j.eu-2.r-R
dérange,deR@Z,de.R@Z,d.é.r.an.g.e,d.e.R.@.Z.#,d-d.é-e.r-R.an-@.g-Z.e-#
dérangé,deR@Ze,de.R@.Ze,d.é.r.an.g.é,d.e.R.@.Z.e,d-d.é-e.r-R.an-@.g-Z.é-e
dérangées,deR@Ze,de.R@.Ze,d.é.r.an.g.é.e.s,d.e.R.@.Z.e.#.#,d-d.é-e.r-R.an-@.g-Z.é-e.e-#.s-#
déranger,deR@Ze,de.R@.Ze,d.é.r.an.g.er,d.e.R.@.Z.e,d-d.é-e.r-R.an-@.g-Z.er-e
dérangez,deR@Ze,de.R@.Ze,d.é.r.an.g.ez,d.e.R.@.Z.e,d-d.é-e.r-R.an-@.g-Z.ez-e
dérape,deRap,de.Rap,d.é.r.a.p.e,d.e.R.a.p.#,d-d.é-e.r-R.a-a.p-p.e-#
dérapé,deRape,de.Ra.pe,d.é.r.a.p.é,d.e.R.a.p.e,d-d.é-e.r-R.a-a.p-p.é-e
dernier,deRnje,deR.nje,d.e.r.n.i.er,d.e.R.n.j.e,d-d.e-e.r-R.n-n.i-j.er-e
dernier,deRnje,deR.nje,d.e.r.n.i.er,d.e.R.n.j.e,d-d.e-e.r-R.n-n.i-j.er-e
dernière,deRnjeR,deR.njeR,d.e.r.n.i.è.r.e,d.e.R.n.j.e.R.#,d-d.e-e.r-R.n-n.i-j.è-e.r-R.e-#
dernière,deRnjeR,deR.njeR,d.e.r.n.i.è.r.e,d.e.R.n.j.e.R.#,d-d.e-e.r-R.n-n.i-j.è-e.r-R.e-#
dernières,deRnjeR,deR.njeR,d.e.r.n.i.è.r.e.s,d.e.R.n.j.e.R.#.#,d-d.e-e.r-R.n-n.i-j.è-e.r-R.e-#.s-#
dernières,deRnjeR,deR.njeR,d.e.r.n.i.è.r.e.s,d.e.R.n.j.e.R.#.#,d-d.e-e.r-R.n-n.i-j.è-e.r-R.e-#.s-#
derniers,deRnje,deR.nje,d.e.r.n.i.er.s,d.e.R.n.j.e.#,d-d.e-e.r-R.n-n.i-j.er-e.s-#
déroulement,deRulm@,de.Rul.m@,d.é.r.ou.l.e.m.en.t,d.e.R.u.l.#.m.@.#,d-d.é-e.r-R.ou-u.l-l.e-#.m-m.en-@.t-#
derrière,deRjeR,de.RjeR,d.e.rr.i.è.r.e,d.e.R.j.e.R.#,d-d.e-e.rr-R.i-j.è-e.r-R.e-#
derrière,deRjeR,de.RjeR,d.e.rr.i.è.r.e,d.e.R.j.e.R.#,d-d.e-e.rr-R.i-j.è-e.r-R.e-#
derrière,deRjeR,de.RjeR,d.e.rr.i.è.r.e,d.e.R.j.e.R.#,d-d.e-e.rr-R.i-j.è-e.r-R.e-#
derrières,deRjeR,de.RjeR,d.e.rr.i.è.r.e.s,d.e.R.j.e.R.#.#,d-d.e-e.rr-R.i-j.è-e.r-R.e-#.s-#
des,de,de,d.e.s,d.e.#,d-d.e-e.s-#
dés,de,de,d.é.s,d.e.#,d-d.é-e.s-#
dès,de,de,d.è.s,d.e.#,d-d.è-e.s-#
désagréable,dezagReabl*,de.za.gRe.a.bl*,d.é.s.a.g.r.é.a.b.l.e,d.e.z.a.g.R.e.a.b.l.*,d-d.é-e.s-z.a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*
descend,des@,de.s@,d.e.sc.en.d,d.e.s.@.#,d-d.e-e.sc-s.en-@.d-#
descendait,des@de,de.s@.de,d.e.sc.en.d.ai.t,d.e.s.@.d.e.#,d-d.e-e.sc-s.en-@.d-d.ai-e.t-#
descendant,des@d@,de.s@.d@,d.e.sc.en.d.an.t,d.e.s.@.d.@.#,d-d.e-e.sc-s.en-@.d-d.an-@.t-#
descendent,des@d,de.s@d,d.e.sc.en.d.e.n.t,d.e.s.@.d.#.#.#,d-d.e-e.sc-s.en-@.d-d.e-#.n-#.t-#
descendez,des@de,de.s@.de,d.e.sc.en.d.ez,d.e.s.@.d.e,d-d.e-e.sc-s.en-@.d-d.ez-e
descendit,des@di,de.s@.di,d.e.sc.en.d.i.t,d.e.s.@.d.i.#,d-d.e-e.sc-s.en-@.d-d.i-i.t-#
descendre,des@dR*,de.s@.dR*,d.e.sc.en.d.r.e,d.e.s.@.d.R.*,d-d.e-e.sc-s.en-@.d-d.r-R.e-*
descente,des@t,de.s@t,d.e.sc.en.t.e,d.e.s.@.t.#,d-d.e-e.sc-s.en-@.t-t.e-#
désert,dezeR,de.zeR,d.é.s.e.r.t,d.e.z.e.R.#,d-d.é-e.s-z.e-e.r-R.t-#
désert,dezeR,de.zeR,d.é.s.e.r.t,d.e.z.e.R.#,d-d.é-e.s-z.e-e.r-R.t-#
déserte,dezeRt*,de.zeR.t*,d.é.s.e.r.t.e,d.e.z.e.R.t.*,d-d.é-e.s-z.e-e.r-R.t-t.e-*
désespéré,dezespeRe,de.zes.pe.Re,d.é.s.e.s.p.é.r.é,d.e.z.e.s.p.e.R.e,d-d.é-e.s-z.e-e.s-s.p-p.é-e.r-R.é-e
désespéré,dezespeRe,de.zes.pe.Re,d.é.s.e.s.p.é.r.é,d.e.z.e.s.p.e.R.e,d-d.é-e.s-z.e-e.s-s.p-p.é-e.r-R.é-e
désespoir,dezespwaR,de.zes.pwaR,d.é.s.e.s.p.oi.r,d.e.z.e.s.p.wa.R,d-d.é-e.s-z.e-e.s-s.p-p.oi-wa.r-R
déshabilla,dezabija,de.za.bi.ja,d.é.s.h.a.b.ill.a,d.e.z.#.a.b.ij.a,d-d.é-e.s-z.h-#.a-a.b-b.ill-ij.a-a
déshabille,dezabij,de.za.bij,d.é.s.h.a.b.ill.e,d.e.z.#.a.b.ij.#,d-d.é-e.s-z.h-#.a-a.b-b.ill-ij.e-#
déshydrater,dezidRate,de.zi.dRa.te,d.é.s.h.y.d.r.a.t.er,d.e.z.#.i.d.R.a.t.e,d-d.é-e.s-z.h-#.y-i.d-d.r-R.a-a.t-t.er-e
désigne,deziN,de.ziN,d.é.s.i.gn.e,d.e.z.i.N.#,d-d.é-e.s-z.i-i.gn-N.e-#
désignent,deziN,de.ziN,d.é.s.i.gn.e.n.t,d.e.z.i.N.#.#.#,d-d.é-e.s-z.i-i.gn-N.e-#.n-#.t-#
désire,deziR,de.ziR,d.é.s.i.r.e,d.e.z.i.R.#,d-d.é-e.s-z.i-i.r-R.e-#
désirer,deziRe,de.zi.Re,d.é.s.i.r.er,d.e.z.i.R.e,d-d.é-e.s-z.i-i.r-R.er-e
désirons,deziR§,de.zi.R§,d.é.s.i.r.on.s,d.e.z.i.R.§.#,d-d.é-e.s-z.i-i.r-R.on-§.s-#
désobéissant,dezobeis@,de.zo.be.i.s@,d.é.s.o.b.é.i.ss.an.t,d.e.z.o.b.e.i.s.@.#,d-d.é-e.s-z.o-o.b-b.é-e.i-i.ss-s.an-@.t-#
désolé,dezole,de.zo.le,d.é.s.o.l.é,d.e.z.o.l.e,d-d.é-e.s-z.o-o.l-l.é-e
désolé,dezole,de.zo.le,d.é.s.o.l.é,d.e.z.o.l.e,d-d.é-e.s-z.o-o.l-l.é-e
désolée,dezole,de.zo.le,d.é.s.o.l.é.e,d.e.z.o.l.e.#,d-d.é-e.s-z.o-o.l-l.é-e.e-#
désordre,dezoRdR*,de.zoR.dR*,d.é.s.o.r.d.r.e,d.e.z.o.R.d.R.*,d-d.é-e.s-z.o-o.r-R.d-d.r-R.e-*
désormais,dezoRme,de.zoR.me,d.é.s.o.r.m.ai.s,d.e.z.o.R.m.e.#,d-d.é-e.s-z.o-o.r-R.m-m.ai-e.s-#
dessaler,desale,de.sa.le,d.e.ss.a.l.er,d.e.s.a.l.e,d-d.e-e.ss-s.a-a.l-l.er-e
desséchée,deseSe,de.se.Se,d.e.ss.é.ch.é.e,d.e.s.e.S.e.#,d-d.e-e.ss-s.é-e.ch-S.é-e.e-#
desserra,deseRa,de.se.Ra,d.e.ss.e.rr.a,d.e.s.e.R.a,d-d.e-e.ss-s.e-e.rr-R.a-a
desserrez,deseRe,de.se.Re,d.e.ss.e.rr.ez,d.e.s.e.R.e,d-d.e-e.ss-s.e-e.rr-R.ez-e
dessert,deseR,de.seR,d.e.ss.e.r.t,d.e.s.e.R.#,d-d.e-e.ss-s.e-e.r-R.t-#
desserts,deseR,de.seR,d.e.ss.e.r.t.s,d.e.s.e.R.#.#,d-d.e-e.ss-s.e-e.r-R.t-#.s-#
dessin,des5,de.s5,d.e.ss.in,d.e.s.5,d-d.e-e.ss-s.in-5
dessina,desina,de.si.na,d.e.ss.i.n.a,d.e.s.i.n.a,d-d.e-e.ss-s.i-i.n-n.a-a
dessinai,desine,de.si.ne,d.e.ss.i.n.ai,d.e.s.i.n.e,d-d.e-e.ss-s.i-i.n-n.ai-e
dessinais,desine,de.si.ne,d.e.ss.i.n.ai.s,d.e.s.i.n.e.#,d-d.e-e.ss-s.i-i.n-n.ai-e.s-#
dessinateur,desinat2R,de.si.na.t2R,d.e.ss.i.n.a.t.eu.r,d.e.s.i.n.a.t.2.R,d-d.e-e.ss-s.i-i.n-n.a-a.t-t.eu-2.r-R
dessine,desin,de.sin,d.e.ss.i.n.e,d.e.s.i.n.#,d-d.e-e.ss-s.i-i.n-n.e-#
dessiné,desine,de.si.ne,d.e.ss.i.n.é,d.e.s.i.n.e,d-d.e-e.ss-s.i-i.n-n.é-e
dessinée,desine,de.si.ne,d.e.ss.i.n.é.e,d.e.s.i.n.e.#,d-d.e-e.ss-s.i-i.n-n.é-e.e-#
dessinées,desine,de.si.ne,d.e.ss.i.n.é.e.s,d.e.s.i.n.e.#.#,d-d.e-e.ss-s.i-i.n-n.é-e.e-#.s-#
dessinent,desin,de.sin,d.e.ss.i.n.e.n.t,d.e.s.i.n.#.#.#,d-d.e-e.ss-s.i-i.n-n.e-#.n-#.t-#
dessiner,desine,de.si.ne,d.e.ss.i.n.er,d.e.s.i.n.e,d-d.e-e.ss-s.i-i.n-n.er-e
dessinera,desinRa,de.sin.Ra,d.e.ss.i.n.e.r.a,d.e.s.i.n.#.R.a,d-d.e-e.ss-s.i-i.n-n.e-#.r-R.a-a
dessineras,desinRa,de.sin.Ra,d.e.ss.i.n.e.r.a.s,d.e.s.i.n.#.R.a.#,d-d.e-e.ss-s.i-i.n-n.e-#.r-R.a-a.s-#
dessins,des5,de.s5,d.e.ss.in.s,d.e.s.5.#,d-d.e-e.ss-s.in-5.s-#
dessous,d*su,d*.su,d.e.ss.ou.s,d.*.s.u.#,d-d.e-*.ss-s.ou-u.s-#
dessous,d*su,d*.su,d.e.ss.ou.s,d.*.s.u.#,d-d.e-*.ss-s.ou-u.s-#
dessus,d*sy,d*.sy,d.e.ss.u.s,d.*.s.y.#,d-d.e-*.ss-s.u-y.s-#
dessus,d*sy,d*.sy,d.e.ss.u.s,d.*.s.y.#,d-d.e-*.ss-s.u-y.s-#
destinataire,destinateR,des.ti.na.teR,d.e.s.t.i.n.a.t.ai.r.e,d.e.s.t.i.n.a.t.e.R.#,d-d.e-e.s-s.t-t.i-i.n-n.a-a.t-t.ai-e.r-R.e-#
destination,destinasj§,des.ti.na.sj§,d.e.s.t.i.n.a.t.i.on,d.e.s.t.i.n.a.s.j.§,d-d.e-e.s-s.t-t.i-i.n-n.a-a.t-s.i-j.on-§
destiné,destine,des.ti.ne,d.e.s.t.i.n.é,d.e.s.t.i.n.e,d-d.e-e.s-s.t-t.i-i.n-n.é-e
destinée,destine,des.ti.ne,d.e.s.t.i.n.é.e,d.e.s.t.i.n.e.#,d-d.e-e.s-s.t-t.i-i.n-n.é-e.e-#
détache,detaS,de.taS,d.é.t.a.ch.e,d.e.t.a.S.#,d-d.é-e.t-t.a-a.ch-S.e-#
détachée,detaSe,de.ta.Se,d.é.t.a.ch.é.e,d.e.t.a.S.e.#,d-d.é-e.t-t.a-a.ch-S.é-e.e-#
détachent,detaS,de.taS,d.é.t.a.ch.e.n.t,d.e.t.a.S.#.#.#,d-d.é-e.t-t.a-a.ch-S.e-#.n-#.t-#
détail,detaj,de.taj,d.é.t.a.il,d.e.t.a.j,d-d.é-e.t-t.a-a.il-j
détails,detaj,de.taj,d.é.t.a.il.s,d.e.t.a.j.#,d-d.é-e.t-t.a-a.il-j.s-#
détale,detal,de.tal,d.é.t.a.l.e,d.e.t.a.l.#,d-d.é-e.t-t.a-a.l-l.e-#
détalé,detale,de.ta.le,d.é.t.a.l.é,d.e.t.a.l.e,d-d.é-e.t-t.a-a.l-l.é-e
déterminé,deteRmine,de.teR.mi.ne,d.é.t.e.r.m.i.n.é,d.e.t.e.R.m.i.n.e,d-d.é-e.t-t.e-e.r-R.m-m.i-i.n-n.é-e
détestaient,deteste,de.tes.te,d.é.t.e.s.t.ai.e.n.t,d.e.t.e.s.t.e.#.#.#,d-d.é-e.t-t.e-e.s-s.t-t.ai-e.e-#.n-#.t-#
détestait,deteste,de.tes.te,d.é.t.e.s.t.ai.t,d.e.t.e.s.t.e.#,d-d.é-e.t-t.e-e.s-s.t-t.ai-e.t-#
déteste,detest*,de.tes.t*,d.é.t.e.s.t.e,d.e.t.e.s.t.*,d-d.é-e.t-t.e-e.s-s.t-t.e-*
détester,deteste,de.tes.te,d.é.t.e.s.t.er,d.e.t.e.s.t.e,d-d.é-e.t-t.e-e.s-s.t-t.er-e
détritus,detRity,de.tRi.ty,d.é.t.r.i.t.u.s,d.e.t.R.i.t.y.#,d-d.é-e.t-t.r-R.i-i.t-t.u-y.s-#
détruire,detR8iR,de.tR8iR,d.é.t.r.u.i.r.e,d.e.t.R.8.i.R.#,d-d.é-e.t-t.r-R.u-8.i-i.r-R.e-#
détruisent,detR8iz,de.tR8iz,d.é.t.r.u.i.s.e.n.t,d.e.t.R.8.i.z.#.#.#,d-d.é-e.t-t.r-R.u-8.i-i.s-z.e-#.n-#.t-#
détruite,detR8it,de.tR8it,d.é.t.r.u.i.t.e,d.e.t.R.8.i.t.#,d-d.é-e.t-t.r-R.u-8.i-i.t-t.e-#
détruits,detR8i,de.tR8i,d.é.t.r.u.i.t.s,d.e.t.R.8.i.#.#,d-d.é-e.t-t.r-R.u-8.i-i.t-#.s-#
deux,d2,d2,d.eu.x,d.2.#,d-d.eu-2.x-#
deuxième,d2zjem,d2.zjem,d.eu.x.i.è.m.e,d.2.z.j.e.m.#,d-d.eu-2.x-z.i-j.è-e.m-m.e-#
deuxième,d2zjem,d2.zjem,d.eu.x.i.è.m.e,d.2.z.j.e.m.#,d-d.eu-2.x-z.i-j.è-e.m-m.e-#
devait,d*ve,d*.ve,d.e.v.ai.t,d.*.v.e.#,d-d.e-*.v-v.ai-e.t-#
dévale,deval,de.val,d.é.v.a.l.e,d.e.v.a.l.#,d-d.é-e.v-v.a-a.l-l.e-#
dévalé,devale,de.va.le,d.é.v.a.l.é,d.e.v.a.l.e,d-d.é-e.v-v.a-a.l-l.é-e
devant,d*v@,d*.v@,d.e.v.an.t,d.*.v.@.#,d-d.e-*.v-v.an-@.t-#
devant,d*v@,d*.v@,d.e.v.an.t,d.*.v.@.#,d-d.e-*.v-v.an-@.t-#
devant,d*v@,d*.v@,d.e.v.an.t,d.*.v.@.#,d-d.e-*.v-v.an-@.t-#
devant,d*v@,d*.v@,d.e.v.an.t,d.*.v.@.#,d-d.e-*.v-v.an-@.t-#
devanture,d*v@tyR,d*.v@.tyR,d.e.v.an.t.u.r.e,d.*.v.@.t.y.R.#,d-d.e-*.v-v.an-@.t-t.u-y.r-R.e-#
devantures,d*v@tyR,d*.v@.tyR,d.e.v.an.t.u.r.e.s,d.*.v.@.t.y.R.#.#,d-d.e-*.v-v.an-@.t-t.u-y.r-R.e-#.s-#
développement,devlopm@,de.vlop.m@,d.é.v.e.l.o.pp.e.m.en.t,d.e.v.#.l.o.p.#.m.@.#,d-d.é-e.v-v.e-#.l-l.o-o.pp-p.e-#.m-m.en-@.t-#
développer,devlope,de.vlo.pe,d.é.v.e.l.o.pp.er,d.e.v.#.l.o.p.e,d-d.é-e.v-v.e-#.l-l.o-o.pp-p.er-e
devenait,d*v*ne,d*.v*.ne,d.e.v.e.n.ai.t,d.*.v.*.n.e.#,d-d.e-*.v-v.e-*.n-n.ai-e.t-#
devenir,d*vniR,d*v.niR,d.e.v.e.n.i.r,d.*.v.#.n.i.R,d-d.e-*.v-v.e-#.n-n.i-i.r-R
devenu,d*v*ny,d*.v*.ny,d.e.v.e.n.u,d.*.v.*.n.y,d-d.e-*.v-v.e-*.n-n.u-y
devenue,d*v*ny,d*.v*.ny,d.e.v.e.n.u.e,d.*.v.*.n.y.#,d-d.e-*.v-v.e-*.n-n.u-y.e-#
devenus,d*v*ny,d*.v*.ny,d.e.v.e.n.u.s,d.*.v.*.n.y.#,d-d.e-*.v-v.e-*.n-n.u-y.s-#
déverse,deveRs*,de.veR.s*,d.é.v.e.r.s.e,d.e.v.e.R.s.*,d-d.é-e.v-v.e-e.r-R.s-s.e-*
devez,d*ve,d*.ve,d.e.v.ez,d.*.v.e,d-d.e-*.v-v.ez-e
deviendra,d*vj5dRa,d*.vj5.dRa,d.e.v.i.en.d.r.a,d.*.v.j.5.d.R.a,d-d.e-*.v-v.i-j.en-5.d-d.r-R.a-a
devienne,d*vjen,d*.vjen,d.e.v.i.enn.e,d.*.v.j.en.#,d-d.e-*.v-v.i-j.enn-en.e-#
deviennent,d*vjen,d*.vjen,d.e.v.i.enn.e.n.t,d.*.v.j.en.#.#.#,d-d.e-*.v-v.i-j.enn-en.e-#.n-#.t-#
deviens,d*vj5,d*.vj5,d.e.v.i.en.s,d.*.v.j.5.#,d-d.e-*.v-v.i-j.en-5.s-#
devient,d*vj5,d*.vj5,d.e.v.i.en.t,d.*.v.j.5.#,d-d.e-*.v-v.i-j.en-5.t-#
devine,d*vin,d*.vin,d.e.v.i.n.e,d.*.v.i.n.#,d-d.e-*.v-v.i-i.n-n.e-#
deviné,d*vine,d*.vi.ne,d.e.v.i.n.é,d.*.v.i.n.e,d-d.e-*.v-v.i-i.n-n.é-e
deviner,d*vine,d*.vi.ne,d.e.v.i.n.er,d.*.v.i.n.e,d-d.e-*.v-v.i-i.n-n.er-e
devines,d*vin,d*.vin,d.e.v.i.n.e.s,d.*.v.i.n.#.#,d-d.e-*.v-v.i-i.n-n.e-#.s-#
devinette,d*vinet,d*.vi.net,d.e.v.i.n.e.tt.e,d.*.v.i.n.e.t.#,d-d.e-*.v-v.i-i.n-n.e-e.tt-t.e-#
devinettes,d*vinet,d*.vi.net,d.e.v.i.n.e.tt.e.s,d.*.v.i.n.e.t.#.#,d-d.e-*.v-v.i-i.n-n.e-e.tt-t.e-#.s-#
devinrent,d*v5R,d*.v5R,d.e.v.in.r.e.n.t,d.*.v.5.R.#.#.#,d-d.e-*.v-v.in-5.r-R.e-#.n-#.t-#
devint,d*v5,d*.v5,d.e.v.in.t,d.*.v.5.#,d-d.e-*.v-v.in-5.t-#
devise,d*viz,d*.viz,d.e.v.i.s.e,d.*.v.i.z.#,d-d.e-*.v-v.i-i.s-z.e-#
dévisse,devis,de.vis,d.é.v.i.ss.e,d.e.v.i.s.#,d-d.é-e.v-v.i-i.ss-s.e-#
devoir,d*vwaR,d*.vwaR,d.e.v.oi.r,d.*.v.wa.R,d-d.e-*.v-v.oi-wa.r-R
devoir,d*vwaR,d*.vwaR,d.e.v.oi.r,d.*.v.wa.R,d-d.e-*.v-v.oi-wa.r-R
devoirs,d*vwaR,d*.vwaR,d.e.v.oi.r.s,d.*.v.wa.R.#,d-d.e-*.v-v.oi-wa.r-R.s-#
dévora,devoRa,de.vo.Ra,d.é.v.o.r.a,d.e.v.o.R.a,d-d.é-e.v-v.o-o.r-R.a-a
dévorait,devoRe,de.vo.Re,d.é.v.o.r.ai.t,d.e.v.o.R.e.#,d-d.é-e.v-v.o-o.r-R.ai-e.t-#
dévorant,devoR@,de.vo.R@,d.é.v.o.r.an.t,d.e.v.o.R.@.#,d-d.é-e.v-v.o-o.r-R.an-@.t-#
